"","time","Away","Home","Park","temp","precip","blowing_right","blowing_out","date"
"699","08:40 PM EST","  White Sox  ","  Padres  ","Petco Park",70,0,6.46715672757901,2.67878402655563,2022-10-01
"700","09:07 PM EST","  Rangers  ","  Angels  ","Angel Stadium",70,0,-2.29610059419054,5.54327719506772,2022-10-01
"701","09:10 PM EST","  Rockies  ","  Dodgers  ","Dodger Stadium",70,0,3.53553390593274,3.53553390593274,2022-10-01
"702","12:10 PM EST","  Twins  ","  Tigers  ","Comerica Park",59,0,8.98025612106915,8.98025612106915,2022-10-02
"703","01:35 PM EST","  Phillies  ","  Nationals  ","Nationals Park",56,59,0,-7,2022-10-02
"704","01:35 PM EST","  Orioles  ","  Yankees  ","Yankee Stadium",58,47,13.2114773149114,-5.47237308282079,2022-10-02
"705","01:37 PM EST","  Red Sox  ","  Blue Jays  ","Rogers Centre",55,0,0,0,2022-10-02
"706","01:40 PM EST","  Royals  ","  Guardians  ","Progressive Field",56,0,-5.28103136663824,-12.7495375486558,2022-10-02
"707","02:10 PM EST","  Marlins  ","  Brewers  ","American Family Field",60,0,0,0,2022-10-02
"708","02:10 PM EST","  Rays  ","  Astros  ","Minute Maid Park",81,0,0,0,2022-10-02
"709","02:15 PM EST","  Pirates  ","  Cardinals  ","Busch Stadium",72,0,2.79358905626516,-6.74432058733239,2022-10-02
"710","02:20 PM EST","  Reds  ","  Cubs  ","Wrigley Field",62,0,0,-11.5,2022-10-02
"711","04:05 PM EST","  Diamondbacks  ","  Giants  ","Oracle Park",66,0,-2.37263728066356,5.72805310156998,2022-10-02
"712","04:07 PM EST","  Rangers  ","  Angels  ","Angel Stadium",76,0,1.91341716182545,4.61939766255643,2022-10-02
"713","04:10 PM EST","  Athletics  ","  Mariners  ","T-Mobile Park",73,0,0,0,2022-10-02
"714","04:10 PM EST","  White Sox  ","  Padres  ","Petco Park",73,0,9.60834713811738,-3.97990769659694,2022-10-02
"715","04:10 PM EST","  Rockies  ","  Dodgers  ","Dodger Stadium",77,0,2.75771644662754,2.75771644662754,2022-10-02
"716","07:08 PM EST","  Mets  ","  Braves  ","Truist Park",69,0,-4.89858719658941e-16,4,2022-10-02
