team,conference,athlete_id,player,category,rushing_car,rushing_yds,rushing_td,rushing_ypc,rushing_long,week,team_rushes,runshare,season_team_rushes,season_rushes,total_runshare,avg_runshare,year,position
UTEP,Conference USA,4575668,Gavin Hardison,rushing,6,14,0,2.3,11,5,46,0.130434782608696,452,41,0.0907079646017699,0.112954890773089,2021,QB
UT San Antonio,Conference USA,4245186,Frank Harris,rushing,7,22,0,3.1,7,5,41,0.170731707317073,532,105,0.197368421052632,0.202061437079973,2021,QB
Vanderbilt,SEC,4431375,Ken Seals,rushing,8,-1,0,-0.1,4,5,33,0.242424242424242,423,38,0.0898345153664303,0.15685294962877,2021,QB
Virginia,ACC,4370775,Brennan Armstrong,rushing,7,19,0,2.7,14,5,35,0.2,339,97,0.286135693215339,0.324283164317749,2021,QB
Wake Forest,ACC,4361994,Sam Hartman,rushing,10,35,1,3.5,10,5,44,0.227272727272727,528,111,0.210227272727273,0.214660585747815,2021,QB
Washington,Pac-12,4569598,Dylan Morris,rushing,6,-8,0,-1.3,2,5,35,0.17142857142857101,370,46,0.124324324324324,0.131248022790892,2021,QB
Washington State,Pac-12,4361141,Cammon Cooper,rushing,1,5,0,5,5,5,34,0.0294117647058824,378,6,0.0158730158730159,0.0632573750220809,2021,QB
Washington State,Pac-12,4697623,Jayden de Laura,rushing,4,10,0,2.5,15,5,34,0.117647058823529,378,43,0.113756613756614,0.130989543433813,2021,QB
Western Kentucky,Conference USA,4250360,Bailey Zappe,rushing,7,-17,0,-2.4,6,5,26,0.269230769230769,321,49,0.152647975077882,0.165561658524648,2021,QB
Western Michigan,Mid-American,4362230,Kaleb Eleby,rushing,8,-2,0,-0.3,10,5,49,0.163265306122449,538,82,0.152416356877323,0.159575992189218,2021,QB
West Virginia,Big 12,4244029,Jarret Doege,rushing,5,3,0,0.6,10,5,27,0.185185185185185,425,58,0.136470588235294,0.160062299371214,2021,QB
West Virginia,Big 12,4429847,Garrett Greene,rushing,5,34,0,6.8,16,5,27,0.185185185185185,425,48,0.112941176470588,0.142399541891867,2021,QB
Wisconsin,Big Ten,4372559,Chase Wolf,rushing,4,-13,0,-3.3,5,5,32,0.125,524,6,0.0114503816793893,0.0821078431372549,2021,QB
Wisconsin,Big Ten,4426335,Graham Mertz,rushing,3,-21,0,-7,0,5,32,0.09375,524,33,0.0629770992366412,0.0797151831845622,2021,QB
Connecticut,FBS Independents,4362140,Steven Krajewski,rushing,6,42,1,7,32,5,37,0.162162162162162,377,61,0.161803713527851,0.202672443455426,2021,QB
Connecticut,FBS Independents,4684083,Tyler Phommachanh,rushing,1,18,0,18,18,5,37,0.027027027027027,377,24,0.0636604774535809,0.344848608006503,2021,QB
New Mexico State,FBS Independents,4687558,Jonah Johnson,rushing,8,24,0,3,10,5,24,0.333333333333333,370,129,0.348648648648649,0.373836832123976,2021,QB
Old Dominion,Conference USA,4243535,D.J. Mack Jr.,rushing,10,21,1,2.1,28,5,33,0.303030303030303,475,76,0.16,0.258353709782281,2021,QB
Air Force,Mountain West,4693814,Haaziq Daniels,rushing,9,23,0,2.6,9,6,64,0.140625,785,140,0.178343949044586,0.202100814927729,2021,QB
Alabama,SEC,4685720,Bryce Young,rushing,7,-1,0,-0.1,15,6,34,0.205882352941176,473,71,0.150105708245243,0.153406704764876,2021,QB
Akron,Mid-American,4568336,Zach Gibson,rushing,3,8,0,2.7,10,6,39,0.0769230769230769,432,43,0.099537037037037,0.20002520017733,2021,QB
Akron,Mid-American,4038741,Kato Nelson,rushing,6,-17,0,-2.8,9,6,39,0.153846153846154,432,47,0.108796296296296,0.246073335363421,2021,QB
Arizona,Pac-12,4360890,Jordan McCloud,rushing,8,21,0,2.6,16,6,42,0.19047619047619,426,18,0.0422535211267606,0.132441516089315,2021,QB
Arizona,Pac-12,4426999,Gunner Cruz,rushing,1,-7,0,-7,0,6,42,0.0238095238095238,426,19,0.0446009389671361,0.158717357910906,2021,QB
Arizona State,Pac-12,4426348,Jayden Daniels,rushing,13,76,1,5.8,51,6,44,0.295454545454545,462,119,0.257575757575758,0.260329824364329,2021,QB
Arkansas,SEC,4429133,Malik Hornsby,rushing,1,-6,0,-6,0,6,58,0.0172413793103448,530,20,0.0377358490566038,0.0793725645839341,2021,QB
Arkansas,SEC,4567149,KJ Jefferson,rushing,20,85,3,4.3,11,6,58,0.344827586206897,530,126,0.237735849056604,0.23522696173174,2021,QB
Arkansas State,Sun Belt,4361222,Layne Hatcher,rushing,2,2,0,1,3,6,17,0.117647058823529,349,50,0.143266475644699,0.155992302764274,2021,QB
Arkansas State,Sun Belt,4240020,James Blackman,rushing,3,-35,0,-11.7,0,6,17,0.176470588235294,349,32,0.0916905444126074,0.203667153037358,2021,QB
Auburn,SEC,4567218,Bo Nix,rushing,10,-16,0,-1.6,9,6,29,0.344827586206897,414,57,0.13768115942029,0.174301916883439,2021,QB
Ball State,Mid-American,4039210,Drew Plitt,rushing,6,4,0,0.7,15,6,28,0.214285714285714,409,72,0.176039119804401,0.17897781126943,2021,QB
Baylor,Big 12,4362915,Gerry Bohannon,rushing,6,6,1,1,6,6,32,0.1875,531,70,0.131826741996234,0.165644159310991,2021,QB
Boise State,Mountain West,4426499,Hank Bachmeier,rushing,4,3,0,0.8,11,6,45,0.0888888888888889,460,60,0.130434782608696,0.135975137622716,2021,QB
Bowling Green,Mid-American,4239937,Matt McDonald,rushing,6,-13,0,-2.2,11,6,34,0.176470588235294,370,80,0.216216216216216,0.226394703604807,2021,QB
Buffalo,Mid-American,4239714,Kyle Vantrease,rushing,7,49,0,7,24,6,54,0.12962962962963,539,31,0.0575139146567718,0.0700818660044563,2021,QB
Buffalo,Mid-American,4362447,Matt Myers,rushing,7,24,1,3.4,7,6,54,0.12962962962963,539,60,0.111317254174397,0.129049465583473,2021,QB
BYU,FBS Independents,4373632,Jaren Hall,rushing,2,-3,0,-1.5,0,6,27,0.0740740740740741,445,62,0.139325842696629,0.164951677535807,2021,QB
Central Michigan,Mid-American,4570259,Daniel Richardson,rushing,3,-2,0,-0.7,5,6,41,0.0731707317073171,481,23,0.0478170478170478,0.0715591789336421,2021,QB
Charlotte,Conference USA,4259269,Chris Reynolds,rushing,9,21,0,2.3,15,6,38,0.236842105263158,436,86,0.197247706422018,0.235216026663395,2021,QB
Cincinnati,American Athletic,4239086,Desmond Ridder,rushing,3,6,0,2,13,6,33,0.0909090909090909,439,100,0.227790432801822,0.230719040494808,2021,QB
Cincinnati,American Athletic,4431339,Evan Prater,rushing,1,3,0,3,3,6,33,0.0303030303030303,439,12,0.0273348519362187,0.0700131087768775,2021,QB
Coastal Carolina,Sun Belt,4361032,Bryce Carpenter,rushing,4,79,1,19.8,67,6,36,0.111111111111111,484,54,0.111570247933884,0.130458112158957,2021,QB
Coastal Carolina,Sun Belt,4427354,Jarrett Guest,rushing,1,2,0,2,2,6,36,0.0277777777777778,484,4,0.00826446280991736,0.0472222222222222,2021,QB
Coastal Carolina,Sun Belt,4427936,Grayson McCall,rushing,5,13,0,2.6,10,6,36,0.138888888888889,484,83,0.171487603305785,0.20569834953344,2021,QB
Colorado State,Mountain West,4243276,Todd Centeio,rushing,6,37,0,6.2,14,6,53,0.113207547169811,515,131,0.254368932038835,0.262812058241467,2021,QB
Duke,ACC,4360403,Gunnar Holmberg,rushing,10,30,0,3,10,6,62,0.161290322580645,524,88,0.16793893129771,0.177449593624121,2021,QB
Duke,ACC,4594444,Jordan Moore,rushing,1,-1,0,-1,0,6,62,0.0161290322580645,524,44,0.083969465648855,0.095416739007937,2021,QB
East Carolina,American Athletic,4360131,Holton Ahlers,rushing,7,-1,0,-0.1,14,6,39,0.179487179487179,475,116,0.244210526315789,0.252725873198009,2021,QB
East Carolina,American Athletic,4432138,Mason Garcia,rushing,1,0,0,0,0,6,39,0.0256410256410256,475,8,0.0168421052631579,0.0488886113886114,2021,QB
Eastern Michigan,Mid-American,4360056,Ben Bryant,rushing,11,-28,0,-2.5,7,6,33,0.333333333333333,416,83,0.199519230769231,0.217148202095409,2021,QB
Florida,SEC,4360230,Emory Jones,rushing,5,40,0,8,16,6,34,0.147058823529412,465,133,0.286021505376344,0.290739430643214,2021,QB
Florida,SEC,4429084,Anthony Richardson,rushing,5,11,0,2.2,6,6,34,0.147058823529412,465,51,0.109677419354839,0.180738528308861,2021,QB
Florida Atlantic,Conference USA,4240628,N'Kosi Perry,rushing,13,17,1,1.3,14,6,38,0.342105263157895,449,107,0.238307349665924,0.246950085222306,2021,QB
Florida Atlantic,Conference USA,4258236,Nick Tronti,rushing,6,-16,0,-2.7,5,6,38,0.157894736842105,449,17,0.0378619153674833,0.0700087732882486,2021,QB
Florida International,Conference USA,4244648,Kaylan Wiggins,rushing,2,21,0,10.5,15,6,30,0.0666666666666667,371,6,0.0161725067385445,0.0978494623655914,2021,QB
Florida International,Conference USA,4036215,Max Bortenschlager,rushing,7,-36,0,-5.1,3,6,30,0.233333333333333,371,50,0.134770889487871,0.134916967780389,2021,QB
Florida State,ACC,4360799,Jordan Travis,rushing,14,121,2,8.6,53,6,41,0.341463414634146,446,134,0.300448430493274,0.357474222249092,2021,QB
Georgia,SEC,4259553,Stetson Bennett,rushing,6,41,0,6.8,30,6,49,0.122448979591837,480,45,0.09375,0.110684160041485,2021,QB
Georgia Southern,Sun Belt,4361375,Justin Tomlin,rushing,13,0,0,0,13,6,38,0.342105263157895,536,80,0.149253731343284,0.229148318416105,2021,QB
Georgia State,Sun Belt,4568411,Cornelious Brown,rushing,2,33,1,16.5,26,6,58,0.0344827586206897,545,30,0.055045871559633,0.19076354679803,2021,QB
Georgia State,Sun Belt,4369448,Darren Grainger,rushing,12,84,1,7,23,6,58,0.206896551724138,545,123,0.225688073394495,0.217526566107772,2021,QB
Georgia Tech,ACC,4429066,Jeff Sims,rushing,12,55,1,4.6,11,6,39,0.307692307692308,444,70,0.157657657657658,0.283573209276786,2021,QB
Houston,American Athletic,4360175,Clayton Tune,rushing,2,-16,0,-8,0,6,36,0.0555555555555556,489,98,0.20040899795501,0.194820347021816,2021,QB
Illinois,Big Ten,4036262,Brandon Peters,rushing,1,-9,0,-9,0,6,13,0.0769230769230769,468,38,0.0811965811965812,0.111003694102933,2021,QB
Iowa,Big Ten,4360480,Spencer Petras,rushing,8,-10,0,-1.3,4,6,45,0.177777777777778,477,47,0.0985324947589098,0.132706481522271,2021,QB
Kent State,Mid-American,4244068,Dustin Crum,rushing,16,72,2,4.5,20,6,45,0.355555555555556,597,147,0.246231155778894,0.255676007389507,2021,QB
Kentucky,SEC,4361418,Will Levis,rushing,11,75,2,6.8,33,6,45,0.244444444444444,449,92,0.204899777282851,0.199030193532995,2021,QB
Liberty,FBS Independents,4242512,Malik Willis,rushing,16,80,1,5,17,6,42,0.380952380952381,476,189,0.397058823529412,0.401933281902406,2021,QB
Louisiana Monroe,Sun Belt,4887223,Chandler Rogers,rushing,14,72,0,5.1,21,6,37,0.378378378378378,500,139,0.278,0.277248655011532,2021,QB
Louisiana Monroe,Sun Belt,4365325,Colby Suits,rushing,1,-8,0,-8,0,6,37,0.027027027027027,500,4,0.008,0.0382663233375912,2021,QB
Louisiana Monroe,Sun Belt,4895117,Jiya Wright,rushing,7,41,0,5.9,13,6,37,0.189189189189189,500,33,0.066,0.191909093628733,2021,QB
Louisville,ACC,4240069,Malik Cunningham,rushing,6,38,0,6.3,24,6,34,0.176470588235294,467,161,0.34475374732334,0.338691660902926,2021,QB
LSU,SEC,4685740,Max Johnson,rushing,5,-23,0,-4.6,5,6,35,0.142857142857143,408,78,0.191176470588235,0.201234915993688,2021,QB
Marshall,Conference USA,4430686,Grant Wells,rushing,6,-7,0,-1.2,9,6,32,0.1875,419,56,0.133651551312649,0.145084527992137,2021,QB
Maryland,Big Ten,4567097,Taulia Tagovailoa,rushing,8,-61,0,-7.6,1,6,36,0.222222222222222,411,76,0.184914841849148,0.198357431100093,2021,QB
Memphis,American Athletic,4606194,Seth Henigan,rushing,9,37,0,4.1,19,6,42,0.214285714285714,416,80,0.192307692307692,0.220499327447528,2021,QB
Miami (OH),Mid-American,4363148,AJ Mayer,rushing,8,34,0,4.3,21,6,29,0.275862068965517,405,26,0.0641975308641975,0.131784478880668,2021,QB
Michigan,Big Ten,4433970,J.J. McCarthy,rushing,3,10,0,3.3,11,6,42,0.0714285714285714,548,23,0.041970802919708,0.0585173850770528,2021,QB
Michigan,Big Ten,4427455,Cade McNamara,rushing,2,-15,0,-7.5,0,6,42,0.0476190476190476,548,30,0.0547445255474453,0.0562932184764869,2021,QB
Michigan State,Big Ten,4430590,Payton Thorne,rushing,1,9,0,9,9,6,38,0.0263157894736842,443,72,0.162528216704289,0.166322382102177,2021,QB
Middle Tennessee,Conference USA,4291782,Chase Cunningham,rushing,6,4,0,0.7,12,6,21,0.285714285714286,413,44,0.106537530266344,0.175494236561555,2021,QB
Middle Tennessee,Conference USA,4689970,Mike Diliello,rushing,1,2,0,2,2,6,21,0.0476190476190476,413,45,0.108958837772397,0.118944316835549,2021,QB
Missouri,SEC,4426444,Connor Bazelak,rushing,2,-8,0,-4,0,6,39,0.0512820512820513,427,33,0.0772833723653396,0.101547616634573,2021,QB
Navy,American Athletic,4686164,Tai Lavatai,rushing,24,53,0,2.2,20,6,53,0.452830188679245,645,150,0.232558139534884,0.273007537080667,2021,QB
Nebraska,Big Ten,4361182,Adrian Martinez,rushing,8,38,1,4.8,20,6,32,0.25,490,133,0.271428571428571,0.311765535197028,2021,QB
Nevada,Mountain West,4361435,Carson Strong,rushing,2,-11,0,-5.5,0,6,23,0.0869565217391304,306,51,0.166666666666667,0.174158990005672,2021,QB
Nevada,Mountain West,4262162,Nate Cox,rushing,3,6,0,2,15,6,23,0.130434782608696,306,5,0.0163398692810458,0.0937888198757764,2021,QB
New Mexico,Mountain West,4038940,Terry Wilson,rushing,11,-34,0,-3.1,8,6,34,0.323529411764706,465,52,0.111827956989247,0.2616147145357,2021,QB
New Mexico,Mountain West,4710001,CJ Montes,rushing,1,-1,0,-1,0,6,34,0.0294117647058824,465,25,0.0537634408602151,0.194989106753813,2021,QB
North Carolina,ACC,4426875,Sam Howell,rushing,11,108,0,9.8,31,6,36,0.305555555555556,484,170,0.351239669421488,0.384244688833564,2021,QB
Northern Illinois,Mid-American,4241965,Rocky Lombardi,rushing,12,90,0,7.5,28,6,55,0.218181818181818,594,86,0.144781144781145,0.154808630983753,2021,QB
North Texas,Conference USA,4360163,Austin Aune,rushing,16,55,0,3.4,15,6,49,0.326530612244898,607,71,0.116968698517298,0.117837615409631,2021,QB
Notre Dame,FBS Independents,4431513,Tyler Buchner,rushing,12,67,1,5.6,11,6,43,0.27906976744186,430,46,0.106976744186047,0.124127215393535,2021,QB
Notre Dame,FBS Independents,4242331,Jack Coan,rushing,3,-11,0,-3.7,1,6,43,0.0697674418604651,430,53,0.123255813953488,0.124627238625608,2021,QB
Ohio,Mid-American,4056052,Armani Rogers,rushing,15,37,1,2.5,14,6,46,0.326086956521739,434,92,0.211981566820276,0.194213640434072,2021,QB
Ohio State,Big Ten,4433971,Kyle McCord,rushing,1,-5,0,-5,0,6,33,0.0303030303030303,403,9,0.0223325062034739,0.0612886066374438,2021,QB
Ohio State,Big Ten,4432577,C.J. Stroud,rushing,2,8,0,4,5,6,33,0.0606060606060606,403,31,0.0769230769230769,0.0969224380140181,2021,QB
Oklahoma,Big 12,4431611,Caleb Williams,rushing,4,88,1,22,66,6,41,0.0975609756097561,405,72,0.177777777777778,0.233713275706834,2021,QB
Oklahoma,Big 12,4426339,Spencer Rattler,rushing,5,-9,1,-1.8,6,6,41,0.121951219512195,405,43,0.106172839506173,0.186013032099653,2021,QB
Ole Miss,SEC,4362874,Matt Corral,rushing,15,94,2,6.3,13,6,49,0.306122448979592,534,145,0.271535580524345,0.266070657292853,2021,QB
Ole Miss,SEC,4426494,John Rhys Plumlee,rushing,1,4,0,4,4,6,49,0.0204081632653061,534,9,0.0168539325842697,0.0544117189384332,2021,QB
Oregon State,Pac-12,4360824,Chance Nolan,rushing,8,32,0,4,15,6,45,0.177777777777778,485,62,0.127835051546392,0.123847766585126,2021,QB
Penn State,Big Ten,4259592,Sean Clifford,rushing,3,36,1,12,22,6,33,0.0909090909090909,409,87,0.212713936430318,0.217515718308061,2021,QB
Penn State,Big Ten,4427313,Ta'Quan Roberson,rushing,10,27,0,2.7,10,6,33,0.303030303030303,409,12,0.0293398533007335,0.117758467023173,2021,QB
Rutgers,Big Ten,4243539,Noah Vedral,rushing,14,21,0,1.5,33,6,36,0.388888888888889,471,92,0.195329087048832,0.201219899580281,2021,QB
San Diego State,Mountain West,4037293,Lucas Johnson,rushing,1,6,0,6,6,6,43,0.0232558139534884,531,47,0.0885122410546139,0.109733522311043,2021,QB
San Diego State,Mountain West,4572387,Jordon Brookshire,rushing,5,45,2,9,22,6,43,0.116279069767442,531,48,0.0903954802259887,0.194919315237553,2021,QB
San Diego State,Mountain West,4683386,William Haskell,rushing,1,1,0,1,1,6,43,0.0232558139534884,531,6,0.0112994350282486,0.0492305539311972,2021,QB
San José State,Mountain West,4570242,Nick Nash,rushing,11,38,0,3.5,15,6,31,0.354838709677419,352,68,0.193181818181818,0.237944565148866,2021,QB
SMU,American Athletic,4360271,Tanner Mordecai,rushing,4,2,0,0.5,17,6,29,0.137931034482759,422,74,0.175355450236967,0.184498171399187,2021,QB
South Alabama,Sun Belt,4038809,Jake Bentley,rushing,3,13,0,4.3,10,6,44,0.0681818181818182,439,47,0.107061503416856,0.137732744477339,2021,QB
South Carolina,SEC,4429079,Luke Doty,rushing,9,29,0,3.2,23,6,41,0.219512195121951,416,34,0.0817307692307692,0.214842161067053,2021,QB
Southern Mississippi,Conference USA,4689993,Jake Lange,rushing,8,-32,0,-4,10,6,32,0.25,465,29,0.0623655913978495,0.181077558394632,2021,QB
Southern Mississippi,Conference USA,4241290,Jack Walker,rushing,2,1,0,0.5,1,6,32,0.0625,465,2,0.0043010752688172,0.0625,2021,QB
Stanford,Pac-12,4685201,Tanner McKee,rushing,6,-32,0,-5.3,0,6,20,0.3,325,60,0.184615384615385,0.225910015910016,2021,QB
Syracuse,ACC,4426966,Garrett Shrader,rushing,29,178,1,6.1,24,6,58,0.5,491,173,0.35234215885947,0.349682185686802,2021,QB
TCU,Big 12,4427105,Max Duggan,rushing,6,43,0,7.2,32,6,47,0.127659574468085,473,105,0.221987315010571,0.25701677981558,2021,QB
Temple,American Athletic,4683282,Justin Lynch,rushing,3,29,0,9.7,33,6,30,0.1,361,75,0.207756232686981,0.241298133718982,2021,QB
Temple,American Athletic,4427914,D'Wan Mathis,rushing,11,-9,0,-0.8,8,6,30,0.366666666666667,361,49,0.135734072022161,0.250176998699166,2021,QB
Tennessee,SEC,4240858,Hendon Hooker,rushing,20,66,1,3.3,21,6,49,0.408163265306122,514,148,0.287937743190661,0.338525009992069,2021,QB
Texas,Big 12,4362073,Casey Thompson,rushing,5,-24,0,-4.8,3,6,27,0.185185185185185,457,55,0.12035010940919,0.134903289819874,2021,QB
Texas A&M,SEC,4426847,Zach Calzada,rushing,2,12,0,6,11,6,27,0.0740740740740741,418,35,0.0837320574162679,0.106419917563577,2021,QB
Texas State,Sun Belt,4371730,Brady McBride,rushing,15,57,0,3.8,12,6,48,0.3125,443,77,0.173814898419865,0.267821540847857,2021,QB
Texas Tech,Big 12,4259219,Henry Colombi,rushing,7,5,0,0.7,7,6,37,0.189189189189189,392,36,0.0918367346938776,0.144118968226111,2021,QB
Toledo,Mid-American,4427191,Dequan Finn,rushing,6,25,0,4.2,8,6,22,0.272727272727273,440,100,0.227272727272727,0.222959726700115,2021,QB
Troy,Sun Belt,4362723,Gunnar Watson,rushing,5,-21,0,-4.2,3,6,28,0.178571428571429,366,27,0.0737704918032787,0.128854721288629,2021,QB
Tulane,American Athletic,4685039,Michael Pratt,rushing,16,-48,0,-3,6,6,38,0.421052631578947,447,105,0.23489932885906,0.272044764288524,2021,QB
Tulsa,American Athletic,4362365,Davis Brin,rushing,5,26,0,5.2,13,6,46,0.108695652173913,484,63,0.130165289256198,0.135429524145609,2021,QB
UAB,Conference USA,4363410,Dylan Hopkins,rushing,7,32,1,4.6,16,6,34,0.205882352941176,470,80,0.170212765957447,0.191830371326499,2021,QB
UCF,American Athletic,4361329,Joey Gatewood,rushing,1,6,0,6,6,6,31,0.032258064516129,426,27,0.0633802816901408,0.0818211684403248,2021,QB
UCF,American Athletic,4597499,Mikey Keene,rushing,5,-8,0,-1.6,3,6,31,0.161290322580645,426,32,0.0751173708920188,0.112379884535038,2021,QB
UCLA,Pac-12,4367178,Dorian Thompson-Robinson,rushing,6,28,2,4.7,10,6,47,0.127659574468085,518,130,0.250965250965251,0.283112339380535,2021,QB
UMass,FBS Independents,4683666,Zamar Wise,rushing,11,64,1,5.8,18,6,56,0.196428571428571,416,35,0.0841346153846154,0.13685417310737,2021,QB
UMass,FBS Independents,4683471,Brady Olson,rushing,3,12,0,4,11,6,56,0.0535714285714286,416,35,0.0841346153846154,0.138258597753483,2021,QB
USC,Pac-12,4428512,Kedon Slovis,rushing,2,-13,0,-6.5,0,6,25,0.08,401,26,0.0648379052369077,0.109882650029709,2021,QB
Utah,Pac-12,4362075,Cameron Rising,rushing,6,27,1,4.5,17,6,35,0.17142857142857101,501,63,0.125748502994012,0.145562014425581,2021,QB
UTEP,Conference USA,4362033,Calvin Brownholtz,rushing,3,11,0,3.7,5,6,39,0.0769230769230769,452,33,0.0730088495575221,0.0892006172007049,2021,QB
UT San Antonio,Conference USA,4245186,Frank Harris,rushing,9,51,0,5.7,14,6,37,0.243243243243243,532,105,0.197368421052632,0.202061437079973,2021,QB
Vanderbilt,SEC,4431375,Ken Seals,rushing,3,-15,0,-5,0,6,34,0.0882352941176471,423,38,0.0898345153664303,0.15685294962877,2021,QB
Vanderbilt,SEC,4433932,Mike Wright,rushing,3,6,0,2,4,6,34,0.0882352941176471,423,91,0.215130023640662,0.27301814019816,2021,QB
Virginia,ACC,4370775,Brennan Armstrong,rushing,6,-23,0,-3.8,8,6,25,0.24,339,97,0.286135693215339,0.324283164317749,2021,QB
Virginia Tech,ACC,4240901,Connor Blumrick,rushing,5,29,0,5.8,16,6,37,0.135135135135135,483,41,0.0848861283643892,0.196169907896776,2021,QB
Virginia Tech,ACC,4242490,Braxton Burmeister,rushing,10,49,1,4.9,19,6,37,0.27027027027027,483,117,0.242236024844721,0.244785334187352,2021,QB
Wake Forest,ACC,4361994,Sam Hartman,rushing,9,7,1,0.8,11,6,37,0.243243243243243,528,111,0.210227272727273,0.214660585747815,2021,QB
Washington State,Pac-12,4697623,Jayden de Laura,rushing,1,-4,0,-4,0,6,24,0.0416666666666667,378,43,0.113756613756614,0.130989543433813,2021,QB
Western Kentucky,Conference USA,4250360,Bailey Zappe,rushing,6,2,0,0.3,5,6,29,0.206896551724138,321,49,0.152647975077882,0.165561658524648,2021,QB
Western Michigan,Mid-American,4362230,Kaleb Eleby,rushing,9,-15,1,-1.7,5,6,49,0.183673469387755,538,82,0.152416356877323,0.159575992189218,2021,QB
West Virginia,Big 12,4244029,Jarret Doege,rushing,7,-23,0,-3.3,11,6,38,0.184210526315789,425,58,0.136470588235294,0.160062299371214,2021,QB
West Virginia,Big 12,4429847,Garrett Greene,rushing,10,55,1,5.5,18,6,38,0.263157894736842,425,48,0.112941176470588,0.142399541891867,2021,QB
Wyoming,Mountain West,4361690,Sean Chambers,rushing,12,3,1,0.3,19,6,27,0.444444444444444,490,72,0.146938775510204,0.247889919110849,2021,QB
Wisconsin,Big Ten,4426335,Graham Mertz,rushing,2,22,0,11,12,6,61,0.0327868852459016,524,33,0.0629770992366412,0.0797151831845622,2021,QB
Connecticut,FBS Independents,4362140,Steven Krajewski,rushing,6,-9,0,-1.5,8,6,31,0.193548387096774,377,61,0.161803713527851,0.202672443455426,2021,QB
New Mexico State,FBS Independents,4687558,Jonah Johnson,rushing,12,-32,1,-2.7,3,6,29,0.413793103448276,370,129,0.348648648648649,0.373836832123976,2021,QB
Old Dominion,Conference USA,4243535,D.J. Mack Jr.,rushing,12,26,0,2.2,14,6,50,0.24,475,76,0.16,0.258353709782281,2021,QB
Old Dominion,Conference USA,4250764,Stone Smartt,rushing,2,7,0,3.5,5,6,50,0.04,475,4,0.00842105263157895,0.0456410256410256,2021,QB
Air Force,Mountain West,4693814,Haaziq Daniels,rushing,21,83,1,4,25,7,63,0.333333333333333,785,140,0.178343949044586,0.202100814927729,2021,QB
Alabama,SEC,4685720,Bryce Young,rushing,6,18,0,3,13,7,41,0.146341463414634,473,71,0.150105708245243,0.153406704764876,2021,QB
Akron,Mid-American,4568336,Zach Gibson,rushing,8,11,0,1.4,17,7,24,0.333333333333333,432,43,0.099537037037037,0.20002520017733,2021,QB
Appalachian State,Sun Belt,4239994,Chase Brice,rushing,7,11,1,1.6,7,7,29,0.241379310344828,524,65,0.124045801526718,0.130057627493594,2021,QB
Arizona,Pac-12,4426999,Gunner Cruz,rushing,3,12,0,4,14,7,31,0.0967741935483871,426,19,0.0446009389671361,0.158717357910906,2021,QB
Arizona,Pac-12,4430635,Will Plummer,rushing,2,15,0,7.5,19,7,31,0.0645161290322581,426,60,0.140845070422535,0.178740107360838,2021,QB
Arizona State,Pac-12,4426348,Jayden Daniels,rushing,14,32,1,2.3,25,7,35,0.4,462,119,0.257575757575758,0.260329824364329,2021,QB
Arkansas,SEC,4567149,KJ Jefferson,rushing,18,66,0,3.7,20,7,54,0.333333333333333,530,126,0.237735849056604,0.23522696173174,2021,QB
Army,FBS Independents,4373730,Jabari Laws,rushing,5,-8,0,-1.6,6,7,50,0.1,670,20,0.0298507462686567,0.0640840295012059,2021,QB
Army,FBS Independents,4373726,Tyhier Tyler,rushing,17,90,1,5.3,36,7,50,0.34,670,113,0.16865671641791,0.218971802369512,2021,QB
Auburn,SEC,4567218,Bo Nix,rushing,5,42,1,8.4,23,7,35,0.142857142857143,414,57,0.13768115942029,0.174301916883439,2021,QB
Ball State,Mid-American,4039210,Drew Plitt,rushing,3,-1,0,-0.3,0,7,40,0.075,409,72,0.176039119804401,0.17897781126943,2021,QB
Baylor,Big 12,4362915,Gerry Bohannon,rushing,3,10,0,3.3,9,7,47,0.0638297872340425,531,70,0.131826741996234,0.165644159310991,2021,QB
Boise State,Mountain West,4426499,Hank Bachmeier,rushing,5,-4,0,-0.8,9,7,25,0.2,460,60,0.130434782608696,0.135975137622716,2021,QB
Boston College,ACC,4239939,Dennis Grosel,rushing,6,7,0,1.2,11,7,30,0.2,475,44,0.0926315789473684,0.145540209558363,2021,QB
Bowling Green,Mid-American,4239937,Matt McDonald,rushing,6,75,0,12.5,49,7,28,0.214285714285714,370,80,0.216216216216216,0.226394703604807,2021,QB
Buffalo,Mid-American,4362447,Matt Myers,rushing,2,2,0,1,2,7,40,0.05,539,60,0.111317254174397,0.129049465583473,2021,QB
Buffalo,Mid-American,4239714,Kyle Vantrease,rushing,3,7,0,2.3,7,7,40,0.075,539,31,0.0575139146567718,0.0700818660044563,2021,QB
BYU,FBS Independents,4373632,Jaren Hall,rushing,8,25,1,3.1,56,7,24,0.333333333333333,445,62,0.139325842696629,0.164951677535807,2021,QB
California,Pac-12,4242408,Chase Garbers,rushing,9,31,0,3.4,10,7,36,0.25,402,104,0.258706467661692,0.275683815781592,2021,QB
Central Michigan,Mid-American,4570259,Daniel Richardson,rushing,3,-9,0,-3,3,7,36,0.0833333333333333,481,23,0.0478170478170478,0.0715591789336421,2021,QB
Cincinnati,American Athletic,4239086,Desmond Ridder,rushing,4,14,0,3.5,10,7,42,0.0952380952380952,439,100,0.227790432801822,0.230719040494808,2021,QB
