"","player","player_id","position","team_name","player_game_count","caught_percent","first_downs","franchise_id","fumbles","longest","receptions","targets","touchdowns","yards","yards_per_reception","week","year","team_targets","rec_usage","season_team_targets","season_targets","season_usage","dk_pts","fd_pts","string","L3_rec_usage"
"3534","Chad Magyar",83785,"HB","UNLV",1,100,0,325,0,4,1,1,0,4,4,14,2019,22,0.0454545454545455,374,10,0.0267379679144385,1.4,0.9,3,0.0434782608695652
"3535","Devin Brumfield",83788,"HB","UTAH",1,100,0,328,0,3,1,1,0,3,3,14,2019,17,0.0588235294117647,309,10,0.0323624595469256,1.3,0.8,4,0.0390232793522267
"3536","Brenden Brady",83795,"HB","UTSA",1,100,0,331,0,-1,1,1,0,-1,-1,14,2019,43,0.0232558139534884,345,18,0.0521739130434783,0.9,0.4,2,0.0706174690432562
"3537","Nakia Watson",83807,"HB","WISCONSIN",1,100,0,349,0,-3,1,1,0,-3,-3,14,2019,22,0.0454545454545455,331,3,0.00906344410876133,0.7,0.2,2,0.135732323232323
"3538","Steven Anderson",60542,"HB","SO MISS",1,100,0,296,0,-1,1,1,0,-1,-1,14,2019,38,0.0263157894736842,421,2,0.00475059382422803,0.9,0.4,1,0.0922809829059829
"3539","Vincent Davis",99593,"HB","PITTSBURGH",1,100,0,268,0,0,1,1,0,0,0,14,2019,39,0.0256410256410256,476,7,0.0147058823529412,1,0.5,2,0.0698432778129173
"3540","Christian Gibson",37280,"HB","NEW MEX ST",1,100,1,242,0,12,1,1,0,12,12,14,2019,34,0.0294117647058824,424,15,0.035377358490566,2.2,1.7,2,0.0654173312068049
"3541","Kaegun Williams",57397,"HB","S DIEGO ST",1,100,0,284,0,8,1,1,0,8,8,14,2019,24,0.0416666666666667,367,5,0.0136239782016349,1.8,1.3,3,0.0621255679305215
"3542","CJ Verdell",57378,"HB","OREGON",1,100,0,264,0,3,1,1,0,3,3,14,2019,29,0.0344827586206897,437,19,0.0434782608695652,1.3,0.8,1,0.0986001882099886
"3543","J.D. King",57374,"HB","GA SOUTHRN",1,100,0,174,0,4,1,1,0,4,4,14,2019,10,0.1,141,4,0.0283687943262411,1.4,0.9,1,0.207222222222222
"3544","Kylin Hill",57306,"HB","MISS STATE",1,100,0,227,0,1,1,1,0,1,1,14,2019,11,0.0909090909090909,300,23,0.0766666666666667,1.1,0.6,1,0.111132716849595
"3545","Brenden Knox",57287,"HB","MARSHALL",1,100,0,214,0,3,1,1,0,3,3,14,2019,19,0.0526315789473684,330,18,0.0545454545454545,1.3,0.8,1,0.0678582015810277
"3546","Ra'Von Bonner",57238,"HB","ILLINOIS",1,100,1,187,0,25,1,1,0,25,25,14,2019,21,0.0476190476190476,334,4,0.0119760479041916,3.5,3,3,0.0399590373783922
"3547","Caleb Huntley",57156,"HB","BALL ST",1,100,1,117,0,12,1,1,0,12,12,14,2019,35,0.0285714285714286,352,8,0.0227272727272727,2.2,1.7,1,0.0355173589441324
"3548","Gary Brightwell",57133,"HB","ARIZONA",1,100,0,109,0,6,1,1,0,6,6,14,2019,38,0.0263157894736842,354,4,0.0112994350282486,1.6,1.1,2,0.0363258863258863
"3549","Brian Robinson Jr.",57120,"HB","ALABAMA",1,100,0,103,0,7,1,1,0,7,7,14,2019,36,0.0277777777777778,390,13,0.0333333333333333,1.7,1.2,2,0.0530884767700184
"3550","Jax Welch",56228,"HB","TEXAS TECH",1,100,1,315,0,10,1,1,0,10,10,14,2019,56,0.0178571428571429,499,1,0.00200400801603206,2,1.5,2,0.0629219136334886
"3551","D'vonte Price",55158,"HB","FIU",1,100,0,166,0,2,1,1,0,2,2,14,2019,37,0.027027027027027,374,13,0.0347593582887701,1.2,0.7,3,0.0735527073732719
"3552","Michael Warren II",55076,"HB","CINCINNATI",1,100,0,138,0,7,1,1,0,7,7,14,2019,30,0.0333333333333333,353,22,0.0623229461756374,1.7,1.2,1,0.0674242424242424
"3553","Josh Hokit",50305,"HB","FRESNO ST",1,100,0,169,0,2,1,1,0,2,2,14,2019,28,0.0357142857142857,361,18,0.0498614958448753,1.2,0.7,2,0.0375361625361625
"3554","Marcus Jones",34772,"HB","N ILLINOIS",1,100,0,254,0,0,1,1,0,0,0,14,2019,11,0.0909090909090909,347,17,0.0489913544668588,1,0.5,2,0.0643701334816463
"3555","Ke'Shawn Vaughn",45866,"HB","VANDERBILT",1,100,0,333,0,5,1,1,0,5,5,14,2019,30,0.0333333333333333,338,33,0.0976331360946746,1.5,1,2,0.0601908321857171
"3556","LeVante Bellamy",45854,"HB","W MICHIGAN",1,100,0,347,0,5,1,1,0,5,5,14,2019,32,0.03125,399,22,0.0551378446115288,1.5,1,1,0.0893060127276717
"3557","Joshua Mack",45832,"HB","LIBERTY",1,100,0,206,0,5,1,1,0,5,5,14,2019,29,0.0344827586206897,430,15,0.0348837209302326,1.5,1,2,0.0588427548498359
"3558","Artavis Pierce",45749,"HB","OREGON ST",1,100,1,265,0,10,1,1,0,10,10,14,2019,38,0.0263157894736842,376,28,0.074468085106383,2,1.5,3,0.0288510101010101
"3559","Xavier Jones",45742,"HB","SMU",1,100,0,287,0,6,1,1,0,6,6,14,2019,24,0.0416666666666667,468,29,0.061965811965812,1.6,1.1,1,0.0534230358810191
"3560","Jason Huntley",45693,"HB","NEW MEX ST",1,100,0,242,0,-2,1,1,0,-2,-2,14,2019,34,0.0294117647058824,424,48,0.113207547169811,0.8,0.3,1,0.114074569221628
"3561","Jamal Jones",33919,"HB","ARK STATE",1,100,0,113,0,4,1,1,0,4,4,14,2019,35,0.0285714285714286,436,6,0.0137614678899083,1.4,0.9,1,0.0656101839688177
"3562","Cade Carney",45124,"HB","WAKE",1,100,0,339,0,4,1,1,0,4,4,14,2019,53,0.0188679245283019,446,7,0.015695067264574,1.4,0.9,1,0.0419753905098733
"3563","Aaron McAllister",42962,"HB","CHARLOTTE",1,100,0,136,0,7,1,1,0,7,7,14,2019,12,0.0833333333333333,296,9,0.0304054054054054,1.7,1.2,2,0.0723557692307692
"3564","Sean Tyler",97124,"HB","W MICHIGAN",1,100,0,347,0,1,1,1,0,1,1,14,2019,32,0.03125,399,9,0.0225563909774436,1.1,0.6,3,0.050995870488958
"3565","Austin Jones",97183,"HB","STANFORD",1,100,1,300,0,24,1,1,0,24,24,14,2019,44,0.0227272727272727,427,18,0.0421545667447307,3.4,2.9,2,0.0552949149008262
"3566","Kairee Robinson",101299,"HB","S JOSE ST",1,100,0,285,0,2,1,1,0,2,2,14,2019,32,0.03125,470,9,0.0191489361702128,1.2,0.7,2,0.0648045581869111
"3567","Demetrius Mauney",97401,"HB","E CAROLINA",1,100,0,156,0,4,1,1,0,4,4,14,2019,46,0.0217391304347826,423,10,0.0236406619385343,1.4,0.9,2,0.0480890262870241
"3568","Zonovan Knight",97432,"HB","NC STATE",1,100,1,248,0,16,1,1,0,16,16,14,2019,29,0.0344827586206897,435,12,0.0275862068965517,2.6,2.1,1,0.0416346045771695
"3569","Charles Williams",41837,"HB","UNLV",1,100,0,325,0,2,1,1,0,2,2,14,2019,22,0.0454545454545455,374,11,0.0294117647058824,1.2,0.7,1,0.0800610902255639
"3570","Chase Jasmin",41549,"HB","S DIEGO ST",1,100,0,284,0,4,1,1,0,4,4,14,2019,24,0.0416666666666667,367,18,0.0490463215258856,1.4,0.9,2,0.0841064354434473
"3571","Kay'Ron Adams",101643,"HB","RUTGERS",1,100,0,278,0,6,1,1,0,6,6,14,2019,25,0.04,261,2,0.00766283524904215,1.6,1.1,3,0.0994674185463659
"3572","Art Thompkins",32905,"HB","UCONN",1,100,1,146,0,13,1,1,0,13,13,14,2019,33,0.0303030303030303,365,50,0.136986301369863,2.3,1.8,2,0.129491317603393
"3573","Joshua Kelley",13750,"HB","UCLA",1,100,0,324,0,3,1,1,0,3,3,14,2019,43,0.0232558139534884,388,15,0.038659793814433,1.3,0.8,1,0.0451437433221942
"3574","Rhamondre Stevenson",98689,"HB","OKLAHOMA",1,100,1,261,0,23,1,1,0,23,23,14,2019,17,0.0588235294117647,326,10,0.0306748466257669,3.3,2.8,2,0.0537458232777593
"3575","Shaq Vann",28243,"HB","E MICHIGAN",1,100,0,160,0,3,1,1,0,3,3,14,2019,36,0.0277777777777778,451,15,0.0332594235033259,1.3,0.8,1,0.0308116132631915
"3576","Shakif Seymour",40052,"HB","TOLEDO",1,100,0,316,0,4,1,1,0,4,4,14,2019,30,0.0333333333333333,320,19,0.059375,1.4,0.9,2,0.0706709956709957
"3577","Keaontay Ingram",77761,"HB","TEXAS",1,100,0,311,0,1,1,1,0,1,1,14,2019,26,0.0384615384615385,448,34,0.0758928571428571,1.1,0.6,4,0.102564102564103
"3578","Jamale Carothers",77868,"HB","NAVY",1,100,1,237,0,47,1,1,0,47,47,14,2019,4,0.25,94,5,0.0531914893617021,5.7,5.2,1,0.217460317460317
"3579","Lyn-J Dixon",77712,"HB","CLEMSON",1,100,0,140,0,-5,1,1,0,-5,-5,14,2019,38,0.0263157894736842,413,14,0.0338983050847458,0.5,0,2,0.044866358077933
"3580","Hassan Hall",77705,"HB","LOUISVILLE",1,100,1,210,0,5,1,1,0,5,5,14,2019,17,0.0588235294117647,280,6,0.0214285714285714,1.5,1,2,0.0447981366459627
"3581","Javian Hawkins",77704,"HB","LOUISVILLE",1,100,0,210,0,4,1,1,0,4,4,14,2019,17,0.0588235294117647,280,7,0.025,1.4,0.9,1,0.056805173992674
"3582","Tyre Shelton",77038,"HB","MIAMI OH",1,100,1,221,0,9,1,1,0,9,9,14,2019,16,0.0625,319,16,0.0501567398119122,1.9,1.4,2,0.0696966900455273
"3583","Shamari Brooks",61855,"HB","TULSA",1,100,1,320,0,2,1,1,1,2,2,14,2019,30,0.0333333333333333,416,13,0.03125,7.2,6.7,1,0.0286887141535615
"3584","Tyrion Davis-Price",99169,"HB","LSU",1,100,0,211,0,6,1,1,0,6,6,14,2019,36,0.0277777777777778,465,11,0.0236559139784946,1.6,1.1,2,0.0269386453016484
"3585","Jaylon Bester",61430,"HB","MIAMI OH",1,100,0,221,0,-2,1,1,0,-2,-2,14,2019,16,0.0625,319,15,0.0470219435736677,0.8,0.3,1,0.116526972546124
"3586","Clyde Edwards-Helaire",57279,"HB","LSU",1,77.8,4,211,0,24,7,9,0,61,8.7,15,2019,37,0.243243243243243,465,57,0.12258064516129,13.1,9.6,1,0.173927721874842
"3587","Jonathan Ward",25859,"HB","C MICHIGAN",1,85.7,1,134,0,15,6,7,0,47,7.8,15,2019,39,0.179487179487179,445,44,0.098876404494382,10.7,7.7,1,0.139503405950774
"3588","Patrick Taylor Jr.",40448,"HB","MEMPHIS",1,33.3,0,218,0,0,2,6,0,-2,-1,15,2019,39,0.153846153846154,421,14,0.0332541567695962,1.8,0.8,2,0.051948051948052
"3589","Kenneth Gainwell",77737,"HB","MEMPHIS",1,60,2,218,0,26,3,5,0,40,13.3,15,2019,39,0.128205128205128,421,59,0.140142517814727,7,5.5,1,0.072129329004329
"3590","Brian Herrien",41129,"HB","GEORGIA",1,75,2,173,0,15,3,4,0,23,7.7,15,2019,41,0.0975609756097561,393,22,0.0559796437659033,5.3,3.8,1,0.10192669399566
"3591","Zack Moss",40341,"HB","UTAH",1,100,1,328,0,24,4,4,1,57,14.3,15,2019,29,0.137931034482759,309,31,0.100323624595469,15.7,13.7,1,0.178057836406874
"3592","Jonathan Taylor",57488,"HB","WISCONSIN",1,66.7,0,349,0,6,2,3,0,8,4,15,2019,30,0.1,331,37,0.11178247734139,2.8,1.8,1,0.137133041275591
"3593","Tyre Shelton",77038,"HB","MIAMI OH",1,50,0,221,0,-3,1,2,0,-3,-3,15,2019,26,0.0769230769230769,319,16,0.0501567398119122,0.7,0.2,2,0.0736937830687831
"3594","Dayton Furuta",38649,"HB","HAWAII",1,100,0,180,0,5,2,2,0,7,3.5,15,2019,36,0.0555555555555556,569,6,0.0105448154657293,2.7,1.7,2,0.02996336996337
"3595","Trestan Ebner",57159,"HB","BAYLOR",1,100,1,118,0,81,2,2,1,84,42,15,2019,23,0.0869565217391304,412,31,0.0752427184466019,16.4,15.4,1,0.0639351851851852
"3596","Travis Etienne",57185,"HB","CLEMSON",1,50,0,140,0,9,1,2,0,9,9,15,2019,25,0.08,413,31,0.0750605326876513,1.9,1.4,1,0.0745229383619476
"3597","Darrynton Evans",40692,"HB","APP STATE",1,100,2,108,0,58,2,2,2,63,31.5,15,2019,15,0.133333333333333,350,27,0.0771428571428571,20.3,19.3,1,0.0770435446906035
"3598","Kennedy Brooks",57371,"HB","OKLAHOMA",1,100,1,261,0,20,2,2,0,24,12,15,2019,23,0.0869565217391304,326,12,0.0368098159509202,4.4,3.4,1,0.0787044534412955
"3599","Garrett Groshek",40045,"HB","WISCONSIN",1,50,0,349,0,9,1,2,0,9,9,15,2019,30,0.0666666666666667,331,31,0.0936555891238671,1.9,1.4,2,0.101641414141414
"3600","George Holani",72154,"HB","BOISE ST",1,100,1,120,0,13,2,2,0,13,6.5,15,2019,30,0.0666666666666667,443,34,0.0767494356659142,3.3,2.3,1,0.103744239631336
"3601","Elijah Mitchell",57272,"HB","LA LAFAYET",1,100,1,207,0,1,1,1,1,1,1,15,2019,39,0.0256410256410256,381,13,0.0341207349081365,7.1,6.6,1,0.0641899118369707
"3602","Michael Warren II",55076,"HB","CINCINNATI",1,100,0,138,0,2,1,1,0,2,2,15,2019,33,0.0303030303030303,353,22,0.0623229461756374,1.2,0.7,1,0.0643939393939394
"3603","JaMycal Hasty",25582,"HB","BAYLOR",1,100,0,118,0,-4,1,1,0,-4,-4,15,2019,23,0.0434782608695652,412,34,0.0825242718446602,0.6,0.1,3,0.0576851851851852
"3604","Rhamondre Stevenson",98689,"HB","OKLAHOMA",1,100,1,261,0,14,1,1,0,14,14,15,2019,23,0.0434782608695652,326,10,0.0306748466257669,2.4,1.9,2,0.0598310159755281
"3605","Lyn-J Dixon",77712,"HB","CLEMSON",1,100,0,140,0,-7,1,1,0,-7,-7,15,2019,25,0.04,413,14,0.0338983050847458,0.3,-0.2,2,0.0433807893173218
"3606","Kobe Lewis",77800,"HB","C MICHIGAN",1,100,0,134,0,7,1,1,0,7,7,15,2019,39,0.0256410256410256,445,31,0.0696629213483146,1.7,1.2,2,0.0965461248642027
"3607","Robert Mahone",40776,"HB","BOISE ST",1,100,0,120,0,4,1,1,0,4,4,15,2019,30,0.0333333333333333,443,12,0.0270880361173815,1.4,0.9,2,0.0660714285714286
"3608","Wayne Taulapapa",91020,"HB","VIRGINIA",1,100,1,335,0,10,1,1,0,10,10,15,2019,44,0.0227272727272727,485,7,0.0144329896907217,2,1.5,1,0.0441117610837438
"3609","Trestan Ebner",57159,"HB","BAYLOR",1,77.8,3,118,0,24,7,9,0,70,10,16,2019,45,0.2,412,31,0.0752427184466019,14,10.5,2,0.0822916666666667
"3610","Kenneth Gainwell",77737,"HB","MEMPHIS",1,87.5,1,218,0,30,7,8,0,78,11.1,16,2019,53,0.150943396226415,421,59,0.140142517814727,14.8,11.3,1,0.088555611055611
"3611","Max Borghi",83802,"HB","WASH STATE",1,71.4,1,341,0,10,5,7,1,31,6.2,16,2019,37,0.189189189189189,661,96,0.145234493192133,14.1,11.6,1,0.177086537366143
"3612","Otis Anderson",55412,"HB","UCF",1,71.4,2,323,0,35,5,7,1,69,13.8,16,2019,31,0.225806451612903,444,45,0.101351351351351,17.9,15.4,2,0.0663277511961722
"3613","Vavae Malepeai",40626,"HB","USC",1,83.3,1,326,0,16,5,6,1,15,3,16,2019,44,0.136363636363636,481,19,0.0395010395010395,12.5,10,1,0.0602762317048031
"3614","Marcel Murray",83618,"HB","ARK STATE",1,83.3,3,113,0,19,5,6,0,52,10.4,16,2019,47,0.127659574468085,436,18,0.0412844036697248,10.2,7.7,1,0.0433412764057925
"3615","La'Mical Perine",26408,"HB","FLORIDA",1,100,2,163,0,19,5,5,1,43,8.6,16,2019,37,0.135135135135135,418,45,0.107655502392345,15.3,12.8,1,0.152466074406302
"3616","George Holani",72154,"HB","BOISE ST",1,60,2,120,0,10,3,5,1,27,9,16,2019,36,0.138888888888889,443,34,0.0767494356659142,11.7,10.2,1,0.0720238095238095
"3617","Breece Hall",97636,"HB","IOWA STATE",1,80,1,193,0,29,4,5,0,45,11.3,16,2019,29,0.172413793103448,459,27,0.0588235294117647,8.5,6.5,1,0.0923538521099497
"3618","Gaej Walker",42531,"HB","W KENTUCKY",1,100,2,346,0,20,4,4,0,40,10,16,2019,50,0.08,434,31,0.0714285714285714,8,6,1,0.0579365079365079
"3619","JaMycal Hasty",25582,"HB","BAYLOR",1,75,0,118,0,5,3,4,0,11,3.7,16,2019,45,0.0888888888888889,412,34,0.0825242718446602,4.1,2.6,1,0.0669243156199678
"3620","Xazavian Valladay",57490,"HB","WYOMING",1,75,3,351,0,63,3,4,1,91,30.3,16,2019,24,0.166666666666667,237,16,0.0675105485232067,18.1,16.6,1,0.10933382740448
"3621","Gerold Bright",34612,"HB","UTAH ST",1,100,1,329,0,13,4,4,0,23,5.8,16,2019,39,0.102564102564103,482,41,0.0850622406639004,6.3,4.3,1,0.0959941185222787
"3622","Xavier Jones",45742,"HB","SMU",1,25,0,287,0,5,1,4,0,5,5,16,2019,46,0.0869565217391304,468,29,0.061965811965812,1.5,1,2,0.0567866801893171
"3623","Shaq Vann",28243,"HB","E MICHIGAN",1,75,1,160,0,14,3,4,0,22,7.3,16,2019,48,0.0833333333333333,451,15,0.0332594235033259,5.2,3.7,1,0.0304031165311653
"3624","Tony Jones Jr.",40498,"HB","NOTRE DAME",1,50,0,258,0,2,2,4,0,1,0.5,16,2019,27,0.148148148148148,379,23,0.0606860158311346,2.1,1.1,1,0.0756898140619071
"3625","Christopher Brooks",83644,"HB","CAL",1,100,2,130,0,14,3,3,1,17,5.7,16,2019,30,0.1,332,24,0.072289156626506,10.7,9.2,1,0.0573878779523941
"3626","Lopini Katoa",83641,"HB","BYU",1,66.7,0,128,0,4,2,3,0,7,3.5,16,2019,41,0.0731707317073171,439,26,0.0592255125284738,2.7,1.7,1,0.0856565656565657
"3627","Justin Henderson",78560,"HB","LA TECH",1,100,0,208,0,2,3,3,0,4,1.3,16,2019,25,0.12,436,28,0.0642201834862385,3.4,1.9,1,0.0714646464646465
"3628","Deshawn McClease",45736,"HB","VA TECH",1,66.7,1,337,0,17,2,3,0,17,8.5,16,2019,19,0.157894736842105,298,16,0.0536912751677852,3.7,2.7,1,0.0756493506493506
"3629","Tyler Goodson",101659,"HB","IOWA",1,100,1,192,0,8,3,3,0,20,6.7,16,2019,27,0.111111111111111,388,28,0.0721649484536082,5,3.5,1,0.0496953227931489
"3630","Sean McGrew",40698,"HB","WASHINGTON",1,100,1,340,0,12,3,3,0,25,8.3,16,2019,31,0.0967741935483871,394,10,0.0253807106598985,5.5,4,3,0.0381862745098039
"3631","Darrynton Evans",40692,"HB","APP STATE",1,100,0,108,0,7,3,3,0,5,1.7,16,2019,21,0.142857142857143,350,27,0.0771428571428571,3.5,2,1,0.0770435446906035
"3632","Wesley Kennedy III",61277,"HB","GA SOUTHRN",1,100,1,174,0,12,3,3,0,20,6.7,16,2019,15,0.2,141,13,0.0921985815602837,5,3.5,2,0.186111111111111
"3633","Tra Barnett",41302,"HB","GA STATE",1,66.7,0,175,0,3,2,3,0,3,1.5,16,2019,25,0.12,358,19,0.053072625698324,2.3,1.3,1,0.0768783068783069
"3634","Javonte Williams",77803,"HB","N CAROLINA",1,100,2,245,0,13,3,3,0,24,8,16,2019,34,0.0882352941176471,396,17,0.0429292929292929,5.4,3.9,2,0.0881800655814613
"3635","Re'Mahn Davis",101072,"HB","TEMPLE",1,66.7,1,306,0,45,2,3,1,44,22,16,2019,31,0.0967741935483871,458,23,0.0502183406113537,12.4,11.4,1,0.0645156554290088
"3636","Ty Chandler",62942,"HB","TENNESSEE",1,100,2,307,0,11,3,3,0,24,8,16,2019,33,0.0909090909090909,342,17,0.0497076023391813,5.4,3.9,2,0.0534616914103924
"3637","Eric Gray",99143,"HB","TENNESSEE",1,66.7,2,307,0,23,2,3,0,34,17,16,2019,33,0.0909090909090909,342,19,0.0555555555555556,5.4,4.4,1,0.0734451219512195
"3638","Chuba Hubbard",57373,"HB","OKLA STATE",1,66.7,0,262,0,16,2,3,0,15,7.5,16,2019,27,0.111111111111111,344,28,0.0813953488372093,3.5,2.5,1,0.151060606060606
"3639","Salvon Ahmed",57472,"HB","WASHINGTON",1,66.7,1,340,0,23,2,3,0,26,13,16,2019,31,0.0967741935483871,394,21,0.0532994923857868,4.6,3.6,2,0.0553688141923436
"3640","Jonathan Taylor",57488,"HB","WISCONSIN",1,66.7,2,349,0,34,2,3,0,43,21.5,16,2019,32,0.09375,331,37,0.11178247734139,6.3,5.3,1,0.118015394216767
"3641","Trivenskey Mosley",83761,"HB","SO MISS",1,100,1,296,0,9,3,3,0,17,5.7,16,2019,41,0.0731707317073171,421,6,0.0142517814726841,4.7,3.2,1,0.0796291610436347
"3642","Michael Warren II",55076,"HB","CINCINNATI",1,100,0,138,0,-2,2,2,0,-4,-2,16,2019,31,0.0645161290322581,353,22,0.0623229461756374,1.6,0.6,1,0.0606060606060606
"3643","Joshua Mack",45832,"HB","LIBERTY",1,100,1,206,0,18,2,2,0,16,8,16,2019,32,0.0625,430,15,0.0348837209302326,3.6,2.6,2,0.0535745556161194
"3644","BJ Emmons",41603,"HB","FAU",1,100,1,165,0,11,2,2,0,13,6.5,16,2019,39,0.0512820512820513,457,3,0.00656455142231947,3.3,2.3,1,0.0474420849420849
"3645","Chase Jasmin",41549,"HB","S DIEGO ST",1,50,1,284,0,2,1,2,0,2,2,16,2019,28,0.0714285714285714,367,18,0.0490463215258856,1.2,0.7,2,0.062265037593985
"3646","Jonathan Ward",25859,"HB","C MICHIGAN",1,50,0,134,0,7,1,2,0,7,7,16,2019,26,0.0769230769230769,445,44,0.098876404494382,1.7,1.2,1,0.149652978600347
"3647","Raymond Calais",45828,"HB","LA LAFAYET",1,100,0,207,0,4,2,2,0,-2,-1,16,2019,24,0.0833333333333333,381,13,0.0341207349081365,1.8,0.8,3,0.0338587689960688
"3648","Greg McCrae",55384,"HB","UCF",1,100,1,323,0,13,2,2,0,18,9,16,2019,31,0.0645161290322581,444,13,0.0292792792792793,3.8,2.8,1,0.0775793650793651
"3649","Deonte Sheffield",57203,"HB","FLORIDA ST",1,50,0,167,0,1,1,2,0,1,1,16,2019,29,0.0689655172413793,411,2,0.0048661800486618,1.1,0.6,1,0.105530339225991
"3650","Kylin Hill",57306,"HB","MISS STATE",1,50,0,227,0,6,1,2,0,6,6,16,2019,24,0.0833333333333333,300,23,0.0766666666666667,1.6,1.1,2,0.0904351395730706
"3651","Journey Brown",57380,"HB","PENN STATE",1,100,0,266,0,6,2,2,0,7,3.5,16,2019,18,0.111111111111111,341,20,0.0586510263929619,2.7,1.7,1,0.0804490902051878
"3652","Stephen Carr",57453,"HB","USC",1,100,0,326,0,1,2,2,0,2,1,16,2019,44,0.0454545454545455,481,23,0.0478170478170478,2.2,1.2,2,0.0550674815380698
"3653","Vincent Davis",99593,"HB","PITTSBURGH",1,100,1,268,0,28,2,2,0,27,13.5,16,2019,36,0.0555555555555556,476,7,0.0147058823529412,4.7,3.7,1,0.0457250107250107
"3654","Keshawn King",99612,"HB","VA TECH",1,100,1,337,0,9,2,2,0,5,2.5,16,2019,19,0.105263157894737,298,11,0.0369127516778524,2.5,1.5,2,0.089539627039627
"3655","Patrick Taylor Jr.",40448,"HB","MEMPHIS",1,50,0,218,0,9,1,2,0,9,9,16,2019,53,0.0377358490566038,421,14,0.0332541567695962,1.9,1.4,2,0.079045954045954
"3656","Zack Moss",40341,"HB","UTAH",1,100,0,328,0,8,2,2,0,14,7,16,2019,24,0.0833333333333333,309,31,0.100323624595469,3.4,2.4,1,0.158192768940607
"3657","Cam'Ron Harris",77728,"HB","MIAMI FL",1,50,0,220,0,9,1,2,0,9,9,16,2019,32,0.0625,378,20,0.0529100529100529,1.9,1.4,1,0.0794181308887191
"3658","Keaontay Ingram",77761,"HB","TEXAS",1,100,2,311,0,15,2,2,1,26,13,16,2019,19,0.105263157894737,448,34,0.0758928571428571,10.6,9.6,1,0.0754467865734907
"3659","David Bailey",77792,"HB","BOSTON COL",1,50,0,121,0,-1,1,2,0,-1,-1,16,2019,15,0.133333333333333,280,14,0.05,0.9,0.4,1,0.0914272030651341
"3660","Ronnie Walker Jr.",83681,"HB","INDIANA",1,100,0,190,0,9,2,2,0,11,5.5,16,2019,29,0.0689655172413793,442,17,0.0384615384615385,3.1,2.1,2,0.0724367007261744
"3661","Elijah Collins",83705,"HB","MICH STATE",1,50,0,223,0,3,1,2,0,3,3,16,2019,35,0.0571428571428571,443,23,0.0519187358916479,1.3,0.8,1,0.0601111532146015
"3662","Jordan Byrd",83748,"HB","S DIEGO ST",1,100,1,284,0,9,2,2,0,13,6.5,16,2019,28,0.0714285714285714,367,17,0.0463215258855586,3.3,2.3,1,0.0851423902894491
"3663","Dre Brown",35037,"HB","ILLINOIS",1,100,2,187,0,11,2,2,0,17,8.5,16,2019,34,0.0588235294117647,334,11,0.0329341317365269,3.7,2.7,2,0.0673713235294118
"3664","Nick Gibson",34474,"HB","MISS STATE",1,50,0,227,0,6,1,2,0,6,6,16,2019,24,0.0833333333333333,300,6,0.02,1.6,1.1,1,0.10608221179909
"3665","Napoleon Maxwell",28508,"HB","FIU",1,50,0,166,0,2,1,2,0,2,2,16,2019,37,0.0540540540540541,374,17,0.0454545454545455,1.2,0.7,2,0.07446712563509
"3666","Jermaine Brown Jr.",97084,"HB","UAB",1,100,1,321,0,11,2,2,0,20,10,16,2019,33,0.0606060606060606,326,3,0.00920245398773006,4,3,2,0.0515822309558294
"3667","Pat Garwo III",97120,"HB","BOSTON COL",1,100,0,121,0,4,2,2,0,4,2,16,2019,15,0.133333333333333,280,3,0.0107142857142857,2.4,1.4,3,0.0822679172679173
"3668","Deshawn Collins",98619,"HB","CAL",1,100,0,130,0,7,2,2,0,11,5.5,16,2019,30,0.0666666666666667,332,3,0.00903614457831325,3.1,2.1,4,0.0608974358974359
"3669","Jaylen Warren",98692,"HB","UTAH ST",1,50,1,329,0,26,1,2,0,26,26,16,2019,39,0.0512820512820513,482,21,0.0435684647302905,3.6,3.1,2,0.0671411309845222
"3670","Isaiah Spiller",99146,"HB","TEXAS A&M",1,100,0,312,0,0,2,2,0,-4,-2,16,2019,18,0.111111111111111,426,37,0.0868544600938967,1.6,0.6,1,0.0908972182316834
"3671","Hassan Haskins",83701,"HB","MICHIGAN",1,100,1,222,0,19,1,1,0,19,19,16,2019,34,0.0294117647058824,390,6,0.0153846153846154,2.9,2.4,1,0.0486471861471861
"3672","Will Matthews",26941,"HB","KENT STATE",1,100,0,201,0,5,1,1,0,5,5,16,2019,26,0.0384615384615385,335,7,0.0208955223880597,1.5,1,1,0.0540025252525253
"3673","Mason Stokke",42627,"FB","WISCONSIN",1,100,0,349,0,-3,1,1,0,-3,-3,16,2019,32,0.03125,331,8,0.0241691842900302,0.7,0.2,2,0.105808080808081
"3674","Davon Tucker",35009,"HB","W MICHIGAN",1,100,1,347,0,11,1,1,0,11,11,16,2019,36,0.0277777777777778,399,2,0.0050125313283208,2.1,1.6,2,0.053008658008658
"3675","Lucious Stanley",57439,"HB","UAB",1,100,0,321,0,6,1,1,0,6,6,16,2019,33,0.0303030303030303,326,10,0.0306748466257669,1.6,1.1,3,0.0455476064743799
"3676","Kaegun Williams",57397,"HB","S DIEGO ST",1,100,0,284,0,7,1,1,0,7,7,16,2019,28,0.0357142857142857,367,5,0.0136239782016349,1.7,1.2,3,0.057390719445673
"3677","Rodney Smith",26306,"HB","MINNESOTA",1,100,1,225,0,8,1,1,0,8,8,16,2019,30,0.0333333333333333,308,10,0.0324675324675325,1.8,1.3,2,0.066528952718211
