"","player","player_id","position","team_name","player_game_count","caught_percent","first_downs","franchise_id","fumbles","longest","receptions","targets","touchdowns","yards","yards_per_reception","week","year","team_targets","rec_usage","season_team_targets","season_targets","season_usage","dk_pts","fd_pts","string","L3_rec_usage"
"86","Kerrith Whyte Jr.",26392,"HB","FAU",1,100,0,165,0,-3,1,1,0,-3,-3,2,2018,40,0.025,343,14,0.0408163265306122,0.7,0.2,2,0.0294117647058824
"87","Tario Fuller",33849,"HB","PURDUE",1,100,0,273,0,10,1,1,0,10,10,2,2018,24,0.0416666666666667,481,5,0.0103950103950104,2,1.5,4,0.0487804878048781
"88","Taj Griffin",33182,"HB","OREGON",1,100,0,264,0,6,1,1,0,6,6,2,2018,29,0.0344827586206897,392,2,0.00510204081632653,1.6,1.1,4,0.0416666666666667
"89","Mark Allen",32772,"HB","PENN STATE",1,100,0,266,0,7,1,1,0,7,7,2,2018,30,0.0333333333333333,351,4,0.0113960113960114,1.7,1.2,2,0.107142857142857
"90","Derrick Gore",32342,"HB","LA MONROE",1,100,0,209,0,2,1,1,0,2,2,2,2018,26,0.0384615384615385,367,23,0.0626702997275204,1.2,0.7,2,0.0816326530612245
"91","Pooka Williams Jr.",77771,"HB","KANSAS",1,100,0,198,0,8,1,1,0,8,8,2,2018,26,0.0384615384615385,366,39,0.10655737704918,1.8,1.3,1,0.0588235294117647
"92","Jeremy Smith",32243,"HB","LOUISVILLE",1,100,0,210,0,8,1,1,0,8,8,2,2018,22,0.0454545454545455,364,6,0.0164835164835165,1.8,1.3,2,0.0789473684210526
"93","Hussein Howe",26150,"HB","E CAROLINA",1,100,0,156,0,7,1,1,0,7,7,2,2018,32,0.03125,518,22,0.0424710424710425,1.7,1.2,2,0.0158730158730159
"94","Reese Taylor",82132,"HB","INDIANA",1,100,0,190,0,4,1,1,0,4,4,2,2018,21,0.0476190476190476,451,37,0.082039911308204,1.4,0.9,2,0.0294117647058824
"95","Izzy Matthews",45977,"HB","COLO STATE",1,100,0,144,0,4,1,1,0,4,4,2,2018,47,0.0212765957446809,420,27,0.0642857142857143,1.4,0.9,1,0.108108108108108
"96","Austin Vaughn",45871,"HB","LA MONROE",1,100,0,209,0,5,1,1,0,5,5,2,2018,26,0.0384615384615385,367,8,0.0217983651226158,1.5,1,1,0.0816326530612245
"97","DeAndre Torrey",83728,"HB","N TEXAS",1,100,1,251,0,17,1,1,0,17,17,2,2018,47,0.0212765957446809,457,28,0.0612691466083151,2.7,2.2,1,0.0612244897959184
"98","Travis Homer",45859,"HB","MIAMI FL",1,100,0,220,0,7,1,1,0,7,7,2,2018,29,0.0344827586206897,334,25,0.0748502994011976,1.7,1.2,1,0.03125
"99","Alexander Mattison",45817,"HB","BOISE ST",1,100,1,120,0,3,1,1,0,3,3,2,2018,32,0.03125,447,32,0.0715883668903803,1.3,0.8,2,0.142857142857143
"100","Max Borghi",83802,"HB","WASH STATE",1,100,0,341,0,4,1,1,0,4,4,2,2018,52,0.0192307692307692,633,61,0.0963665086887836,1.4,0.9,1,0.188679245283019
"101","Artavis Pierce",45749,"HB","OREGON ST",1,100,0,265,0,6,1,1,0,6,6,2,2018,27,0.037037037037037,389,18,0.0462724935732648,1.6,1.1,2,0.05
"102","Tre Watson",45730,"HB","TEXAS",1,100,1,311,0,11,1,1,1,11,11,2,2018,26,0.0384615384615385,445,26,0.0584269662921348,8.1,7.6,1,0.0256410256410256
"103","DeeJay Dallas",55632,"HB","MIAMI FL",1,100,1,220,0,15,1,1,0,15,15,2,2018,29,0.0344827586206897,334,11,0.0329341317365269,2.5,2,2,0.03125
"104","Alonzo Smith",45702,"HB","MIAMI OH",1,100,0,221,0,6,1,1,0,6,6,2,2018,38,0.0263157894736842,334,17,0.0508982035928144,1.6,1.1,1,0.171428571428571
"105","Trestan Ebner",57159,"HB","BAYLOR",1,100,0,118,0,9,1,1,0,9,9,2,2018,39,0.0256410256410256,459,37,0.0806100217864924,1.9,1.4,4,0.107142857142857
"106","Deon Jackson",57189,"HB","DUKE",1,100,1,154,0,13,1,1,0,13,13,2,2018,23,0.0434782608695652,439,34,0.0774487471526196,2.3,1.8,1,0.0588235294117647
"107","Eno Benjamin",57136,"HB","ARIZONA ST",1,70,3,110,0,18,7,10,0,44,6.3,3,2018,44,0.227272727272727,373,44,0.117962466487936,11.4,7.9,1,0.136968085106383
"108","Jeremy Larkin",40895,"HB","NWESTERN",1,90,4,256,0,16,9,10,0,62,6.9,3,2018,54,0.185185185185185,485,26,0.0536082474226804,15.2,10.7,1,0.175925925925926
"109","Jonathan Ward",25859,"HB","C MICHIGAN",1,71.4,1,134,0,23,5,7,0,27,5.4,3,2018,35,0.2,345,21,0.0608695652173913,7.7,5.2,1,0.0833333333333333
"110","Jason Huntley",45693,"HB","NEW MEX ST",1,57.1,2,242,0,58,4,7,1,87,21.8,3,2018,38,0.184210526315789,475,65,0.136842105263158,18.7,16.7,1,0.107792207792208
"111","Ta'Zhawn Henry",77776,"HB","TEXAS TECH",1,85.7,2,315,0,15,6,7,0,40,6.7,3,2018,54,0.12962962962963,506,26,0.0513833992094862,10,7,1,0.06
"112","Brad Anderson",57302,"HB","MIDDLE TN",1,85.7,1,224,1,7,6,7,0,32,5.3,3,2018,29,0.241379310344828,463,32,0.0691144708423326,8.2,4.2,3,0.0285714285714286
"113","Mike Epstein",57237,"HB","ILLINOIS",1,83.3,1,187,0,32,5,6,0,56,11.2,3,2018,27,0.222222222222222,306,14,0.0457516339869281,10.6,8.1,1,0.0634057971014493
"114","Jonathan Taylor",57488,"HB","WISCONSIN",1,60,1,349,0,10,3,5,0,14,4.7,3,2018,27,0.185185185185185,286,15,0.0524475524475524,4.4,2.9,1,0.0714285714285714
"115","CJ Verdell",57378,"HB","OREGON",1,100,4,264,0,23,5,5,0,85,17,3,2018,30,0.166666666666667,392,31,0.0790816326530612,13.5,11,1,0.0344827586206897
"116","Markell Jones",45858,"HB","PURDUE",1,80,1,273,0,13,4,5,0,27,6.8,3,2018,55,0.0909090909090909,481,23,0.0478170478170478,6.7,4.7,2,0.0660569105691057
"117","Miles Sanders",40555,"HB","PENN STATE",1,75,1,266,0,19,3,4,0,30,10,3,2018,23,0.173913043478261,351,32,0.0911680911680912,6,4.5,1,0.0523809523809524
"118","Juwan Washington",39354,"HB","S DIEGO ST",1,50,2,284,0,14,2,4,0,26,13,3,2018,18,0.222222222222222,278,15,0.0539568345323741,4.6,3.6,1,0.0961538461538462
"119","James Williams",39555,"HB","WASH STATE",1,100,2,341,0,16,4,4,0,40,10,3,2018,63,0.0634920634920635,633,92,0.145339652448657,8,6,1,0.103955007256894
"120","Mike Weber",28011,"HB","OHIO STATE",1,100,1,260,0,15,4,4,0,28,7,3,2018,35,0.114285714285714,546,28,0.0512820512820513,6.8,4.8,1,0.0597147950089127
"121","Raheem Blackshear",57385,"HB","RUTGERS",1,50,0,278,0,1,2,4,0,0,0,3,2018,31,0.129032258064516,335,70,0.208955223880597,2,1,1,0.0344827586206897
"122","CJ Williams",57323,"FB","NAVY",1,75,3,237,0,49,3,4,0,104,34.7,3,2018,14,0.285714285714286,104,12,0.115384615384615,16.4,11.9,1,0.166666666666667
"123","Max Borghi",83802,"HB","WASH STATE",1,100,2,341,0,16,4,4,0,30,7.5,3,2018,63,0.0634920634920635,633,61,0.0963665086887836,7,5,2,0.0765602322206096
"124","Zavier Scott",55123,"HB","UCONN",1,75,1,146,0,21,3,4,0,38,12.7,3,2018,25,0.16,314,42,0.133757961783439,6.8,5.3,2,0.145833333333333
"125","JaMycal Hasty",25582,"HB","BAYLOR",1,100,1,118,0,8,4,4,0,10,2.5,3,2018,40,0.1,459,33,0.0718954248366013,5,3,2,0.142857142857143
"126","Izzy Matthews",45977,"HB","COLO STATE",1,75,0,144,0,9,3,4,0,12,4,3,2018,41,0.0975609756097561,420,27,0.0642857142857143,4.2,2.7,2,0.0851063829787234
"127","Braeden West",38710,"HB","SMU",1,75,0,287,0,5,3,4,0,6,2,3,2018,31,0.129032258064516,431,50,0.116009280742459,3.6,2.1,2,0.0810810810810811
"128","Napoleon Maxwell",28508,"HB","FIU",1,100,0,166,0,4,3,3,0,10,3.3,3,2018,23,0.130434782608696,371,13,0.0350404312668464,4,2.5,1,0.037037037037037
"129","Matt Colburn II",34388,"HB","WAKE",1,66.7,1,339,0,9,2,3,0,16,8,3,2018,42,0.0714285714285714,415,14,0.0337349397590361,3.6,2.6,1,0.0204081632653061
"130","Jaxson Kincaide",40415,"HB","NEVADA",1,100,2,239,0,9,3,3,1,10,3.3,3,2018,36,0.0833333333333333,474,16,0.0337552742616034,10,8.5,3,0.0555555555555556
"131","Shawndarrius Phillips",40580,"HB","FIU",1,100,2,166,0,35,3,3,0,56,18.7,3,2018,23,0.130434782608696,371,4,0.0107816711590297,8.6,7.1,2,0.0333333333333333
"132","Bryson Denley",41077,"HB","BOWL GREEN",1,66.7,1,122,0,13,2,3,0,13,6.5,3,2018,37,0.0810810810810811,384,20,0.0520833333333333,3.3,2.3,3,0.0277777777777778
"133","Tra Barnett",41302,"HB","GA STATE",1,66.7,0,175,0,15,2,3,0,14,7,3,2018,31,0.0967741935483871,324,17,0.0524691358024691,3.4,2.4,2,0.153846153846154
"134","Jacques Patrick",45704,"HB","FLORIDA ST",1,100,1,167,0,12,3,3,0,13,4.3,3,2018,33,0.0909090909090909,423,18,0.0425531914893617,4.3,2.8,2,0.0962566844919786
"135","Alexander Mattison",45817,"HB","BOISE ST",1,33.3,0,120,0,5,1,3,0,5,5,3,2018,54,0.0555555555555556,447,32,0.0715883668903803,1.5,1,1,0.0357142857142857
"136","Malike Roberson",45891,"HB","S JOSE ST",1,66.7,1,285,0,31,2,3,0,37,18.5,3,2018,37,0.0810810810810811,421,27,0.0641330166270784,5.7,4.7,1,0.0854863221884498
"137","Myles Gaskin",45914,"HB","WASHINGTON",1,100,1,340,0,11,3,3,0,-1,-0.3,3,2018,21,0.142857142857143,381,29,0.0761154855643045,2.9,1.4,1,0.0716429107276819
"138","Marquis Young",45950,"HB","UMASS",1,66.7,1,216,0,44,2,3,0,47,23.5,3,2018,32,0.09375,369,27,0.0731707317073171,6.7,5.7,1,0.0883928571428571
"139","Kylin Hill",57306,"HB","MISS STATE",1,66.7,0,227,0,-1,2,3,0,-3,-1.5,3,2018,23,0.130434782608696,299,28,0.0936454849498328,1.7,0.7,2,0.04
"140","Stephen Carr",57453,"HB","USC",1,66.7,0,326,0,4,2,3,0,7,3.5,3,2018,45,0.0666666666666667,378,9,0.0238095238095238,2.7,1.7,1,0.0571428571428571
"141","Xazavian Valladay",57490,"HB","WYOMING",1,100,2,351,0,10,3,3,0,23,7.7,3,2018,37,0.0810810810810811,233,7,0.0300429184549356,5.3,3.8,1,0.0384615384615385
"142","Caleb Twyford",61722,"HB","TEXAS ST",1,66.7,0,314,0,9,2,3,0,11,5.5,3,2018,27,0.111111111111111,296,23,0.0777027027027027,3.1,2.1,3,0.107142857142857
"143","Jo-El Shaw",77784,"HB","KENT STATE",1,100,1,201,0,15,3,3,0,14,4.7,3,2018,37,0.0810810810810811,398,13,0.0326633165829146,4.4,2.9,1,0.0787511649580615
"144","Reese Taylor",82132,"HB","INDIANA",1,100,1,190,0,11,3,3,0,21,7,3,2018,30,0.1,451,37,0.082039911308204,5.1,3.6,4,0.0588235294117647
"145","Destin Coates",83668,"HB","GA STATE",1,100,0,175,1,3,3,3,0,-2,-0.7,3,2018,31,0.0967741935483871,324,10,0.0308641975308642,1.8,-0.7,1,0.0333333333333333
"146","Maurice Washington",83720,"HB","NEBRASKA",1,100,0,238,0,9,3,3,0,14,4.7,3,2018,26,0.115384615384615,374,28,0.0748663101604278,4.4,2.9,1,0.0740740740740741
"147","Art Thompkins",32905,"HB","TOLEDO",1,100,1,316,0,31,2,2,0,32,16,3,2018,20,0.1,369,15,0.040650406504065,5.2,4.2,3,0.0666666666666667
"148","Zahneer Shuler",57333,"HB","NEW MEXICO",1,50,0,241,0,3,1,2,0,3,3,3,2018,19,0.105263157894737,275,4,0.0145454545454545,1.3,0.8,3,0.04
"149","Marcelias Sutton",57370,"HB","OKLAHOMA",1,100,1,261,0,11,2,2,0,14,7,3,2018,27,0.0740740740740741,340,2,0.00588235294117647,3.4,2.4,2,0.03125
"150","D.J. Knox",29903,"HB","PURDUE",1,100,0,273,0,6,2,2,0,6,3,3,2018,55,0.0363636363636364,481,28,0.0582120582120582,2.6,1.6,1,0.0416666666666667
"151","Tra Minter",57401,"HB","S ALABAMA",1,100,0,288,0,2,2,2,0,-3,-1.5,3,2018,31,0.0645161290322581,307,30,0.0977198697068404,1.7,0.7,1,0.135026737967914
"152","Josh Hokit",50305,"HB","FRESNO ST",1,50,0,169,0,-1,1,2,0,-1,-1,3,2018,29,0.0689655172413793,416,9,0.0216346153846154,0.9,0.4,2,0.0740740740740741
"153","Calen Holt",50759,"HB","ARMY",1,50,1,114,0,63,1,2,0,63,63,3,2018,9,0.222222222222222,86,7,0.0813953488372093,7.3,6.8,3,0.15
"154","Keith Harrington",39563,"HB","WASH STATE",1,100,0,341,0,9,2,2,0,16,8,3,2018,63,0.0317460317460317,633,9,0.014218009478673,3.6,2.6,3,0.0756531204644412
"155","Jordan Scarlett",39258,"HB","FLORIDA",1,50,0,163,0,6,1,2,0,6,6,3,2018,14,0.142857142857143,331,14,0.0422960725075529,1.6,1.1,2,0.0478021978021978
"156","Dayton Furuta",38649,"HB","HAWAII",1,100,0,180,0,9,2,2,0,11,5.5,3,2018,32,0.0625,492,9,0.0182926829268293,3.1,2.1,1,0.0270562770562771
"157","Shakif Seymour",40052,"HB","TOLEDO",1,100,2,316,0,24,2,2,0,34,17,3,2018,20,0.1,369,19,0.0514905149051491,5.4,4.4,1,0.0333333333333333
"158","Marcus Outlow",28054,"HB","COAST CAR",1,50,1,141,0,7,1,2,0,7,7,3,2018,17,0.117647058823529,251,17,0.0677290836653386,1.7,1.2,1,0.111111111111111
"159","Alex James",54432,"HB","COAST CAR",1,100,1,141,0,8,2,2,0,10,5,3,2018,17,0.117647058823529,251,6,0.0239043824701195,3,2,3,0.0555555555555556
"160","Alex Barnes",35859,"HB","KANSAS ST",1,50,1,199,0,30,1,2,0,30,30,3,2018,19,0.105263157894737,270,27,0.1,4,3.5,1,0.142857142857143
"161","Tyler Badie",83714,"HB","MISSOURI",1,50,1,229,0,20,1,2,0,20,20,3,2018,40,0.05,424,18,0.0424528301886792,3,2.5,2,0.0588235294117647
"162","Toa Taua",83722,"HB","NEVADA",1,100,0,239,0,8,2,2,0,8,4,3,2018,36,0.0555555555555556,474,25,0.0527426160337553,2.8,1.8,1,0.037037037037037
"163","Jermar Jefferson",83740,"HB","OREGON ST",1,100,0,265,0,13,2,2,0,13,6.5,3,2018,51,0.0392156862745098,389,27,0.0694087403598972,3.3,2.3,1,0.167592592592593
"164","Kase Rogers",83741,"HB","OREGON ST",1,50,0,265,0,4,1,2,0,4,4,3,2018,51,0.0392156862745098,389,4,0.0102827763496144,1.4,0.9,2,0.0435185185185185
"165","Tony Jones Jr.",40498,"HB","NOTRE DAME",1,100,2,258,0,32,2,2,0,56,28,3,2018,26,0.0769230769230769,367,7,0.0190735694822888,7.6,6.6,1,0.119905956112853
"166","T.J. Hammonds",41365,"HB","ARKANSAS",1,100,1,111,0,11,2,2,0,17,8.5,3,2018,44,0.0454545454545455,348,6,0.0172413793103448,3.7,2.7,4,0.0672413793103448
"167","Warren Wand",45682,"HB","ARK STATE",1,100,0,113,0,2,2,2,0,-1,-0.5,3,2018,31,0.0645161290322581,449,34,0.0757238307349666,1.9,0.9,1,0.0869565217391304
"168","David Montgomery",45719,"HB","IOWA STATE",1,50,0,193,0,7,1,2,0,7,7,3,2018,33,0.0606060606060606,340,25,0.0735294117647059,1.7,1.2,1,0.142857142857143
"169","Jabir Daughtry-Frye",45722,"HB","TROY",1,100,0,318,0,6,2,2,0,11,5.5,3,2018,19,0.105263157894737,355,24,0.0676056338028169,3.1,2.1,2,0.0851393188854489
"170","Xavier Jones",45742,"HB","SMU",1,50,0,287,0,2,1,2,0,2,2,3,2018,31,0.0645161290322581,431,14,0.0324825986078886,1.2,0.7,1,0.138996138996139
"171","Loren Easly",34866,"HB","N TEXAS",1,50,1,251,0,17,1,2,0,17,17,3,2018,34,0.0588235294117647,457,5,0.0109409190371991,2.7,2.2,1,0.0412505427702996
"172","Reggie Corbin",26692,"HB","ILLINOIS",1,100,1,187,0,14,2,2,0,7,3.5,3,2018,27,0.0740740740740741,306,21,0.0686274509803922,2.7,1.7,2,0.0425724637681159
"173","Breck Turner",34682,"HB","E MICHIGAN",1,100,0,160,0,2,2,2,0,4,2,3,2018,37,0.0540540540540541,361,11,0.0304709141274238,2.4,1.4,3,0.0344827586206897
"174","James Gilbert",45836,"HB","BALL ST",1,100,1,117,0,11,2,2,0,17,8.5,3,2018,23,0.0869565217391304,439,19,0.0432801822323462,3.7,2.7,1,0.0523809523809524
"175","D'Andre Ferby",27392,"HB","W KENTUCKY",1,50,0,346,0,2,1,2,0,2,2,3,2018,36,0.0555555555555556,410,3,0.00731707317073171,1.2,0.7,1,0.105263157894737
"176","Patrick Taylor Jr.",40448,"HB","MEMPHIS",1,100,2,218,0,22,2,2,0,35,17.5,3,2018,25,0.08,395,24,0.0607594936708861,5.5,4.5,2,0.0663157894736842
"177","Chase Hayden",57137,"HB","ARKANSAS",1,50,0,111,0,3,1,2,0,3,3,3,2018,44,0.0454545454545455,348,16,0.0459770114942529,1.3,0.8,2,0.0344827586206897
"178","Darius Anderson",45958,"HB","TCU",1,100,0,305,0,6,2,2,0,12,6,3,2018,39,0.0512820512820513,389,9,0.0231362467866324,3.2,2.2,2,0.0689655172413793
"179","A.J. Ouellette",45974,"HB","OHIO",1,100,0,259,0,9,2,2,0,9,4.5,3,2018,28,0.0714285714285714,296,22,0.0743243243243243,2.9,1.9,1,0.0909090909090909
"180","Darrell Henderson",41193,"HB","MEMPHIS",1,100,1,218,0,14,2,2,0,10,5,3,2018,25,0.08,395,23,0.0582278481012658,3,2,1,0.0331578947368421
"181","Dejonte O'Neal",46001,"HB","FRESNO ST",1,50,0,169,0,-2,1,2,0,-2,-2,3,2018,29,0.0689655172413793,416,13,0.03125,0.8,0.3,3,0.0479302832244009
"182","Caleb Huntley",57156,"HB","BALL ST",1,50,0,117,0,5,1,2,0,5,5,3,2018,23,0.0869565217391304,439,7,0.0159453302961276,1.5,1,4,0.114285714285714
"183","John Lovett",57157,"HB","BAYLOR",1,100,0,118,1,10,2,2,0,14,7,3,2018,40,0.05,459,8,0.0174291938997821,2.4,0.4,1,0.0434981684981685
"184","Trevor Speights",39911,"HB","STANFORD",1,50,0,300,0,14,1,2,0,14,14,3,2018,29,0.0689655172413793,396,9,0.0227272727272727,2.4,1.9,1,0.103448275862069
"185","Andrew Clair",57167,"HB","BOWL GREEN",1,50,0,122,0,1,1,2,0,1,1,3,2018,37,0.0540540540540541,384,23,0.0598958333333333,1.1,0.6,1,0.101666666666667
"186","Anthony D. Taylor",34014,"HB","TEXAS ST",1,100,1,314,0,16,2,2,0,18,9,3,2018,27,0.0740740740740741,296,10,0.0337837837837838,3.8,2.8,1,0.05
"187","Khari Blasingame",44889,"HB","VANDERBILT",1,50,0,333,0,2,1,2,0,2,2,3,2018,40,0.05,392,32,0.0816326530612245,1.2,0.7,1,0.032258064516129
"188","Benny LeMay",57184,"HB","CHARLOTTE",1,100,0,136,0,7,2,2,0,13,6.5,3,2018,32,0.0625,277,25,0.0902527075812274,3.3,2.3,1,0.15
"189","Cam Akers",57206,"HB","FLORIDA ST",1,50,0,167,0,5,1,2,0,5,5,3,2018,33,0.0606060606060606,423,30,0.0709219858156028,1.5,1,1,0.204545454545455
"190","Jordan Mims",57209,"HB","FRESNO ST",1,100,2,169,0,45,2,2,0,51,25.5,3,2018,29,0.0689655172413793,416,23,0.0552884615384615,7.1,6.1,1,0.0882352941176471
"191","Chris Evans",27303,"HB","MICHIGAN",1,100,0,222,0,4,2,2,0,7,3.5,3,2018,18,0.111111111111111,325,19,0.0584615384615385,2.7,1.7,1,0.0294117647058824
"192","Sheldon Croney Jr.",32290,"HB","IOWA STATE",1,100,0,193,0,5,1,1,0,5,5,3,2018,33,0.0303030303030303,340,12,0.0352941176470588,1.5,1,2,0.0357142857142857
"193","Jeremy Smith",32243,"HB","LOUISVILLE",1,100,0,210,0,-4,1,1,0,-4,-4,3,2018,20,0.05,364,6,0.0164835164835165,0.6,0.1,3,0.0263157894736842
"194","SaRodorick Thompson",77777,"HB","TEXAS TECH",1,100,1,315,0,12,1,1,0,12,12,3,2018,54,0.0185185185185185,506,2,0.00395256916996047,2.2,1.7,3,0.0277777777777778
"195","Shaq Vann",28243,"HB","E MICHIGAN",1,100,0,160,0,3,1,1,0,3,3,3,2018,37,0.027027027027027,361,9,0.0249307479224377,1.3,0.8,1,0.0769230769230769
"196","John Moten IV",27945,"HB","NWESTERN",1,100,1,256,0,7,1,1,0,7,7,3,2018,54,0.0185185185185185,485,11,0.022680412371134,1.7,1.2,2,0.111111111111111
"197","Marcel Murray",83618,"HB","ARK STATE",1,100,1,113,0,12,1,1,0,12,12,3,2018,31,0.032258064516129,449,20,0.044543429844098,2.2,1.7,3,0.0612128146453089
"198","Marcel Dancy",83642,"HB","CAL",1,100,1,130,0,14,1,1,0,14,14,3,2018,32,0.03125,388,2,0.00515463917525773,2.4,1.9,1,0.244107744107744
"199","Seth Paige",83671,"HB","GA STATE",1,100,1,175,0,15,1,1,0,15,15,3,2018,31,0.032258064516129,324,7,0.0216049382716049,2.5,2,3,0.0333333333333333
"200","Bryce Williams",83708,"HB","MINNESOTA",1,100,1,225,0,35,1,1,0,35,35,3,2018,22,0.0454545454545455,321,4,0.0124610591900312,4.5,4,1,0.0645161290322581
"201","Greg Bell",83716,"HB","NEBRASKA",1,100,0,238,0,6,1,1,0,6,6,3,2018,26,0.0384615384615385,374,6,0.0160427807486631,1.6,1.1,2,0.0740740740740741
"202","Martell Irby",83784,"HB","UCLA",1,100,0,324,0,3,1,1,0,3,3,3,2018,23,0.0434782608695652,377,13,0.0344827586206897,1.3,0.8,1,0.0555555555555556
"203","Darwin Thompson",83791,"HB","UTAH ST",1,100,1,329,0,9,1,1,0,9,9,3,2018,35,0.0285714285714286,453,31,0.0684326710816777,1.9,1.4,2,0.0285714285714286
"204","Gino Appleberry",83803,"HB","W KENTUCKY",1,100,0,346,0,12,1,1,0,12,12,3,2018,36,0.0277777777777778,410,4,0.00975609756097561,2.2,1.7,4,0.0263157894736842
"205","Ryquell Armstead",45810,"HB","TEMPLE",1,100,0,306,0,-9,1,1,0,-9,-9,3,2018,27,0.037037037037037,417,11,0.026378896882494,0.1,-0.4,1,0.0294117647058824
"206","Jon Hilliman",45826,"HB","RUTGERS",1,100,1,278,0,12,1,1,0,12,12,3,2018,31,0.032258064516129,335,17,0.0507462686567164,2.2,1.7,2,0.266283524904215
"207","Tre Harbison III",45521,"HB","N ILLINOIS",1,100,0,254,0,3,1,1,0,3,3,3,2018,17,0.0588235294117647,367,7,0.0190735694822888,1.3,0.8,2,0.0454545454545455
"208","Ke'Shawn Vaughn",45866,"HB","VANDERBILT",1,100,0,333,0,2,1,1,0,2,2,3,2018,40,0.025,392,17,0.0433673469387755,1.2,0.7,2,0.032258064516129
"209","Malik Dunner",45900,"HB","BALL ST",1,100,1,117,0,30,1,1,0,30,30,3,2018,23,0.0434782608695652,439,30,0.0683371298405467,4,3.5,3,0.0523809523809524
"210","Devine Ozigbo",45903,"HB","NEBRASKA",1,100,0,238,0,7,1,1,0,7,7,3,2018,26,0.0384615384615385,374,33,0.0882352941176471,1.7,1.2,3,0.0740740740740741
"211","Jalen Rhodes",45941,"HB","UTSA",1,100,0,331,0,-2,1,1,0,-2,-2,3,2018,28,0.0357142857142857,368,14,0.0380434782608696,0.8,0.3,2,0.0631578947368421
"212","Dontae Strickland",45943,"HB","SYRACUSE",1,100,1,304,0,29,1,1,0,29,29,3,2018,26,0.0384615384615385,416,17,0.0408653846153846,3.9,3.4,2,0.0505050505050505
"213","Josh Jacobs",45953,"HB","ALABAMA",1,100,1,103,0,18,1,1,0,18,18,3,2018,27,0.037037037037037,356,17,0.047752808988764,2.8,2.3,3,0.120401337792642
"214","Cade Carney",45124,"HB","WAKE",1,100,0,339,0,9,1,1,0,9,9,3,2018,42,0.0238095238095238,415,5,0.0120481927710843,1.9,1.4,2,0.037037037037037
"215","Darrin Hall",45989,"HB","PITTSBURGH",1,100,1,268,0,6,1,1,0,6,6,3,2018,22,0.0454545454545455,293,19,0.0648464163822526,1.6,1.1,2,0.0588235294117647
"216","Deron Thompson",27025,"HB","KANSAS",1,100,1,198,0,5,1,1,0,5,5,3,2018,23,0.0434782608695652,366,1,0.00273224043715847,1.5,1,3,0.0384615384615385
"217","Brian Herrien",41129,"HB","GEORGIA",1,100,0,173,0,3,1,1,0,3,3,3,2018,21,0.0476190476190476,342,8,0.0233918128654971,1.3,0.8,2,0.115384615384615
"218","Terelle West",40835,"HB","MIDDLE TN",1,100,0,224,0,5,1,1,0,5,5,3,2018,29,0.0344827586206897,463,23,0.0496760259179266,1.5,1,1,0.102597402597403
"219","Corey Taylor II",40707,"HB","TULSA",1,100,0,320,0,2,1,1,0,2,2,3,2018,27,0.037037037037037,289,5,0.0173010380622837,1.2,0.7,2,0.0434782608695652
"220","Tru Wilson",21456,"HB","MICHIGAN",1,100,0,222,0,11,1,1,0,11,11,3,2018,18,0.0555555555555556,325,7,0.0215384615384615,2.1,1.6,2,0.0753676470588235
"221","Vavae Malepeai",40626,"HB","USC",1,100,0,326,0,-2,1,1,0,-2,-2,3,2018,45,0.0222222222222222,378,17,0.044973544973545,0.8,0.3,3,0.0588744588744589
"222","Toren Young",40624,"HB","IOWA",1,100,0,192,0,2,1,1,0,2,2,3,2018,31,0.032258064516129,379,8,0.0211081794195251,1.2,0.7,2,0.04
"223","Dae Williams",40510,"HB","LOUISVILLE",1,100,0,210,0,0,1,1,0,0,0,3,2018,20,0.05,364,3,0.00824175824175824,1,0.5,1,0.0526315789473684
"224","Devin Singletary",40485,"HB","FAU",1,100,0,165,0,5,1,1,0,5,5,3,2018,28,0.0357142857142857,343,12,0.0349854227405248,1.5,1,1,0.0588235294117647
"225","Morian Walker Jr.",40311,"HB","UTAH ST",1,100,0,329,0,1,1,1,0,1,1,3,2018,35,0.0285714285714286,453,1,0.0022075055187638,1.1,0.6,3,0.0738095238095238
"226","Kevin Mensah",55106,"HB","UCONN",1,100,0,146,0,6,1,1,0,6,6,3,2018,25,0.04,314,17,0.054140127388535,1.6,1.1,1,0.0902777777777778
"227","Fred Cooper",55821,"FB","ARMY",1,100,1,114,0,12,1,1,0,12,12,3,2018,9,0.111111111111111,86,1,0.0116279069767442,2.2,1.7,4,0.25
"228","Larry Rountree III",57308,"HB","MISSOURI",1,100,0,229,0,8,1,1,0,8,8,3,2018,40,0.025,424,15,0.035377358490566,1.8,1.3,1,0.0263337893296854
"229","Jordan Nettles",57352,"HB","N ILLINOIS",1,100,0,254,0,-5,1,1,0,-5,-5,3,2018,17,0.0588235294117647,367,6,0.0163487738419619,0.5,0,3,0.0627272727272727
"230","J.K. Dobbins",57366,"HB","OHIO STATE",1,100,0,260,0,3,1,1,0,3,3,3,2018,35,0.0285714285714286,546,30,0.0549450549450549,1.3,0.8,2,0.0588235294117647
"231","J.D. King",57374,"HB","OKLA STATE",1,100,0,262,0,9,1,1,0,9,9,3,2018,26,0.0384615384615385,470,8,0.0170212765957447,1.9,1.4,2,0.024390243902439
"232","Darrian Felix",57377,"HB","OREGON",1,100,0,264,0,1,1,1,0,1,1,3,2018,30,0.0333333333333333,392,1,0.00255102040816327,1.1,0.6,4,0.0380747126436782
