"","player_name","team","dk_pos","salary","dk_own","slate_size","week","year","dk_pts","fd_pts"
"1337","Cameron Scarlett","STAN","RB",5900,0.07,12,3,2019,12.9,10.4
"1338","Kylin Hill","MSST","RB",7500,0.27,12,3,2019,18.1,14.1
"1346","Stevie Scott III","IU","RB",7000,0.02,12,3,2019,2.8,2.3
"1347","Connor Heyward","MSU","RB",7200,0,12,3,2019,2.2,1.7
"1349","Eno Benjamin","ASU","RB",7500,0.02,12,3,2019,12.9,11.9
"1350","Stephen Carr","USC","RB",7000,0.03,12,3,2019,8.1,6.6
"1352","Tyler Goodson","IOWA","RB",3500,0,12,3,2019,5.7,4.2
"1354","Charles Williams","UNLV","RB",5100,0.11,12,3,2019,32.9,28.9
"1356","Najee Harris","BAMA","RB",6900,0.07,12,3,2019,29.3,26.8
"1368","Brian Robinson Jr.","BAMA","RB",5200,0.01,12,3,2019,9,8
"1370","Tavien Feaster","SCAR","RB",5000,0.01,12,3,2019,7,6
"1373","Kennedy McKoy","WVU","RB",5400,0,12,3,2019,22.5,21
"1375","Journey Brown","PSU","RB",4100,0.01,12,3,2019,16.5,13
"1381","Rico Dowdle","SCAR","RB",4800,0.01,12,3,2019,18.3,13.8
"1388","Noah Cain","PSU","RB",4000,0,12,3,2019,12.3,11.8
"1392","Otis Anderson","UCF","RB",4500,0.01,12,3,2019,10.9,10.4
"1395","Austin Jones","STAN","RB",3000,0,12,3,2019,13.9,13.4
"1400","Ivory Kelly-Martin","IOWA","RB",3800,0,12,3,2019,3,2.5
"1408","Cole Gest","IU","RB",3400,0,12,3,2019,3.1,1.6
"1415","Ricky Slade","PSU","RB",4600,0.02,12,3,2019,6.6,5.6
"1419","Jonathan Taylor","WISC","RB",8900,0.2,11,4,2019,36.8,33.3
"1421","Greg McCrae","UCF","RB",6100,0.07,11,4,2019,5.5,4.5
"1423","Richard Newton","UW","RB",4800,0.03,11,4,2019,21.6,18.6
"1424","Cam Akers","FSU","RB",7800,0.29,11,4,2019,37.3,32.8
"1428","Ke'Shawn Vaughn","VAND","RB",6000,0.02,11,4,2019,32.1,28.1
"1429","Isaiah Spiller","TA&M","RB",5000,0.16,11,4,2019,4.8,2.3
"1430","Clyde Edwards-Helaire","LSU","RB",6100,0.23,11,4,2019,21.2,17.7
"1436","Hassan Hall","UL","RB",3800,0.01,11,4,2019,7.7,7.2
"1437","Tyler Badie","MIZZ","RB",5800,0.03,11,4,2019,14,11.5
"1438","Ty'Son Williams","BYU","RB",5300,0.1,11,4,2019,6.5,5.5
"1440","Connor Heyward","MSU","RB",4500,0,11,4,2019,4.8,3.8
"1441","Jerrion Ealy","MISS","RB",4800,0,11,4,2019,14.5,13
"1442","Elijah Collins","MSU","RB",4600,0.21,11,4,2019,15.5,15
"1443","Zach Charbonnet","MICH","RB",6200,0.04,11,4,2019,1.5,1
"1447","Najee Harris","BAMA","RB",7100,0.11,11,4,2019,21.5,18
"1450","Sean McGrew","UW","RB",3500,0,11,4,2019,16.8,12.8
"1451","Brian Robinson Jr.","BAMA","RB",4600,0.03,11,4,2019,11.2,10.7
"1452","Isaiah Bowser","NW","RB",4900,0,11,4,2019,8.2,6.7
"1453","Marcel Dancy","CAL","RB",4600,0.01,11,4,2019,9.3,7.8
"1454","Emmanuel Esukpa","BYU","RB",3400,0,11,4,2019,12.5,12
"1456","Tavien Feaster","SCAR","RB",5100,0.01,11,4,2019,2.9,2.4
"1457","Jacob Kibodi","TA&M","RB",4600,0,11,4,2019,8.2,6.2
"1458","Garrett Groshek","WISC","RB",4500,0,11,4,2019,9.8,8.8
"1459","Steven Anderson","USM","RB",3100,0,11,4,2019,3.7,3.2
"1460","Christian Turner","MICH","RB",4000,0,11,4,2019,3.1,2.6
"1461","Vincent Davis","PITT","RB",3900,0,11,4,2019,4.3,3.8
"1468","Drake Anderson","NW","RB",4000,0.02,11,4,2019,16.1,15.6
"1473","Shaun Shivers","AUB","RB",4000,0,11,4,2019,1.8,1.3
"1477","Dameon Pierce","UF","RB",3700,0,11,4,2019,10.9,10.4
"1479","Kevin Perkins","USM","RB",4200,0,11,4,2019,5.1,4.1
"1504","Malik Davis","UF","RB",4400,0,11,4,2019,4.9,3.9
"1507","Jonathan Taylor","WISC","RB",9000,0.31,11,5,2019,24.4,18.9
"1509","Travis Etienne","CLEM","RB",7200,0.24,11,5,2019,14,12
"1511","Re'Mahn Davis","TEMP","RB",4200,0.08,11,5,2019,30.7,27.2
"1512","Trey Sermon","OU","RB",5400,0.07,11,5,2019,22.7,21.7
"1515","Isaiah Spiller","TA&M","RB",5100,0.18,11,5,2019,10.9,9.9
"1516","SaRodorick Thompson","TTU","RB",3800,0.02,11,5,2019,14.1,12.6
"1517","Sean McGrew","UW","RB",3700,0.21,11,5,2019,1.9,1.4
"1520","Najee Harris","BAMA","RB",6900,0.1,11,5,2019,9.1,8.1
"1521","Vavae Malepeai","USC","RB",6000,0.03,11,5,2019,7.7,6.7
"1522","Jacob Kibodi","TA&M","RB",4700,0.01,11,5,2019,5.7,5.2
"1523","Ta'Zhawn Henry","TTU","RB",5100,0,11,5,2019,4,3.5
"1526","Rhamondre Stevenson","OU","RB",4500,0.01,11,5,2019,13.1,11.6
"1527","Armand Shyne","TTU","RB",5300,0.02,11,5,2019,9.1,8.6
"1531","David Bailey","BC","RB",4600,0.01,11,5,2019,18,16
"1533","Salvon Ahmed","UW","RB",6700,0,11,5,2019,24.8,20.3
"1534","JaMycal Hasty","BAY","RB",4100,0,11,5,2019,5.4,3.9
"1535","Rakeem Boyd","ARK","RB",7200,0.01,11,5,2019,11.9,10.9
"1539","Pooka Williams Jr.","KU","RB",6100,0.04,11,5,2019,13.5,12
"1540","Jordan Mason","GT","RB",5400,0.18,11,5,2019,4.5,3.5
"1541","Brian Robinson Jr.","BAMA","RB",4800,0.02,11,5,2019,7.9,7.4
"1542","Cade Carney","WAKE","RB",5100,0.03,11,5,2019,13.3,12.8
"1543","Sewo Olonilua","TCU","RB",5200,0.01,11,5,2019,11.5,11
"1545","Scottie Phillips","MISS","RB",6100,0.01,11,5,2019,4.1,3.6
"1546","Garrett Groshek","WISC","RB",4500,0,11,5,2019,7.7,5.7
"1549","Michael Carter","UNC","RB",4800,0.01,11,5,2019,11.2,10.2
"1550","Sheldon Croney Jr.","ISU","RB",4100,0.01,11,5,2019,8.3,5.8
"1551","Isaiah Bowser","NW","RB",4900,0,11,5,2019,1.8,1.3
"1552","Javonte Williams","UNC","RB",5100,0,11,5,2019,16.4,15.4
"1554","Stephen Carr","USC","RB",5900,0,11,5,2019,10.4,9.9
"1555","Drake Anderson","NW","RB",4500,0.01,11,5,2019,13.7,13.2
"1557","Jerrion Ealy","MISS","RB",5000,0,11,5,2019,14.7,14.2
"1558","Devwah Whaley","ARK","RB",4800,0,11,5,2019,12.3,10.8
"1591","Chuba Hubbard","OKST","RB",8900,0.28,11,6,2019,37.7,34.2
"1592","Trey Sermon","OU","RB",5400,0.25,11,6,2019,23.1,22.1
"1595","Clyde Edwards-Helaire","LSU","RB",6100,0.31,11,6,2019,8.4,6.9
"1598","Gerold Bright","UTST","RB",5200,0.02,11,6,2019,3.4,2.4
"1599","Rodney Smith","MINN","RB",5600,0.12,11,6,2019,31.5,28
"1600","Keaontay Ingram","UT","RB",6800,0.09,11,6,2019,3.1,2.6
"1601","Darrius Smith","ARIZ","RB",5400,0.08,11,6,2019,4.4,3.4
"1602","Journey Brown","PSU","RB",5400,0.13,11,6,2019,4.2,3.2
"1604","Alex Fontenot","COL","RB",6000,0.12,11,6,2019,16.8,13.3
"1605","Gary Brightwell","ARIZ","RB",5100,0.02,11,6,2019,4.1,3.6
"1608","Armand Shyne","TTU","RB",5100,0.02,11,6,2019,5.8,5.3
"1610","Mekhi Sargent","IOWA","RB",6100,0.02,11,6,2019,4.3,2.3
"1611","Javian Hawkins","UL","RB",5000,0.11,11,6,2019,28.5,25
"1612","James Gilbert","KSU","RB",5300,0.05,11,6,2019,11.5,8.5
"1614","Kennedy McKoy","WVU","RB",5800,0.04,11,6,2019,6.9,5.4
"1617","Pooka Williams Jr.","KU","RB",6000,0.02,11,6,2019,23.7,18.2
"1618","Leddie Brown","WVU","RB",3900,0.03,11,6,2019,8.1,6.6
"1619","Tyler Goodson","IOWA","RB",4000,0,11,6,2019,12.7,10.2
"1621","Ta'Zhawn Henry","TTU","RB",5000,0,11,6,2019,12.1,10.6
"1624","John Emery Jr.","LSU","RB",5100,0.01,11,6,2019,9.6,5.6
"1626","Ricky Slade","PSU","RB",4900,0.01,11,6,2019,1.1,0.6
"1627","Jaren Mangham","COL","RB",4500,0.01,11,6,2019,7.3,5.8
"1628","JaMycal Hasty","BAY","RB",4300,0,11,6,2019,10.2,9.7
"1631","Zach Charbonnet","MICH","RB",5900,0,11,6,2019,13.4,12.4
"1633","Noah Cain","PSU","RB",4700,0.01,11,6,2019,25,20.5
"1635","Trestan Ebner","BAY","RB",4500,0.01,11,6,2019,6,5
"1637","Christian Turner","MICH","RB",4400,0.01,11,6,2019,1.5,0
"1640","Michael Wiley","ARIZ","RB",3500,0,11,6,2019,11,8
"1664","Jonathan Taylor","WISC","RB",8800,0.14,12,7,2019,25.2,23.7
"1665","Travis Etienne","CLEM","RB",7100,0.1,12,7,2019,23,19.5
"1667","Eno Benjamin","ASU","RB",7500,0.25,12,7,2019,32.1,26.1
"1668","Kennedy McKoy","WVU","RB",5500,0.02,12,7,2019,3.4,2.4
"1669","Deon Jackson","DUKE","RB",5400,0.57,12,7,2019,21.3,20.8
"1670","D'Andre Swift","UGA","RB",7200,0.09,12,7,2019,23.1,19.1
"1671","Max Borghi","WSU","RB",7400,0.05,12,7,2019,17.3,14.8
"1673","Anthony McFarland Jr.","UMD","RB",7200,0.07,12,7,2019,2.2,-0.8
"1674","Lyn-J Dixon","CLEM","RB",5300,0.01,12,7,2019,5.6,4.1
"1675","Keaontay Ingram","UT","RB",6300,0.03,12,7,2019,2.9,1.9
"1679","Najee Harris","BAMA","RB",6800,0.02,12,7,2019,25.3,20.8
"1680","JaMycal Hasty","BAY","RB",4500,0.01,12,7,2019,17.5,15.5
"1682","Isaiah Spiller","TA&M","RB",5000,0.01,12,7,2019,10.7,7.2
"1687","Rico Dowdle","SCAR","RB",5200,0.01,12,7,2019,11.5,10
"1688","Javon Leake","UMD","RB",4900,0.03,12,7,2019,19.2,18.2
"1690","SaRodorick Thompson","TTU","RB",5100,0.01,12,7,2019,36.4,29.9
"1693","Kennedy Brooks","OU","RB",5000,0,12,7,2019,14.4,10.9
"1699","Leddie Brown","WVU","RB",3900,0.01,12,7,2019,2.1,-0.4
"1700","Jordan Mason","GT","RB",5400,0.01,12,7,2019,14.8,11.3
"1703","King Doerue","PUR","RB",5000,0.04,12,7,2019,18.7,17.2
"1704","Tayon Fleet-Davis","UMD","RB",5100,0.02,12,7,2019,4.2,2.7
"1706","Brian Robinson Jr.","BAMA","RB",5000,0,12,7,2019,16.4,15.4
"1710","Jacob Kibodi","TA&M","RB",4500,0,12,7,2019,2.5,2
"1717","James Cook","UGA","RB",4600,0,12,7,2019,5.5,4
"1731","John Chenal","WISC","RB",3000,0,12,7,2019,2.8,2.3
"1733","Khalan Laborn","FSU","RB",4100,0,12,7,2019,13.9,13.4
"1751","Chuba Hubbard","OKST","RB",8300,0.42,11,8,2019,34.3,30.3
"1752","Travis Etienne","CLEM","RB",7000,0.22,11,8,2019,35.7,30.7
"1753","Larry Rountree III","MIZZ","RB",6700,0.22,11,8,2019,12.2,11.2
"1755","Clyde Edwards-Helaire","LSU","RB",6200,0.12,11,8,2019,8.8,7.8
"1756","Breece Hall","ISU","RB",5600,0.13,11,8,2019,43.6,39.1
"1758","Tyler Badie","MIZZ","RB",5300,0.03,11,8,2019,6.2,5.7
"1762","Salvon Ahmed","UW","RB",6700,0.01,11,8,2019,27.4,22.4
"1764","CJ Verdell","ORE","RB",6000,0.02,11,8,2019,8,7
"1768","Ke'Shawn Vaughn","VAND","RB",7000,0,11,8,2019,33.6,31.6
"1770","Kylin Hill","MSST","RB",7100,0,11,8,2019,4.9,4.4
"1772","Marcel Dancy","CAL","RB",5300,0,11,8,2019,3.2,2.2
"1773","John Lovett","BAY","RB",5200,0.03,11,8,2019,13,12.5
"1775","Kennedy Brooks","OU","RB",5300,0.05,11,8,2019,17.8,16.8
"1776","Rakeem Boyd","ARK","RB",6800,0,11,8,2019,8.5,7.5
"1780","SaRodorick Thompson","TTU","RB",5200,0.12,11,8,2019,23.3,20.8
"1781","Cyrus Habibi-Likio","ORE","RB",4400,0.01,11,8,2019,18.6,17.1
"1782","JaMycal Hasty","BAY","RB",4900,0.01,11,8,2019,38.1,32.6
"1783","Artavis Pierce","ORST","RB",5600,0.08,11,8,2019,21.3,19.3
"1785","Armand Shyne","TTU","RB",4800,0,11,8,2019,6.9,5.9
"1788","Trent Pennix","NCST","RB",3200,0,11,8,2019,1.7,1.2
"1792","Travis Dye","ORE","RB",5100,0,11,8,2019,8,7
"1793","Tyrion Davis-Price","LSU","RB",4400,0.01,11,8,2019,6.4,5.9
"1794","Ta'Zhawn Henry","TTU","RB",4900,0,11,8,2019,8.2,6.7
"1795","Devwah Whaley","ARK","RB",4700,0,11,8,2019,5.1,4.1
"1810","Malik Davis","UF","RB",3400,0,11,8,2019,1.5,1
"1812","Nick Gibson","MSST","RB",4500,0,11,8,2019,3.5,3
"1818","T.J. Hammonds","ARK","RB",3200,0,11,8,2019,0.8,0.3
"1831","LD Brown","OKST","RB",3400,0,11,8,2019,17.6,16.6
"1832","Cam Akers","FSU","RB",7500,0.39,12,9,2019,43.5,39.5
"1836","Chuba Hubbard","OKST","RB",8300,0.2,12,9,2019,23.7,19.7
"1838","J.K. Dobbins","OSU","RB",7600,0.04,12,9,2019,40.1,35.6
"1839","Breece Hall","ISU","RB",6500,0.46,12,9,2019,29.8,26.8
"1842","J.J. Taylor","ARIZ","RB",5400,0.09,12,9,2019,24,18.5
"1843","Deon Jackson","DUKE","RB",5500,0.09,12,9,2019,12,11.5
"1844","Cameron Scarlett","STAN","RB",5700,0.15,12,9,2019,28.6,24.6
"1845","Keaontay Ingram","UT","RB",6200,0,12,9,2019,18.2,16.7
"1846","Clyde Edwards-Helaire","LSU","RB",6000,0.03,12,9,2019,34.7,28.2
"1848","Roschon Johnson","UT","RB",5700,0,12,9,2019,8.4,7.9
"1850","Trey Sermon","OU","RB",5300,0.02,12,9,2019,4.4,3.4
"1851","Darius Anderson","TCU","RB",6600,0.04,12,9,2019,4.6,4.1
"1852","Isaiah Spiller","TA&M","RB",5400,0.1,12,9,2019,17.3,16.8
"1853","Jonathan Taylor","WISC","RB",8500,0.04,12,9,2019,6.7,6.2
"1856","Sewo Olonilua","TCU","RB",5200,0,12,9,2019,15.1,14.1
"1858","Michael Carter","UNC","RB",5200,0.01,12,9,2019,8.3,6.8
"1859","Moe Neal","SYR","RB",6000,0,12,9,2019,17.4,15.9
"1860","D.J. Williams","AUB","RB",3500,0.01,12,9,2019,19.9,15.9
"1864","Kylin Hill","MSST","RB",6400,0.02,12,9,2019,24.2,20.7
"1866","Abdul Adams","SYR","RB",4500,0,12,9,2019,17.6,16.1
"1868","Anthony McFarland Jr.","UMD","RB",6800,0.01,12,9,2019,8.8,7.3
"1870","Tyrion Davis-Price","LSU","RB",4400,0,12,9,2019,4.5,4
"1872","Cam'Ron Harris","MIA","RB",4800,0.13,12,9,2019,13.4,12.9
"1874","Elijah Collins","MSU","RB",5200,0,12,9,2019,9.4,7.9
"1876","Mataeo Durant","DUKE","RB",4800,0,12,9,2019,3.5,3
"1877","Jordon Brown","KSU","RB",4700,0,12,9,2019,9.6,9.1
"1882","Tayon Fleet-Davis","UMD","RB",5100,0,12,9,2019,13.4,12.9
"1883","Ricky Slade","PSU","RB",4300,0,12,9,2019,1.8,1.3
"1884","Garrett Groshek","WISC","RB",4500,0,12,9,2019,1,0.5
"1885","Darrius Smith","ARIZ","RB",5200,0,12,9,2019,3.9,2.9
"1891","Khalan Laborn","FSU","RB",4800,0,12,9,2019,17.4,16.4
"1899","Austin Jones","STAN","RB",3300,0,12,9,2019,5.3,4.8
"1909","Jarveon Howard","SYR","RB",3200,0,12,9,2019,9.6,7.6
"1922","Chuba Hubbard","OKST","RB",8300,0.39,11,10,2019,38.8,35.3
"1923","Zack Moss","UTAH","RB",7400,0.15,11,10,2019,34.1,28.6
"1924","Cam Akers","FSU","RB",7900,0.12,11,10,2019,17.9,16.4
"1928","Hassan Haskins","MICH","RB",4000,0.21,11,10,2019,15.9,14.4
"1929","D'Andre Swift","UGA","RB",7400,0.07,11,10,2019,12,11.5
"1931","Otis Anderson","UCF","RB",5400,0.24,11,10,2019,10.7,8.7
"1933","J.J. Taylor","ARIZ","RB",5700,0.3,11,10,2019,35.8,32.3
"1934","Artavis Pierce","ORST","RB",5900,0.21,11,10,2019,22.1,18.6
"1935","Dedrick Mills","NEB","RB",5400,0.01,11,10,2019,12.2,10.7
"1936","Salvon Ahmed","UW","RB",6800,0.03,11,10,2019,7.7,6.7
"1942","Kyle Porter","UH","RB",5700,0,11,10,2019,6.3,5.8
"1943","Moe Neal","SYR","RB",6200,0.03,11,10,2019,3.5,3
"1944","Darius Anderson","TCU","RB",6500,0.05,11,10,2019,6.4,5.9
"1950","DeeJay Dallas","MIA","RB",6500,0.02,11,10,2019,18.5,17.5
"1951","Brian Herrien","UGA","RB",5300,0,11,10,2019,9.7,7.7
"1954","King Doerue","PUR","RB",5100,0.01,11,10,2019,27.2,24.7
"1956","Tru Wilson","MICH","RB",3500,0,11,10,2019,7.1,6.6
"1958","Anthony McFarland Jr.","UMD","RB",6600,0.01,11,10,2019,7.9,7.4
"1959","Trent Pennix","NCST","RB",3200,0,11,10,2019,6.1,5.6
"1961","Abdul Adams","SYR","RB",4700,0,11,10,2019,4.4,3.9
"1964","Tayon Fleet-Davis","UMD","RB",5100,0,11,10,2019,3.8,3.3
"1965","Kenneth Walker III","WAKE","RB",4700,0,11,10,2019,6.6,6.1
"1966","Dameon Pierce","UF","RB",3800,0,11,10,2019,2.4,1.9
"1969","Khalan Laborn","FSU","RB",5000,0,11,10,2019,2.8,2.3
"1973","Zander Horvath","PUR","RB",3800,0,11,10,2019,8.8,7.3
"1979","Jarveon Howard","SYR","RB",3200,0,11,10,2019,8,6.5
"1993","Jafar Armstrong","ND","RB",4200,0.04,11,10,2019,11.6,8.6
"1994","Chandler Smith","UH","RB",3700,0,11,10,2019,4,3
"1997","J.K. Dobbins","OSU","RB",7400,0.47,11,11,2019,22.8,22.3
"1998","Xavier Jones","SMU","RB",7200,0.44,11,11,2019,40.2,36.2
"1999","Cam Akers","FSU","RB",7800,0.22,11,11,2019,20.8,18.8
"2004","Eno Benjamin","ASU","RB",6800,0.15,11,11,2019,13.9,7.4
"2005","Najee Harris","BAMA","RB",6400,0.05,11,11,2019,37,32.5
"2006","David Bailey","BC","RB",4700,0.15,11,11,2019,14.6,14.1
"2007","Clyde Edwards-Helaire","LSU","RB",6000,0.06,11,11,2019,54,46.5
"2009","Deshawn McClease","VT","RB",4900,0.04,11,11,2019,19.9,19.4
"2010","SaRodorick Thompson","TTU","RB",5700,0.29,11,11,2019,18,17
"2011","Kenan Christon","USC","RB",5700,0.05,11,11,2019,28.6,25.6
"2012","Master Teague III","OSU","RB",5000,0.09,11,11,2019,16.1,12.6
"2013","Sewo Olonilua","TCU","RB",5200,0,11,11,2019,20.9,18.9
"2016","Roschon Johnson","UT","RB",5300,0.01,11,11,2019,5.4,4.9
"2017","Darius Anderson","TCU","RB",6200,0.01,11,11,2019,5,4
"2019","Cade Carney","WAKE","RB",5300,0.01,11,11,2019,6,5.5
"2020","Keaontay Ingram","UT","RB",5900,0.04,11,11,2019,31.3,27.3
"2021","Journey Brown","PSU","RB",4900,0,11,11,2019,30.1,26.6
"2022","Ke'Mon Freeman","SMU","RB",4600,0.02,11,11,2019,6.6,6.1
"2023","Ke'Shawn Vaughn","VAND","RB",6700,0.01,11,11,2019,5.2,4.7
"2027","Kennedy McKoy","WVU","RB",4900,0.01,11,11,2019,14.1,12.6
"2028","JaMycal Hasty","BAY","RB",6600,0.01,11,11,2019,5.5,4.5
"2029","Ta'Zhawn Henry","TTU","RB",4800,0,11,11,2019,25.5,23.5
"2033","Tyrion Davis-Price","LSU","RB",4300,0,11,11,2019,2,1.5
"2038","Anthony McFarland Jr.","UMD","RB",5900,0,11,11,2019,3,2
"2041","Trestan Ebner","BAY","RB",4700,0,11,11,2019,1.9,0.9
"2045","Tayon Fleet-Davis","UMD","RB",4500,0,11,11,2019,11.6,11.1
"2048","Keshawn King","VT","RB",4600,0,11,11,2019,5.3,4.8
"2054","Malik Davis","UF","RB",3400,0,11,11,2019,2.7,2.2
"2055","Travis Levy","BC","RB",3200,0,11,11,2019,2.3,1.8
"2059","Tay Williams","ECU","RB",3300,0,11,11,2019,9,8
"2061","Jordon Brown","KSU","RB",4700,0,11,11,2019,2.2,1.7
"2068","Chuba Hubbard","OKST","RB",8800,0.69,11,12,2019,32.4,27.4
"2069","Travis Etienne","CLEM","RB",8100,0.25,11,12,2019,27.8,23.3
"2070","Kenneth Gainwell","MEM","RB",8400,0.13,11,12,2019,11.8,11.3
"2071","Najee Harris","BAMA","RB",6400,0.42,11,12,2019,40.9,39.4
"2072","Breece Hall","ISU","RB",6800,0.23,11,12,2019,14.3,10.8
"2073","Max Borghi","WSU","RB",7900,0.06,11,12,2019,36.1,29.6
"2074","D'Andre Swift","UGA","RB",7600,0,11,12,2019,14.3,9.3
"2075","Keaontay Ingram","UT","RB",6000,0.05,11,12,2019,15.4,13.4
"2078","Tyler Badie","MIZZ","RB",5100,0.01,11,12,2019,7.2,4.7
"2080","Stevie Scott III","IU","RB",7000,0.01,11,12,2019,7.8,6.8
"2081","SaRodorick Thompson","TTU","RB",5800,0.01,11,12,2019,6,4.5
"2082","Sewo Olonilua","TCU","RB",5200,0.05,11,12,2019,10.8,9.3
"2083","Cameron Scarlett","STAN","RB",5800,0.12,11,12,2019,7.3,5.8
"2084","Pooka Williams Jr.","KU","RB",7100,0.05,11,12,2019,4.2,3.7
"2085","Larry Rountree III","MIZZ","RB",6300,0,11,12,2019,4.2,3.7
"2086","Roschon Johnson","UT","RB",5200,0,11,12,2019,5.5,4.5
"2087","Darius Anderson","TCU","RB",6000,0.01,11,12,2019,12.4,10.9
"2089","Kylin Hill","MSST","RB",6600,0.01,11,12,2019,14.6,13.1
"2091","Journey Brown","PSU","RB",5000,0.07,11,12,2019,23,19
"2093","Brian Herrien","UGA","RB",5000,0,11,12,2019,11.2,10.2
"2095","Kyle Porter","UH","RB",5700,0.02,11,12,2019,4.8,4.3
"2096","Elijah Collins","MSU","RB",5400,0.01,11,12,2019,6.6,5.6
"2097","Ta'Zhawn Henry","TTU","RB",4900,0.09,11,12,2019,2.1,1.6
"2098","Lyn-J Dixon","CLEM","RB",5000,0.01,11,12,2019,17.6,16.6
"2100","Tru Wilson","MICH","RB",3500,0,11,12,2019,3.9,3.4
"2101","Cade Carney","WAKE","RB",5100,0,11,12,2019,1.6,1.1
"2103","JaTarvious Whitlow","AUB","RB",5800,0,11,12,2019,3.9,3.4
"2107","Austin Jones","STAN","RB",3300,0,11,12,2019,8.6,6.1
"2109","Dawson Downing","MIZZ","RB",3500,0,11,12,2019,4.4,2.9
"2112","Nick Gibson","MSST","RB",4500,0,11,12,2019,8,7
"2122","Ricky Slade","PSU","RB",4100,0,11,12,2019,2.9,2.4
"2125","Chandler Smith","UH","RB",3600,0,11,12,2019,3.2,2.7
"2128","Kadarius Toney","UF","RB",3800,0,11,12,2019,7.5,7
"2143","Breece Hall","ISU","RB",6700,0.45,11,13,2019,27.7,26.7
"2144","Chuba Hubbard","OKST","RB",8900,0.43,11,13,2019,29.4,22.9
"2146","Kenneth Gainwell","MEM","RB",8200,0.08,11,13,2019,17.7,14.2
"2147","J.K. Dobbins","OSU","RB",7700,0.15,11,13,2019,31.8,27.3
"2149","Kenan Christon","USC","RB",6300,0.02,11,13,2019,3.3,2.8
"2150","Otis Anderson","UCF","RB",5700,0.04,11,13,2019,21.1,19.6
"2151","Joshua Kelley","UCLA","RB",6700,0.14,11,13,2019,12.4,11.9
"2153","D'Andre Swift","UGA","RB",7500,0.05,11,13,2019,20.2,15.2
"2154","Keaontay Ingram","UT","RB",6100,0.04,11,13,2019,11.1,10.1
"2155","Stevie Scott III","IU","RB",6600,0.01,11,13,2019,12.4,11.9
"2158","Master Teague III","OSU","RB",4900,0.01,11,13,2019,2.2,1.7
"2160","Roschon Johnson","UT","RB",5200,0,11,13,2019,6.8,5.3
"2161","Adrian Killins Jr.","UCF","RB",5100,0.01,11,13,2019,3.5,3
"2163","Pooka Williams Jr.","KU","RB",6500,0.01,11,13,2019,31.6,27.6
"2164","Hassan Haskins","MICH","RB",4600,0.03,11,13,2019,5.7,5.2
"2166","Moe Neal","SYR","RB",6200,0.03,11,13,2019,27.3,23.3
"2167","Isaiah Spiller","TA&M","RB",5400,0.02,11,13,2019,3.6,2.6
"2168","Amare Jones","TUL","RB",5000,0.01,11,13,2019,4.6,4.1
"2169","Patrick Taylor Jr.","MEM","RB",6800,0.01,11,13,2019,30.5,30
"2170","Darius Bradwell","TUL","RB",4900,0.02,11,13,2019,4.2,3.7
"2171","Hassan Hall","UL","RB",4400,0,11,13,2019,15.3,14.8
"2172","JaMycal Hasty","BAY","RB",5600,0.01,11,13,2019,3.4,2.4
"2175","Stephen Carr","USC","RB",4900,0.01,11,13,2019,17.8,17.3
"2177","Journey Brown","PSU","RB",5200,0.02,11,13,2019,14.1,13.1
"2178","Kennedy McKoy","WVU","RB",4900,0.01,11,13,2019,8.7,5.7
"2188","John Lovett","BAY","RB",4900,0,11,13,2019,12.4,11.9
"2193","CJ Williams","NAVY","RB",3800,0,11,13,2019,7.4,6.9
"2195","Jawhar Jordan","SYR","RB",3000,0,11,13,2019,14.2,13.2
"2197","Leddie Brown","WVU","RB",4100,0.01,11,13,2019,8.1,7.1
"2216","Najee Harris","BAMA","RB",6700,0.23,11,14,2019,30.2,25.2
"2217","Travis Etienne","CLEM","RB",8400,0.16,11,14,2019,23.8,22.3
"2218","Xavier Jones","SMU","RB",7500,0.26,11,14,2019,29.1,25.6
"2219","J.K. Dobbins","OSU","RB",8100,0.08,11,14,2019,54,49
"2220","Jonathan Taylor","WISC","RB",8500,0.18,11,14,2019,31.5,30.5
"2222","Javian Hawkins","UL","RB",5800,0.25,11,14,2019,24.6,21.1
"2224","Moe Neal","SYR","RB",6300,0.17,11,14,2019,20,19
"2226","Shamari Brooks","TLSA","RB",5600,0.18,11,14,2019,30.4,26.9
"2227","Travis Dye","ORE","RB",5000,0.02,11,14,2019,11.1,10.6
"2228","Artavis Pierce","ORST","RB",6000,0,11,14,2019,4.2,3.7
"2229","Jermar Jefferson","ORST","RB",5600,0.07,11,14,2019,17.6,14.1
"2232","Brian Herrien","UGA","RB",5100,0.01,11,14,2019,13.5,12.5
"2236","JaTarvious Whitlow","AUB","RB",5900,0.01,11,14,2019,17.6,12.6
"2239","CJ Verdell","ORE","RB",6500,0.08,11,14,2019,6.3,5.8
"2240","Cade Carney","WAKE","RB",5300,0.05,11,14,2019,12.8,12.3
"2241","Darius Pinnix Jr.","ECU","RB",7000,0.13,11,14,2019,5,4
"2245","Hassan Hall","UL","RB",4500,0,11,14,2019,4.4,3.9
"2246","Hassan Haskins","MICH","RB",4800,0,11,14,2019,15.7,15.2
"2249","Tony Jones Jr.","ND","RB",5600,0.02,11,14,2019,17,16
"2252","Brian Robinson Jr.","BAMA","RB",5100,0,11,14,2019,1.6,1.1
"2253","Amare Jones","TUL","RB",5100,0.01,11,14,2019,6.7,5.7
