"","player_name","team","dk_pos","salary","dk_own","slate_size","week","year","dk_pts","fd_pts"
"4719","Larry Rountree III","MIZZ","RB",7100,0.09,13,15,2020,15.1,13.1
"4720","Michael Carter","UNC","RB",7300,0,13,15,2020,48.7,44.7
"4721","Jase McClellan","BAMA","RB",3200,0.01,13,15,2020,16.6,16.1
"4722","Kylan Watkins","MEM","RB",3700,0,13,15,2020,2.2,1.7
"4723","Cam'Ron Harris","MIA","RB",6700,0,13,15,2020,9.3,8.8
"4727","Reese White","C-C","RB",3900,0.03,13,15,2020,5.5,5
"4728","Trelon Smith","ARK","RB",6300,0.03,13,15,2020,9.3,7.8
"4730","Isaih Pacheco","RU","RB",4500,0.11,13,15,2020,22.9,20.4
"4732","Kyle Porter","UH","RB",5900,0,13,15,2020,9.1,8.1
"4733","Keyvone Lee","PSU","RB",5100,0.02,13,15,2020,6.5,5.5
"4734","Brian Robinson Jr.","BAMA","RB",3300,0.07,13,15,2020,29.6,27.6
"4736","Lawrance Toafili","FSU","RB",3500,0,13,15,2020,26.3,21.8
"4739","Tyrell Robinson","ARMY","RB",3900,0,13,15,2020,5.1,4.6
"4741","Tyler Goodson","IOWA","RB",7500,0,13,15,2020,25.4,20.9
"4742","Jake Funk","UMD","RB",6900,0.03,13,15,2020,34.3,29.3
"4743","James Cook","UGA","RB",5600,0.06,13,15,2020,21.1,20.6
"4744","Mason Stokke","WISC","RB",3200,0,13,15,2020,3,2.5
"4745","Donald Chaney Jr.","MIA","RB",4300,0,13,15,2020,2,1.5
"4747","Christian Beal-Smith","WAKE","RB",6600,0.18,13,15,2020,7.2,6.7
"4748","Aaron Young","RU","RB",4100,0,13,15,2020,2.1,1.6
"4751","Jashaun Corbin","FSU","RB",5500,0,13,15,2020,28.8,26.3
"4752","Rodrigues Clark","MEM","RB",5700,0,13,15,2020,3.8,3.3
"4761","Asa Martin","MEM","RB",4800,0,13,15,2020,6.5,5.5
"4762","Elijah Collins","MSU","RB",3000,0,13,15,2020,1.5,1
"4784","Kenny McIntosh","UGA","RB",3300,0,13,15,2020,14.5,14
"4789","Ty Jordan","UTAH","RB",7000,0.35,11,16,2020,40.5,35.5
"4790","Tyler Badie","MIZZ","RB",4300,0.04,11,16,2020,5.2,3.7
"4791","Isaiah Spiller","TA&M","RB",7100,0.16,11,16,2020,26.9,23.9
"4793","Jerrion Ealy","MISS","RB",7300,0.18,11,16,2020,7.3,6.8
"4795","Ainias Smith","TA&M","RB",6200,0.05,11,16,2020,25.9,23.9
"4797","Garrett Groshek","WISC","RB",4400,0,11,16,2020,28.7,22.7
"4808","Ty Chandler","TENN","RB",4300,0.05,11,16,2020,7.6,6.1
"4810","Max Borghi","WSU","RB",5600,0.02,11,16,2020,15.1,13.6
"4820","Mason Stokke","WISC","RB",3000,0,11,16,2020,3.2,2.7
"4828","Cam Wiley","MINN","RB",3300,0,11,16,2020,9.1,8.6
"4829","Henry Parrish Jr.","MISS","RB",3000,0,11,16,2020,26.9,24.9
"4830","Jo'quavious Marks","MSST","RB",4500,0.02,11,16,2020,18.4,16.9
"4842","Micah Bernard","UTAH","RB",3000,0,11,16,2020,4.7,3.7
