"","opp_team","week","opp_sacks","year","opp_hur","team","L3_sacks","L3_hurries"
"2922","Oklahoma State",13,3,2019,1,"West Virginia",3.25,4.5
"2923","Oregon",13,2,2019,0,"Arizona State",2.75,2
"2924","Oregon State",13,1,2019,2,"Washington State",4.25,2
"2925","Penn State",13,3,2019,0,"Ohio State",1.5,3.5
"2926","Pittsburgh",13,3,2019,1,"Virginia Tech",4.5,4.25
"2927","Purdue",13,1,2019,2,"Wisconsin",0.75,0.75
"2928","Rice",13,3,2019,3,"North Texas",1,2
"2929","Rutgers",13,2,2019,5,"Michigan State",1.5,3.5
"2930","San Diego State",13,3,2019,1,"Hawai'i",2,1
"2931","San José State",13,0,2019,0,"UNLV",2.5,0.25
"2932","SMU",13,3,2019,0,"Navy",4,2.75
"2933","South Alabama",13,0,2019,0,"Georgia State",1.375,3.25
"2934","Southern Mississippi",13,0,2019,1,"Western Kentucky",4.5,3.5
"2935","South Florida",13,1,2019,1,"Memphis",1.75,0.25
"2936","Stanford",13,3,2019,1,"California",2.25,3
"2937","Syracuse",13,0,2019,3,"Louisville",2.25,3.25
"2938","TCU",13,1,2019,1,"Oklahoma",2,1.5
"2939","Temple",13,3,2019,1,"Cincinnati",3.75,1.5
"2940","Tennessee",13,2,2019,3,"Missouri",2.5,2
"2941","Texas",13,1,2019,0,"Baylor",1.75,3.75
"2942","Texas A&M",13,2,2019,0,"Georgia",2.5,6
"2943","Texas State",13,0,2019,0,"Appalachian State",1.75,1.5
"2944","Texas Tech",13,1,2019,8,"Kansas State",1.5,2.75
"2945","Toledo",13,0,2019,0,"Buffalo",0.75,1.25
"2946","Troy",13,1,2019,0,"Louisiana",3.5,3
"2947","Tulane",13,0,2019,0,"UCF",1.25,1.75
"2948","Tulsa",13,1,2019,1,"Houston",1.75,1.25
"2949","UAB",13,2,2019,3,"Louisiana Tech",3.25,3.25
"2950","UCF",13,4,2019,0,"Tulane",3.25,1.5
"2951","UCLA",13,3,2019,0,"USC",3.75,1.75
"2952","UMass",13,2,2019,0,"BYU",0.25,0
"2953","UNLV",13,0,2019,0,"San José State",0.5,1
"2954","USC",13,3,2019,1,"UCLA",2.25,0.75
"2955","Utah",13,1,2019,0,"Arizona",3.25,0
"2956","Utah State",13,1,2019,3,"Boise State",1,1.5
"2957","UTEP",13,1,2019,1,"New Mexico State",1.25,2.5
"2958","UT San Antonio",13,1,2019,7,"Florida Atlantic",2.25,2
"2959","Vanderbilt",13,6,2019,1,"East Tennessee State",1.5,1.75
"2960","Virginia",13,3,2019,0,"Liberty",1.75,1
"2961","Virginia Tech",13,2,2019,4,"Pittsburgh",3.25,5.25
"2962","Wake Forest",13,5,2019,0,"Duke",2.25,3
"2963","Washington",13,1,2019,1,"Colorado",3,0.5
"2964","Washington State",13,1,2019,3,"Oregon State",2.25,1.75
"2965","Western Kentucky",13,3,2019,3,"Southern Mississippi",1.5,4.75
"2966","West Virginia",13,3,2019,0,"Oklahoma State",2.75,0.75
"2967","Wyoming",13,1,2019,0,"Colorado State",2.5,0.75
"2968","Wisconsin",13,2,2019,0,"Purdue",3.5,2.5
"2969","Connecticut",13,0,2019,3,"East Carolina",1.5,0.5
"2970","New Mexico State",13,3,2019,1,"UTEP",1.5,0.75
"2971","Old Dominion",13,0,2019,5,"Middle Tennessee",2,2.25
"2972","Air Force",14,2,2019,2,"Wyoming",3,1.5
"2973","Alabama",14,0,2019,2,"Auburn",2.75,6
"2974","Akron",14,2,2019,2,"Ohio",1,2.25
"2975","Appalachian State",14,4,2019,3,"Troy",1.75,2.5
"2976","Arizona",14,3,2019,0,"Arizona State",1.75,0.75
"2977","Arizona State",14,1,2019,0,"Arizona",2.25,0.5
"2978","Arkansas",14,3,2019,0,"Missouri",0,0.5
"2979","Arkansas State",14,1,2019,4,"South Alabama",3,0.5
"2980","Army",14,1,2019,0,"Hawai'i",1.5,1
"2981","Auburn",14,1,2019,4,"Alabama",1.5,2.75
"2982","Ball State",14,0,2019,2,"Miami (OH)",1,1.5
"2983","Baylor",14,2,2019,0,"Kansas",3.25,4
"2984","Boise State",14,1,2019,3,"Colorado State",3,2.25
"2985","Boston College",14,4,2019,3,"Pittsburgh",1.25,1.5
"2986","Bowling Green",14,0,2019,1,"Buffalo",1.75,1.5
"2987","Buffalo",14,0,2019,3,"Bowling Green",4.5,2.5
"2988","BYU",14,2,2019,0,"San Diego State",0.75,2
"2989","California",14,6,2019,1,"UCLA",2,0.75
"2990","Central Michigan",14,1,2019,1,"Toledo",0.75,3
"2991","Charlotte",14,2.5,2019,3,"Old Dominion",1.75,3.25
"2992","Cincinnati",14,1,2019,1,"Memphis",1.5,2.5
"2993","Clemson",14,2,2019,0,"South Carolina",1.5,2.5
"2994","Coastal Carolina",14,3,2019,4,"Texas State",1.75,2
"2995","Colorado",14,2,2019,0,"Utah",2.75,3
"2996","Colorado State",14,2,2019,3,"Boise State",3,2
"2997","Duke",14,9,2019,6,"Miami",1.75,4
"2998","East Carolina",14,1,2019,1,"Tulsa",1.25,3.25
"2999","Eastern Michigan",14,2,2019,2,"Kent State",1,2.25
"3000","Florida",14,8,2019,5,"Florida State",3,4
"3001","Florida Atlantic",14,3,2019,3,"Southern Mississippi",2.5,4
"3002","Florida International",14,3,2019,10,"Marshall",0.875,3.75
"3003","Florida State",14,0,2019,2,"Florida",3,2
"3004","Fresno State",14,4,2019,2,"San José State",1.25,0.5
"3005","Georgia",14,1,2019,2,"Georgia Tech",2,0.5
"3006","Georgia Southern",14,5,2019,2,"Georgia State",1.75,2
"3007","Georgia State",14,1,2019,0,"Georgia Southern",1.75,1
"3008","Georgia Tech",14,1,2019,1,"Georgia",1,1.25
"3009","Hawai'i",14,2,2019,1,"Army",0.5,0.5
"3010","Houston",14,2,2019,1,"Navy",1.75,2.5
"3011","Illinois",14,0,2019,0,"Northwestern",1.25,1.75
"3012","Indiana",14,1,2019,0,"Purdue",1.75,2.25
"3013","Iowa",14,2,2019,2,"Nebraska",3.75,1.75
"3014","Iowa State",14,2,2019,2,"Kansas State",1.75,2.75
"3015","Kansas",14,1,2019,0,"Baylor",0.25,2.25
"3016","Kansas State",14,1,2019,6,"Iowa State",2.5,2
"3017","Kent State",14,0,2019,0,"Eastern Michigan",1,1
"3018","Kentucky",14,6,2019,1,"Louisville",2.75,2.25
"3019","Liberty",14,1,2019,4,"New Mexico State",2.5,1
"3020","Louisiana",14,2,2019,2,"Louisiana Monroe",2,2.75
"3021","Louisiana Monroe",14,2,2019,1,"Louisiana",1.75,1.25
"3022","Louisiana Tech",14,1,2019,2,"UT San Antonio",1.75,3.5
"3023","Louisville",14,0,2019,1,"Kentucky",2.25,3.25
"3024","LSU",14,6,2019,5,"Texas A&M",1.75,2.25
"3025","Marshall",14,1,2019,8,"Florida International",2,6
"3026","Maryland",14,0,2019,6,"Michigan State",0.75,0
"3027","Memphis",14,5,2019,1,"Cincinnati",3.25,3.5
"3028","Miami",14,6,2019,0,"Duke",4,2.25
"3029","Miami (OH)",14,3,2019,2,"Ball State",4.5,3.75
"3030","Michigan",14,1,2019,2,"Ohio State",3,2.5
"3031","Michigan State",14,4,2019,6,"Maryland",2.75,5.75
"3032","Middle Tennessee",14,2,2019,1,"Western Kentucky",0.75,2.75
"3033","Minnesota",14,0,2019,0,"Wisconsin",2.25,1
"3034","Mississippi State",14,4,2019,2,"Ole Miss",1.25,4
"3035","Missouri",14,0,2019,9,"Arkansas",1.5,0.75
"3036","Navy",14,1,2019,3,"Houston",1.75,4
"3037","NC State",14,3,2019,2,"North Carolina",1.5,2.5
"3038","Nebraska",14,0,2019,0,"Iowa",2.75,1.75
"3039","Nevada",14,2,2019,0,"UNLV",2.25,0
"3040","New Mexico",14,0,2019,4,"Utah State",1.5,0.25
"3041","North Carolina",14,1,2019,2,"NC State",2.75,4
"3042","Northern Illinois",14,2,2019,0,"Western Michigan",1,0.75
"3043","North Texas",14,3,2019,0,"UAB",2.75,1.25
"3044","Northwestern",14,3,2019,3,"Illinois",2,2
"3045","Notre Dame",14,2,2019,1,"Stanford",2.75,4.25
"3046","Ohio",14,3,2019,5,"Akron",2,2
"3047","Ohio State",14,2,2019,2,"Michigan",4.5,0.25
"3048","Oklahoma",14,1,2019,1,"Oklahoma State",1.5,3.5
"3049","Oklahoma State",14,3,2019,2,"Oklahoma",3,4.75
"3050","Ole Miss",14,3,2019,3,"Mississippi State",3,2.5
"3051","Oregon",14,1,2019,4,"Oregon State",3,2
"3052","Oregon State",14,2,2019,0,"Oregon",2.25,1.75
"3053","Penn State",14,3,2019,3,"Rutgers",2,2
"3054","Pittsburgh",14,1,2019,5,"Boston College",3,3
"3055","Purdue",14,5,2019,0,"Indiana",0.75,0.75
"3056","Rice",14,1,2019,2,"UTEP",1.5,2
"3057","Rutgers",14,4,2019,2,"Penn State",2,2.5
"3058","San Diego State",14,2,2019,1,"BYU",2.5,0.5
"3059","San José State",14,2,2019,1,"Fresno State",2,0
"3060","SMU",14,5,2019,1,"Tulane",4,2.5
"3061","South Alabama",14,3,2019,6,"Arkansas State",1.375,3
"3062","South Carolina",14,1,2019,0,"Clemson",1.5,2.25
"3063","Southern Mississippi",14,1,2019,6,"Florida Atlantic",4.25,3.5
"3064","South Florida",14,1,2019,1,"UCF",2,0.5
"3065","Stanford",14,1,2019,1,"Notre Dame",2.25,2.25
"3066","Syracuse",14,1,2019,2,"Wake Forest",1.5,2.5
"3067","TCU",14,2,2019,2,"West Virginia",2,0.75
"3068","Temple",14,4,2019,1,"Connecticut",4,0.75
"3069","Tennessee",14,3,2019,6,"Vanderbilt",2.5,2.5
"3070","Texas",14,4,2019,1,"Texas Tech",1.75,2.75
"3071","Texas A&M",14,4,2019,0,"LSU",2.25,4.75
"3072","Texas State",14,2,2019,2,"Coastal Carolina",0.75,1.5
"3073","Texas Tech",14,1,2019,0,"Texas",1.75,3.75
"3074","Toledo",14,0,2019,0,"Central Michigan",0.5,1.25
"3075","Troy",14,0,2019,0,"Appalachian State",3.5,2.75
"3076","Tulane",14,3,2019,1,"SMU",1.25,1.5
"3077","Tulsa",14,0,2019,3,"East Carolina",1.5,1.25
"3078","UAB",14,7,2019,2,"North Texas",2.5,2.5
"3079","UCF",14,1,2019,0,"South Florida",3.5,0.75
"3080","UCLA",14,0,2019,1,"California",2.75,0.75
"3081","UNLV",14,3,2019,0,"Nevada",0.5,1
"3082","Utah",14,5,2019,0,"Colorado",2.75,0
"3083","Utah State",14,3,2019,0,"New Mexico",1,2.25
"3084","UTEP",14,1,2019,1,"Rice",1,2
"3085","UT San Antonio",14,5,2019,2,"Louisiana Tech",2,3.75
"3086","Vanderbilt",14,0,2019,2,"Tennessee",2.25,1
"3087","Virginia",14,6,2019,0,"Virginia Tech",2.25,1
"3088","Virginia Tech",14,2,2019,0,"Virginia",2.5,4
"3089","Wake Forest",14,2,2019,4,"Syracuse",3,1.5
"3090","Washington",14,5,2019,0,"Washington State",2.25,0.75
"3091","Washington State",14,1,2019,0,"Washington",2,1.25
"3092","Western Kentucky",14,3,2019,1,"Middle Tennessee",1.75,4.25
"3093","Western Michigan",14,2,2019,0,"Northern Illinois",2,2.25
"3094","West Virginia",14,2,2019,6,"TCU",3.25,0.75
"3095","Wyoming",14,0,2019,0,"Air Force",2.25,0.75
"3096","Wisconsin",14,5,2019,0,"Minnesota",3,2
"3097","Connecticut",14,0,2019,0,"Temple",0.75,1.25
"3098","New Mexico State",14,0,2019,4,"Liberty",2.25,1
"3099","Old Dominion",14,0,2019,1,"Charlotte",2,3.25
"3100","Arkansas State",1,0,2020,0,"Memphis",2.75,1.25
"3101","Army",1,1,2020,3,"Middle Tennessee",1.75,1
"3102","BYU",1,5,2020,3,"Navy",0.75,0.5
"3103","Marshall",1,2,2020,3,"Eastern Kentucky",1.25,6.25
"3104","Memphis",1,3,2020,4,"Arkansas State",3.75,2.75
"3105","Middle Tennessee",1,0,2020,1,"Army",1.25,2
"3106","Navy",1,0,2020,1,"BYU",1,3.75
"3107","North Texas",1,1,2020,4,"Houston Baptist",3.25,0.75
"3108","SMU",1,2,2020,4,"Texas State",3.5,1.75
"3109","South Alabama",1,2,2020,3,"Southern Mississippi",1.5,3.25
"3110","Southern Mississippi",1,0,2020,1,"South Alabama",2.5,4
"3111","Texas State",1,1,2020,2,"SMU",1.25,1
"3112","UAB",1,2,2020,5,"Central Arkansas",3.75,2.25
"3113","UTEP",1,1,2020,3,"Stephen F. Austin",1,1.75
"3114","Appalachian State",2,1,2020,5,"Charlotte",2.75,3
"3115","Arkansas State",2,2,2020,4,"Kansas State",2.25,1.25
"3116","Army",2,2,2020,0,"Louisiana Monroe",2,1.75
"3117","Charlotte",2,0,2020,0,"Appalachian State",1.625,3.5
"3118","Clemson",2,6,2020,3,"Wake Forest",1.5,1.25
"3119","Coastal Carolina",2,3,2020,1,"Kansas",1.5,2.25
"3120","Duke",2,3,2020,2,"Notre Dame",3.5,3.75
"3121","Florida State",2,1,2020,2,"Georgia Tech",1.25,2.25
"3122","Georgia Southern",2,2,2020,2,"Campbell",2.75,2
"3123","Georgia Tech",2,3,2020,3,"Florida State",1,1.25
"3124","Iowa State",2,3,2020,1,"Louisiana",2.25,3
"3125","Kansas",2,0,2020,0,"Coastal Carolina",0.5,2
"3126","Kansas State",2,3,2020,2,"Arkansas State",1.75,3.25
"3127","Louisiana",2,1,2020,3,"Iowa State",2.5,1.5
"3128","Louisiana Monroe",2,4,2020,3,"Army",1.25,1.5
"3129","Louisville",2,3,2020,3,"Western Kentucky",1.25,1.5
"3130","Miami",2,1,2020,6,"UAB",4.5,1.5
"3131","North Carolina",2,7,2020,9,"Syracuse",1.75,3.5
"3132","Notre Dame",2,3,2020,8,"Duke",2.25,3.75
"3133","Oklahoma",2,4,2020,3,"Missouri State",1.5,3
"3134","Pittsburgh",2,3,2020,3,"Austin Peay",2.75,3
"3135","South Alabama",2,0,2020,2,"Tulane",1.5,3.75
"3136","South Florida",2,1,2020,1,"The Citadel",2,0.5
"3137","Syracuse",2,2,2020,2,"North Carolina",1.25,2.75
"3138","Texas",2,2,2020,2,"UTEP",2.25,2.75
"3139","Texas State",2,1,2020,0,"UT San Antonio",1,1.25
"3140","Texas Tech",2,3,2020,8,"Houston Baptist",1.75,3.75
"3141","Tulane",2,5,2020,3,"South Alabama",1.75,1.25
"3142","UAB",2,2,2020,2,"Miami",3.25,3.25
"3143","UTEP",2,0,2020,1,"Texas",1,1.5
"3144","UT San Antonio",2,5,2020,3,"Texas State",2.5,4
"3145","Wake Forest",2,2,2020,0,"Clemson",3,1.25
"3146","Western Kentucky",2,1,2020,2,"Louisville",2.25,3.5
"3147","West Virginia",2,4,2020,0,"Eastern Kentucky",1.75,2
"3148","Appalachian State",3,0,2020,5,"Marshall",2.25,3.5
"3149","Boston College",3,2,2020,3,"Duke",2,2.25
"3150","Cincinnati",3,1,2020,1,"Austin Peay",1.75,0.75
"3151","Clemson",3,4,2020,3,"The Citadel",3,1.5
"3152","Coastal Carolina",3,5,2020,3,"Campbell",2.25,2
"3153","Duke",3,6,2020,2,"Boston College",4,3.25
"3154","Georgia State",3,1,2020,1,"Louisiana",1,1
"3155","Georgia Tech",3,2,2020,2,"UCF",1.25,2
"3156","Liberty",3,0,2020,0,"Western Kentucky",2.5,1.25
"3157","Louisiana",3,2,2020,0,"Georgia State",2.25,1.75
"3158","Louisiana Monroe",3,2,2020,3,"Texas State",2,1.5
"3159","Louisiana Tech",3,2,2020,0,"Southern Mississippi",1,2.5
"3160","Louisville",3,1,2020,3,"Miami",1.75,1.5
"3161","Marshall",3,3,2020,8,"Appalachian State",1,6.25
"3162","Miami",3,3,2020,4,"Louisville",2.5,2.5
"3163","Middle Tennessee",3,4,2020,3,"Troy",1,1.5
"3164","Navy",3,1,2020,1,"Tulane",0.25,2.25
"3165","NC State",3,6,2020,2,"Wake Forest",1.75,2.25
"3166","North Texas",3,1,2020,0,"SMU",2.5,1.5
"3167","Notre Dame",3,2,2020,8,"South Florida",2.75,4.75
"3168","Oklahoma State",3,1,2020,5,"Tulsa",3.25,4
"3169","Pittsburgh",3,7,2020,1,"Syracuse",3,3.25
"3170","SMU",3,1,2020,2,"North Texas",3,2
"3171","Southern Mississippi",3,3,2020,2,"Louisiana Tech",1.5,3.75
"3172","South Florida",3,0,2020,1,"Notre Dame",1.75,0.75
"3173","Syracuse",3,3,2020,4,"Pittsburgh",1.75,3
"3174","Texas State",3,2,2020,6,"Louisiana Monroe",1,1
"3175","Troy",3,1,2020,0,"Middle Tennessee",3,1.5
"3176","Tulane",3,0,2020,0,"Navy",2,1.25
"3177","Tulsa",3,6,2020,2,"Oklahoma State",1.5,1.25
"3178","UCF",3,0,2020,4,"Georgia Tech",2.75,0.75
"3179","UTEP",3,1,2020,1,"Abilene Christian",0.75,1.5
"3180","UT San Antonio",3,3,2020,3,"Stephen F. Austin",3,3.5
"3181","Wake Forest",3,1,2020,4,"NC State",3,1
"3182","Western Kentucky",3,1,2020,1,"Liberty",2.25,2.75
"3183","Alabama",4,3,2020,1,"Missouri",2.5,4.5
"3184","Appalachian State",4,3,2020,3,"Campbell",2,4.25
"3185","Arkansas",4,3,2020,4,"Georgia",0.75,0.5
"3186","Army",4,1,2020,0,"Cincinnati",1.75,1.25
"3187","Auburn",4,2,2020,5,"Kentucky",1,3.75
"3188","Baylor",4,4,2020,3,"Kansas",3.5,2.75
"3189","Boston College",4,5,2020,1,"Texas State",1.75,3
"3190","BYU",4,4,2020,3,"Troy",1.75,1
"3191","Cincinnati",4,1,2020,2,"Army",1,1
"3192","Duke",4,1,2020,0,"Virginia",5.25,3
"3193","East Carolina",4,0,2020,3,"UCF",1.5,3.25
"3194","Florida",4,4,2020,3,"Ole Miss",4.25,3.5
"3195","Florida International",4,3,2020,1,"Liberty",1.625,5.75
"3196","Florida State",4,0,2020,0,"Miami",1,1.5
"3197","Georgia",4,2,2020,3,"Arkansas",1.75,0.75
"3198","Georgia Southern",4,0,2020,2,"Louisiana",3.25,2.25
"3199","Georgia Tech",4,1,2020,2,"Syracuse",1.5,2.25
"3200","Iowa State",4,5.5,2020,1,"TCU",2.25,2.75
"3201","Kansas",4,1,2020,1,"Baylor",0.25,1.25
"3202","Kansas State",4,3,2020,3,"Oklahoma",2,3.75
"3203","Kentucky",4,1,2020,4,"Auburn",3.25,2
"3204","Liberty",4,5,2020,2,"Florida International",1.25,1.25
"3205","Louisiana",4,0,2020,1,"Georgia Southern",2.25,1.25
"3206","Louisiana Monroe",4,1,2020,2,"UTEP",2.5,2
"3207","Louisiana Tech",4,3,2020,3,"Houston Baptist",1.25,2.25
"3208","Louisville",4,3,2020,2,"Pittsburgh",1.5,2
"3209","LSU",4,5,2020,1,"Mississippi State",2.5,2.75
"3210","Miami",4,6,2020,7,"Florida State",2.5,2.75
"3211","Middle Tennessee",4,1,2020,6,"UT San Antonio",1.5,1.75
"3212","Mississippi State",4,7,2020,0,"LSU",2.25,3.25
"3213","Missouri",4,2,2020,0,"Alabama",1.5,3
"3214","NC State",4,2,2020,0,"Virginia Tech",3,2
"3215","Oklahoma",4,1,2020,6,"Kansas State",2.5,2.25
"3216","Oklahoma State",4,5,2020,9,"West Virginia",2.25,3.25
"3217","Ole Miss",4,1,2020,6,"Florida",2.75,2.5
"3218","Pittsburgh",4,7,2020,5,"Louisville",3.5,2.5
"3219","SMU",4,4,2020,1,"Stephen F. Austin",2.75,1.75
"3220","South Alabama",4,1,2020,3,"UAB",1.25,2.75
"3221","South Carolina",4,2,2020,1,"Tennessee",1.75,1.5
"3222","Southern Mississippi",4,0,2020,0,"Tulane",1,2.5
"3223","Syracuse",4,1,2020,8,"Georgia Tech",1.5,2.75
"3224","TCU",4,2,2020,1,"Iowa State",1.75,1.25
"3225","Tennessee",4,4,2020,4,"South Carolina",2.5,2.75
"3226","Texas",4,0,2020,0,"Texas Tech",2,2.25
"3227","Texas A&M",4,2,2020,3,"Vanderbilt",2.75,3.75
"3228","Texas State",4,2,2020,0,"Boston College",1.5,2.5
"3229","Texas Tech",4,2,2020,1,"Texas",2,5.75
"3230","Troy",4,2,2020,1,"BYU",1,1
"3231","Tulane",4,5,2020,0,"Southern Mississippi",2,1
"3232","UAB",4,2,2020,1,"South Alabama",3.25,3
"3233","UCF",4,2,2020,4,"East Carolina",1.5,1
"3234","UTEP",4,3,2020,2,"Louisiana Monroe",0.75,1.5
"3235","UT San Antonio",4,3,2020,8,"Middle Tennessee",3.5,3.75
"3236","Vanderbilt",4,1,2020,2,"Texas A&M",2.25,1
"3237","Virginia",4,5,2020,0,"Duke",2.75,0.5
"3238","Virginia Tech",4,6,2020,5,"NC State",2.75,3.25
"3239","West Virginia",4,1,2020,1,"Oklahoma State",2.75,2
"3240","Air Force",5,3,2020,3,"Navy",3,1.5
"3241","Alabama",5,0,2020,8,"Texas A&M",2,3
"3242","Arkansas",5,1,2020,1,"Mississippi State",1.5,1.5
"3243","Arkansas State",5,1,2020,1,"Coastal Carolina",2.25,2
"3244","Army",5,3,2020,3,"Abilene Christian",1.25,0.75
"3245","Auburn",5,1,2020,0,"Georgia",1.5,4
"3246","Baylor",5,2,2020,3,"West Virginia",3.75,2.5
"3247","Boston College",5,4,2020,2,"North Carolina",3,3
"3248","BYU",5,3,2020,3,"Louisiana Tech",2.75,1.5
"3249","Charlotte",5,0,2020,6,"Florida Atlantic",1.375,2.75
"3250","Cincinnati",5,3,2020,4,"South Florida",1,1.5
"3251","Clemson",5,3,2020,0,"Virginia",3.5,1.75
"3252","Coastal Carolina",5,3,2020,4,"Arkansas State",3,2.75
"3253","Duke",5,2,2020,1,"Virginia Tech",4.75,2.5
"3254","East Carolina",5,0,2020,0,"Georgia State",1.25,2.25
"3255","Florida",5,4,2020,9,"South Carolina",5.25,3.75
"3256","Florida Atlantic",5,6,2020,3,"Charlotte",1.75,2.5
"3257","Florida State",5,2,2020,0,"Jacksonville State",0.75,1.5
"3258","Georgia",5,3,2020,0,"Auburn",1.75,1.5
"3259","Georgia Southern",5,1,2020,4,"Louisiana Monroe",2.75,1.75
"3260","Georgia State",5,4,2020,5,"East Carolina",1.25,1
"3261","Iowa State",5,2,2020,3,"Oklahoma",3.125,2.5
"3262","Kansas",5,2,2020,0,"Oklahoma State",0.5,0.75
"3263","Kansas State",5,1,2020,2,"Texas Tech",2.25,3
"3264","Kentucky",5,2,2020,0,"Ole Miss",3.25,3
"3265","Liberty",5,6,2020,1,"North Alabama",2.25,1.5
"3266","Louisiana Monroe",5,1,2020,2,"Georgia Southern",2.25,2.25
"3267","Louisiana Tech",5,0,2020,0,"BYU",1.5,2
"3268","LSU",5,3,2020,8,"Vanderbilt",3.5,1.75
"3269","Memphis",5,2,2020,0,"SMU",3.75,2.5
"3270","Middle Tennessee",5,3,2020,0,"Western Kentucky",1.75,2.75
"3271","Mississippi State",5,3,2020,5,"Arkansas",4,2.5
"3272","Missouri",5,2,2020,1,"Tennessee",1.75,3
"3273","Navy",5,1,2020,0,"Air Force",0.5,2.25
"3274","NC State",5,1,2020,7,"Pittsburgh",2.75,1.25
"3275","North Carolina",5,3,2020,7,"Boston College",2.75,5
"3276","North Texas",5,3,2020,2,"Southern Mississippi",2,1.25
"3277","Oklahoma",5,1,2020,6,"Iowa State",2,3
"3278","Oklahoma State",5,4,2020,1,"Kansas",3,4.25
"3279","Ole Miss",5,2,2020,1,"Kentucky",2.75,4
"3280","Pittsburgh",5,2,2020,7,"NC State",4.5,3.5
"3281","SMU",5,4,2020,0,"Memphis",3,2
"3282","South Carolina",5,2,2020,0,"Florida",1.75,1.25
"3283","Southern Mississippi",5,2,2020,1,"North Texas",1,2.25
"3284","South Florida",5,1,2020,3,"Cincinnati",0.75,1
"3285","TCU",5,0,2020,2,"Texas",1.5,1.5
"3286","Tennessee",5,1,2020,3,"Missouri",2.75,3.25
"3287","Texas",5,1,2020,5,"TCU",1.75,0.75
"3288","Texas A&M",5,1,2020,1,"Alabama",2.25,2.75
"3289","Texas Tech",5,1,2020,3,"Kansas State",1.75,4.25
"3290","Tulsa",5,1,2020,2,"UCF",3,1.75
"3291","UAB",5,4,2020,6,"UT San Antonio",3.25,2.5
"3292","UCF",5,2,2020,1,"Tulsa",1.75,2
"3293","UT San Antonio",5,0,2020,4,"UAB",4,4
"3294","Vanderbilt",5,0,2020,3,"LSU",2,1.25
"3295","Virginia",5,2,2020,1,"Clemson",3.5,0
"3296","Virginia Tech",5,7,2020,0,"Duke",3.5,2.75
"3297","Wake Forest",5,3,2020,3,"Campbell",2.5,2
"3298","Western Kentucky",5,3,2020,2,"Middle Tennessee",2,1.75
"3299","West Virginia",5,6,2020,2,"Baylor",2.5,1.75
"3300","Alabama",6,2,2020,3,"Ole Miss",1.75,4
"3301","Arkansas",6,3,2020,0,"Auburn",1.75,1.25
"3302","Arkansas State",6,4,2020,1,"Central Arkansas",1,2.25
"3303","Army",6,3,2020,1,"The Citadel",1.75,1.5
"3304","Auburn",6,3,2020,3,"Arkansas",1.5,2.75
"3305","Boston College",6,1,2020,3,"Pittsburgh",3.75,2.25
"3306","BYU",6,0,2020,5,"UT San Antonio",3.5,2.25
"3307","Charlotte",6,2,2020,3,"North Texas",1.125,4
"3308","Clemson",6,5,2020,2,"Miami",3.75,1.5
"3309","Duke",6,6,2020,1,"Syracuse",3,1.25
"3310","East Carolina",6,4,2020,1,"South Florida",1,1.75
"3311","Florida",6,0,2020,4,"Texas A&M",4.75,5
"3312","Florida International",6,3,2020,5,"Middle Tennessee",1.625,5
"3313","Florida State",6,0,2020,3,"Notre Dame",0.75,1
"3314","Georgia",6,5,2020,0,"Tennessee",2,1.25
"3315","Georgia Tech",6,3,2020,1,"Louisville",1.75,2
"3316","Houston",6,6,2020,5,"Tulane",1.75,1.75
"3317","Iowa State",6,2,2020,0,"Texas Tech",3.125,1.75
"3318","Kansas State",6,3,2020,2,"TCU",2,3.25
"3319","Kentucky",6,2,2020,8,"Mississippi State",3.75,2.25
"3320","Liberty",6,1,2020,2,"Louisiana Monroe",3,1.75
"3321","Louisiana Monroe",6,2,2020,3,"Liberty",2,2.5
"3322","Louisiana Tech",6,1,2020,3,"UTEP",1.5,1.25
"3323","Louisville",6,0,2020,2,"Georgia Tech",1.75,2.25
"3324","LSU",6,1,2020,1,"Missouri",4.25,3.75
"3325","Marshall",6,1,2020,3,"Western Kentucky",1.5,6.5
"3326","Miami",6,3,2020,1,"Clemson",4,4.25
"3327","Middle Tennessee",6,5,2020,3,"Florida International",2,2.5
"3328","Mississippi State",6,2,2020,3,"Kentucky",4.5,3
"3329","Missouri",6,2,2020,4,"LSU",1.25,3
"3330","Navy",6,0,2020,0,"Temple",0.75,1.25
"3331","NC State",6,3,2020,0,"Virginia",3,2.75
"3332","North Carolina",6,1,2020,7,"Virginia Tech",3.25,4.75
"3333","North Texas",6,1,2020,2,"Charlotte",2,1.5
"3334","Notre Dame",6,4,2020,3,"Florida State",2.75,5.5
"3335","Oklahoma",6,6,2020,7,"Texas",1.75,4
"3336","Ole Miss",6,1,2020,2,"Alabama",2.25,3.5
"3337","Pittsburgh",6,5,2020,3,"Boston College",4.75,4
"3338","South Carolina",6,3,2020,0,"Vanderbilt",1.75,1.25
"3339","South Florida",6,1,2020,1,"East Carolina",0.75,1.5
"3340","Syracuse",6,2,2020,1,"Duke",1.75,4
"3341","TCU",6,2,2020,0,"Kansas State",1.25,1.5
"3342","Temple",6,1,2020,0,"Navy",4.5,1
"3343","Tennessee",6,1,2020,0,"Georgia",2.5,4
"3344","Texas",6,1,2020,1,"Oklahoma",1.75,2
"3345","Texas A&M",6,1,2020,3,"Florida",2.25,1
"3346","Texas State",6,0,2020,0,"Troy",1.5,2
"3347","Texas Tech",6,0,2020,4,"Iowa State",1.75,3
