"","team","week","year","L3_avg_down","L3_avg_def_down","L3_avg_distance","L3_avg_def_distance","L3_avg_drive_efficiency","L3_avg_def_drive_efficiency"
"10416","Wake Forest",7,2016,1.9217018622767,1.93808674985146,7.46523677993309,8.52173429207328,-0.649367782414982,-0.468690269897752
"10417","Washington State",7,2016,1.88631338726897,1.9096226602947,7.77480875193616,8.10571315880456,0.760794415742307,-1.44963573777652
"10418","West Virginia",7,2016,1.87202853580185,1.97578241619228,7.50448010515303,8.12450727387729,0.803412434945238,-2.40176335173061
"10419","Western Kentucky",7,2016,1.78194212907835,1.966408355006,7.96629809818664,8.75055938309542,0.393512147189192,-0.59509973245037
"10420","Western Michigan",7,2016,1.87943817878028,1.90334349547426,7.52207602339181,8.23513531891745,1.03225222817071,-0.483875090521538
"10421","Wisconsin",7,2016,2.01604037303266,2.02031926406926,7.94014510674368,9.23068181818182,-0.513673442216499,-2.07360452091158
"10422","Air Force",8,2016,1.92631553512269,1.9407183908046,8.21726381920731,8.22419190370615,-0.165282713680674,-0.613827034662752
"10423","Akron",8,2016,1.9197810772249,1.86802155653288,8.75201622971286,7.43244826386008,0.0557626546531677,-0.334668941946149
"10424","Alabama",8,2016,1.82868700103124,2.16608653760794,7.94760516141063,8.92390704925109,0.436361583068616,-1.77474699690934
"10425","Appalachian State",8,2016,1.9541612111293,1.99444912544405,8.27958235913023,8.73717188105385,-0.67370831682028,-0.775226738584714
"10426","Arizona State",8,2016,2.05473865885266,1.90973571321911,8.1139093990775,8.11165509397865,-0.927867945364841,-0.503851235848273
"10427","Arkansas",8,2016,1.88579756226815,1.88812752651405,8.49999331495554,8.30964288434999,0.364648431042264,-0.652811325716239
"10428","Army",8,2016,1.74452509305609,2.00496041365718,8.03343697856501,8.40112841589156,1.63429775708258,-1.43861692591604
"10429","Auburn",8,2016,1.89558379533853,2.04985661123427,7.73220335211107,8.10922323545825,0.713755552338555,-2.13388147565024
"10430","Ball State",8,2016,1.87541446721703,1.9302845380267,7.71220682992669,8.0537369918877,-1.36901803123816,-0.461697809222995
"10431","Boise State",8,2016,1.88839430706663,2.08538753597662,7.82106789549186,9.0083419608856,0.341805710991961,-1.1276377000714
"10432","Boston College",8,2016,2.08510391755147,2.01929989277955,8.21114938991932,8.79812956745013,-0.930067236198436,-1.62410083552573
"10433","Bowling Green",8,2016,1.99450142315821,1.83828983516484,8.0582271716286,7.94811698717949,-1.32934685029178,0.176218210715766
"10434","Buffalo",8,2016,1.98959704713641,1.92313276795867,8.26797117523584,7.64291701829247,-0.977838120415344,-0.514200342836263
"10435","BYU",8,2016,1.83622081505233,1.92112391502449,7.67718626238631,8.04738020324272,0.297014811011141,-0.323025617430664
"10436","California",8,2016,1.96795245795714,1.86121123422987,8.36726419174532,7.33256354401377,0.307972089415221,0.155570579967241
"10437","Central Michigan",8,2016,1.93071411318813,1.86968961946786,8.84109086463761,7.24322284752504,-1.14224496962902,0.233698723981662
"10438","Charlotte",8,2016,1.93086161387632,1.83457836623021,7.86442873303167,7.85321884567781,-0.874129926500069,0.0463828760988431
"10439","Cincinnati",8,2016,1.92331543447126,1.94475422292212,8.66462990812976,7.94374304674985,-1.08707631534837,-1.08421563520538
"10440","Colorado",8,2016,1.89443303008109,2.00263261975537,8.10692674592489,8.10956273574301,-0.103778848089578,-0.993067316404557
"10441","Colorado State",8,2016,2.00402441659464,1.97836597082418,8.13545653784418,8.01405605117611,-0.752662611635056,-0.00064800994592551
"10442","Connecticut",8,2016,2.04729279144527,1.88373608534323,8.09925824454495,8.06566790352505,-1.40778408025853,-0.670537649365216
"10443","East Carolina",8,2016,1.93439021790667,1.95261611162994,8.38069968533795,7.66391470870457,-1.93489898970519,0.320842363447712
"10444","Eastern Michigan",8,2016,1.87308834418935,1.86844690889635,7.76451764019005,7.64133185790489,-0.618072027707659,-0.427677154685992
"10445","Florida International",8,2016,1.9252503308043,1.91959883764436,8.2749277780974,7.82467947589751,-0.803426051066826,-0.274576645154418
"10446","Fresno State",8,2016,2.05398728562388,1.87932412797044,8.3799782557434,7.57250554923935,-1.3925341190111,0.14181511813598
"10447","Georgia Southern",8,2016,1.99647027091825,1.88001100145262,8.32401082873811,7.98666421003162,-1.27342022600345,0.880674553112704
"10448","Georgia State",8,2016,1.98699036236752,2.00925512811063,8.35662886562671,7.80063609509216,-1.9065197195214,-0.559161192047863
"10449","Hawai'i",8,2016,1.84703444427443,1.83268734737485,8.19045825409317,8.31729306573057,-0.0439502331148489,-0.724054144423922
"10450","Houston",8,2016,1.86944633426084,2.10588155605886,7.90719721897297,8.54586619054704,1.08875374183899,-1.45653260133371
"10451","Idaho",8,2016,1.972641500897,1.79890793275545,8.26679414699036,7.58146572104019,-2.42063257930633,1.80469172535428
"10452","Illinois",8,2016,1.99265203055219,1.89613444476061,8.49858369158423,7.83773056793568,-0.930013190555568,-0.0808808973315107
"10453","Indiana",8,2016,2.02723604897518,2.02370621827304,8.43250891620457,8.15565926574575,-0.478742424743164,-1.48982851033702
"10454","Iowa",8,2016,1.99351487582985,2.0419054131245,8.8029153653277,8.48092241350549,-1.94860404969119,-0.350398612923115
"10455","Kansas",8,2016,1.98986494332962,1.8888182299947,8.42216822277964,8.67336159689101,-2.82328468629048,-0.116254017484841
"10456","Kansas State",8,2016,1.9045966923129,2.04528012643955,7.94938178290201,8.05250608149159,-0.518566603791062,-0.914961863010264
"10457","Kent State",8,2016,2.06590854608654,1.94920280196119,8.0415947500899,8.42389507647325,-1.37373361154542,0.211842629802691
"10458","Kentucky",8,2016,1.90767484498036,1.99820828237769,8.56792379872295,7.99205943674862,0.217822634987463,-1.73765848914462
"10459","Louisiana",8,2016,2.05645178399883,1.97530339805825,7.82949915094147,8.57408087462699,-0.833211015418362,-1.5223634684102
"10460","Louisiana Monroe",8,2016,1.90731176070402,1.82981318648445,7.849489762328,8.16379952191493,-0.855009910960017,0.0429280702268061
"10461","Louisiana Tech",8,2016,1.75341803388022,1.82741071652362,7.75543628304035,8.15965821812596,0.93649932357513,-0.219514678600687
"10462","Louisville",8,2016,1.872777667625,1.97565388554914,8.34899866531546,8.99029147206366,0.558819204954264,-1.34915373458303
"10463","LSU",8,2016,1.89904235716574,2.11471415777375,8.26716002843526,8.2584878582335,0.78717308595141,-2.25340541386833
"10464","Marshall",8,2016,1.98334914031583,1.82389503446977,8.92872289911297,7.91110652670602,-1.0385313862989,1.31797353415498
"10465","Maryland",8,2016,2.01150580262112,1.99072366483667,8.9799292184991,8.69664548319696,-0.524240808576338,-0.833211939050305
"10466","Memphis",8,2016,1.91378755153747,1.994739082472,8.42872289365184,8.08765697818493,-0.501270308120046,-1.09009395803943
"10467","Miami",8,2016,2.00690077140723,2.02828510285123,8.76778756547447,8.9618186368322,-0.301028884543501,-1.19812827746805
"10468","Miami (OH)",8,2016,1.94570630896275,2.01856222003715,8.82466092563805,8.17430890970714,-1.13840272332397,-1.2352609895569
"10469","Michigan",8,2016,1.9145581555436,2.2365029342003,8.32801212412075,9.20515938739623,0.764294705899307,-2.65221073416624
"10470","Michigan State",8,2016,1.98367112538624,1.98203355846349,8.94457533745324,7.77844027015618,-0.362056346629237,-0.74510778444987
"10471","Middle Tennessee",8,2016,1.90062578475212,1.90429645378401,7.09856533267116,6.9025368714464,-0.23676962538485,-0.259953399052373
"10472","Minnesota",8,2016,1.97513713818861,2.02156257149394,8.18378851540616,8.61685494376199,-0.552857911017008,-1.19820522632919
"10473","Mississippi State",8,2016,2.00260419379664,1.9541472160959,8.10214413986564,8.10972234657594,-1.38288455353865,0.101925051146899
"10474","Missouri",8,2016,1.90553566834976,1.93232633179563,8.3249894531049,8.34410094405156,-1.26172688762933,-0.733372395180391
"10475","Navy",8,2016,1.91473188316381,1.96114590798371,7.80395495187851,8.21270634449242,-0.915720287825867,-0.157352179542969
"10476","NC State",8,2016,1.87387655813082,2.07456297097573,8.7960474779648,9.02235409982227,0.413995184353801,-1.74817462972271
"10477","Nebraska",8,2016,1.90399776271487,2.05050524188455,8.03300134015594,8.27219274977896,-0.293448756943086,-1.20577607906445
"10478","New Mexico",8,2016,1.95200527319209,1.83959844078307,7.84709726945795,8.13915102843526,0.11135015930956,0.390381186989902
"10479","New Mexico State",8,2016,1.91917254628356,1.79331738836349,8.47376364267652,7.69479841639364,-1.06363974310089,0.224760060647619
"10480","North Carolina",8,2016,2.01245231484202,2.00606942562388,9.02735867074102,8.06963611883166,-0.589542105064403,0.435898088862464
"10481","North Texas",8,2016,2.01142386199763,1.9645833489609,9.02835977158159,8.70191817475903,-1.06570371243257,-0.693348049285754
"10482","Northern Illinois",8,2016,1.85841682826977,1.91463711552997,7.91462508080155,8.14467774289203,-0.431760324439867,-0.618133809566392
"10483","Northwestern",8,2016,1.99754110886383,1.91654554263566,7.92874087164812,8.07343087955607,-1.0064900554679,-1.24162250658068
"10484","Ohio",8,2016,1.89268707482993,1.9091676201373,8.34737920809349,8.87124332570557,0.436155808842068,-1.39409762866601
"10485","Ohio State",8,2016,1.9739091980135,2.12495520672843,7.83329926413491,8.81973322094713,0.694181559917395,-1.25003729118946
"10486","Oklahoma",8,2016,1.9486576510983,2.00562417654809,8.09264602555074,8.37934988471673,1.04584012793191,-0.85935745387266
"10487","Oklahoma State",8,2016,1.94610729523193,1.99479066604395,8.8433044343755,8.78481277969597,0.627940113415387,-1.28447066960924
"10488","Old Dominion",8,2016,2.0183571231256,1.84026740669743,8.33557621788519,8.38502830840559,-0.625053610365436,-0.368236163685389
"10489","Ole Miss",8,2016,1.90632405569166,1.88814202807895,8.12390901664326,8.72303655824298,0.710713746436935,-1.46095404551733
"10490","Oregon",8,2016,1.94337567763067,1.74429123471749,8.05679750072991,7.79281092326531,-0.20500602370205,0.824811594621922
"10491","Oregon State",8,2016,1.96917852583447,1.93968670837207,8.40096866321844,7.38276638050461,-0.43255761822748,-0.718338077538466
"10492","Penn State",8,2016,1.97990642405043,1.9618769283612,8.43347677732221,8.39501276197583,-0.148687850050396,-0.873844520399842
"10493","Prairie View",8,2016,2.0485160912191,1.70114370629835,8.92474245821058,7.51612708332149,-3.5206777058563,1.57714362839959
"10494","Purdue",8,2016,1.96584250391718,1.87907835110744,8.12066959905695,8.20180013519347,-0.285819635530939,0.268961144594472
"10495","Rice",8,2016,2.03087807827779,1.93667933635769,8.8279586960885,8.27147666675758,-0.337432094423875,-1.2660115264561
"10496","Rutgers",8,2016,2.13785891527827,1.91578919310217,8.94697802197802,8.65674865273857,-1.63598195314698,-0.335485048487
"10497","San Diego State",8,2016,1.90329609619767,2.03018400074156,8.72434053626085,8.48300223628105,-0.850890275364625,-0.653742765472837
"10498","San José State",8,2016,1.94737442373938,1.87964658076544,8.6288528156303,7.22580083598015,-1.66093794850557,-0.0618137184196566
"10499","SMU",8,2016,2.08557036917331,1.94866731029522,8.01937109459168,8.19404430625361,-1.24436317290066,-1.17525371381703
"10500","South Alabama",8,2016,1.93732065777211,1.94039719567719,8.91182210402945,8.40558394206234,-1.00707972260186,-0.488634964885776
"10501","South Carolina",8,2016,2.04494384924473,1.91937609859623,8.56517229896073,8.41498323248524,-0.58802936794361,-1.31369191800404
"10502","South Florida",8,2016,1.90763230190862,1.97858819885451,7.87713345864662,7.72558876062032,0.945844794610855,-1.42642416739936
"10503","Stanford",8,2016,1.99770142949968,2.00488087596308,8.53102726545709,8.15071013768776,-2.54880221462308,0.829200462763128
"10504","Syracuse",8,2016,1.98852402393003,1.96606545076832,8.17565749467923,7.74443785256041,-1.13678689015912,-0.743852665330846
"10505","TCU",8,2016,1.92265037593985,2.04521367521368,8.14813074352548,8.1469301994302,-0.440899137464345,-1.09362973146629
"10506","Temple",8,2016,1.88676910299003,2.04348039215686,8.32575581395349,8.51852941176471,-0.542680793474496,-1.64137469065746
"10507","Tennessee State",8,2016,1.96116504854369,1.17821782178218,8.07766990291262,6.22772277227723,-3.03599414437476,3.25243381271089
"10508","Texas",8,2016,1.9425609371282,2.03064274190985,8.21865384814343,8.21868801258821,-0.72121723593104,0.794896780431793
"10509","Texas A&M",8,2016,2.03046438959042,1.90571909600547,8.19849234742402,9.1037439469715,-0.72289792319147,-1.01229033540363
"10510","Texas State",8,2016,1.96434974311868,1.88630484283655,8.57921434687863,7.86536203181889,-1.18349705187677,-0.0130196121174564
"10511","Texas Tech",8,2016,1.79477485010094,1.84246627608421,8.79521324836542,7.73826523591204,1.55361819658177,-0.202568223710629
"10512","Toledo",8,2016,1.81543279072595,2.06076221494008,7.82773881667223,9.1329931374708,0.488314403475617,-0.62454498449979
"10513","Troy",8,2016,2.06056311251011,1.99847392191142,7.6583197088344,8.45348557692308,-0.747720767401486,-1.37696330066312
"10514","Tulane",8,2016,2.0586493715828,1.99383181726748,8.54952745989501,8.3591784355524,-0.518862768044884,-1.456667903305
"10515","Tulsa",8,2016,1.91357132936331,2.01656381634795,8.09989072808729,8.40952596902408,-0.685133233958208,-0.90793170329969
"10516","UCF",8,2016,1.98928065949892,1.98470418561753,8.4566881036923,9.19736506831355,-0.514829912305966,-1.10853501404953
"10517","UCLA",8,2016,1.99177851610632,2.02176173499703,8.72459569177962,8.15500594177065,-1.02526478518171,-1.35648052932138
"10518","UMass",8,2016,1.88125934374181,1.83296460176991,9.25544377315065,8.01731137908849,-0.756859967409161,-0.142705989277895
"10519","UNLV",8,2016,1.91158583085488,1.94452296415368,7.6314757619665,8.20507312117698,-0.432949267396116,-0.571149147727722
"10520","UT Martin",8,2016,1.96506779995307,1.81682621753118,8.23317058177384,8.12251026165232,-2.56333044617875,2.07803880758126
"10521","Utah",8,2016,1.9510209532531,1.87553242755876,8.092599860457,9.14144307300087,-0.0229380622925357,-0.772719960513659
"10522","Utah State",8,2016,2.04265310904118,1.96905978500843,9.02667917870053,8.3408491762906,-1.25588240950707,-0.521278938423485
"10523","Vanderbilt",8,2016,2.00269966020438,1.96617832355614,8.43854264142408,7.9094553610918,-1.67306774692748,-0.199824387652549
"10524","Virginia",8,2016,1.96598846531364,1.95870167562503,8.22668296987691,7.52293249741023,-0.687547367314696,-0.877346782389184
"10525","Virginia Tech",8,2016,1.96249222999223,2.08432353554305,8.19872863247863,8.88011257035647,-0.489526769253439,-1.74513970029316
"10526","Washington",8,2016,1.80174417332312,2.08503661576696,8.03850083889558,8.20845353402712,1.14843280741769,-1.36464252927714
"10527","Washington State",8,2016,1.87271797367356,1.9533726602947,7.86102906315647,8.25110006356646,1.38415260335942,-2.29718864051734
"10528","West Virginia",8,2016,1.84547167450824,1.95878241619228,7.60876436535475,8.41350727387729,0.821817217867609,-1.4834302841803
"10529","Western Kentucky",8,2016,1.74821197034819,1.93609323733547,6.99209174898029,7.35018044412454,1.0066163735039,-0.813400185113938
"10530","Western Michigan",8,2016,1.85261069340017,1.86036103933391,6.99968323586745,8.42074935400517,1.26864618021627,-0.632807494752534
"10531","Wisconsin",8,2016,2.07369252879005,2.0177682436611,8.17584298752456,9.01693722943723,-1.0580318244841,-1.19175225450082
"10532","Air Force",9,2016,1.94617250408191,1.9382183908046,8.11752249236617,8.15136722838147,0.0620584991680389,-1.12900704275734
"10533","Akron",9,2016,1.915611946533,1.9162007709355,8.34687134502924,7.44518353390918,-0.508924316158701,0.0373581830464403
"10534","Appalachian State",9,2016,1.87495778611632,1.97980433940333,7.87552164299116,8.47567762818029,-0.231912874388077,-1.30870668169958
"10535","Arizona",9,2016,1.93260532148717,1.84803755312194,7.92013066379192,8.24953170970906,-1.0220953884977,0.276915274475934
"10536","Arizona State",9,2016,2.13086045372446,1.88532384676002,8.34387734779545,8.62588273625508,-1.07734499840573,-0.366576584391672
"10537","Arkansas State",9,2016,1.90686657358903,2.06872222563294,8.76827031420792,9.01071541574774,-0.311072331529278,-1.79605377441335
"10538","Army",9,2016,1.76202509305609,1.93456912684799,7.98402521385913,8.78742329285808,1.32487200140176,-0.860486634018445
"10539","Auburn",9,2016,1.86627707264946,2.01790653655964,7.18440923446401,8.3979740355436,1.38729049726535,-2.69700963401984
"10540","Baylor",9,2016,1.97286199505459,1.94958742402992,8.27990941511709,8.56054230949042,0.197391426741051,-0.777365332821935
"10541","Boise State",9,2016,1.87221889369496,2.01959806229241,8.21239308120957,9.13728932930665,1.12724445865598,-1.61777220574338
"10542","Boston College",9,2016,2.02732952730757,1.99632370230336,7.86709451187054,8.74646290078346,-0.00515053647635275,-2.3153799828026
"10543","Buffalo",9,2016,1.96644889898826,1.90100708600272,8.44019339745806,7.41691176470588,-2.01088408801907,0.327660471229856
"10544","California",9,2016,1.97200007700476,1.85400189642089,8.36035942984056,7.4494005900925,0.299224796794784,0.638809625009191
"10545","Central Michigan",9,2016,1.91423603680906,1.89727684596106,8.79420260438302,7.50487275882013,-1.0633512099414,-0.0439327236894267
"10546","Cincinnati",9,2016,1.91545796267756,1.92029271014871,8.39825297973924,7.77238722774835,-0.631968083101233,-1.34567490215493
"10547","Clemson",9,2016,1.87140675764375,1.99314945331936,8.04675810561071,9.09632582594907,-0.0602543606514187,-1.76439166540872
"10548","Connecticut",9,2016,2.04551153855363,1.91104819155385,8.20051206151543,8.24540462719741,-1.62459486299621,-0.652591271305283
"10549","Duke",9,2016,1.9603652826551,1.92919579016489,7.44492602866389,8.79294889099664,-1.87358042367165,0.197707468397398
"10550","East Carolina",9,2016,1.94191298953972,1.95451493164893,8.24691634116098,7.81785476024397,-2.01207354261087,0.466868903247305
"10551","Eastern Michigan",9,2016,1.89484079516974,1.80414549218897,7.44864754215083,7.59834211682038,-0.803069252141809,1.00439564213643
"10552","Florida",9,2016,1.94944075469204,2.07215420332356,8.15728372187495,8.63793336591724,-1.07424260281576,-1.90803901913104
"10553","Florida Atlantic",9,2016,1.92758591925259,1.82527110792176,7.93114245197579,7.57082909318916,-1.11760971018552,-0.361565950084168
"10554","Florida International",9,2016,1.87098943725769,1.89736462932601,7.99755601858278,7.665863702195,-0.0252622378477663,-0.153605330540476
"10555","Florida State",9,2016,1.90283973134156,1.98281783036201,8.25867098990601,8.82766909926805,-0.000932215696640336,-0.251375787596843
"10556","Fresno State",9,2016,2.06504265537491,1.8316366560351,8.2435605671518,7.31929495202336,-1.61076991944883,0.767851287952898
"10557","Georgia",9,2016,1.93955676361582,1.99610823071293,8.38687455954898,8.45220032257808,-0.839231765330143,-0.750135672263835
"10558","Georgia Southern",9,2016,1.9628785396521,1.87052304964539,8.28037681417386,8.35320035460993,-1.77104567546392,1.60267910589927
"10559","Georgia State",9,2016,1.92818083855799,2.05951780743978,8.47400981800766,8.26848313489818,-1.3339582383344,-1.63468895023424
"10560","Georgia Tech",9,2016,1.9165519686353,1.8645101986044,8.16073365031698,7.93244400057806,0.681636847971434,-0.609491794193792
"10561","Hawai'i",9,2016,1.87107290581289,1.92000063353837,7.95984511723003,8.02862364749157,0.00339380144529125,-1.29702445750481
"10562","Houston",9,2016,1.93185793256352,2.06560267686246,8.28364111336241,8.38075252414471,0.322346805668683,-0.729962928772479
"10563","Illinois",9,2016,1.99999008723236,1.86898245263075,8.73618490615913,7.81471040069515,-1.85286672974256,0.77304463413714
"10564","Indiana",9,2016,2.08304412978326,2.01002218025272,8.33654932024497,8.37124431982638,-1.42844533751172,-0.877762502250724
"10565","Iowa State",9,2016,1.90336053958684,1.93860781315584,8.17946836665231,8.27245907537327,0.0312299497014936,-0.300569004924929
"10566","Kansas",9,2016,1.96121910999628,1.85220671038686,8.22772377833519,8.38920105767532,-2.04578333210292,-0.0357837413381889
"10567","Kansas State",9,2016,1.94883769067624,1.94428913544856,8.37992597275471,8.22268626167177,-0.617289858948741,-0.295367844988455
"10568","Kent State",9,2016,2.03576148726301,1.93994479870562,8.03105553440362,8.72839182091166,-0.551032595851836,-1.1705500389632
"10569","Kentucky",9,2016,1.97385646314218,1.97788426787307,8.3706790742505,8.15014810208959,-0.0940952196506755,-1.60533511580065
"10570","Louisiana Monroe",9,2016,1.9073476184206,1.73558459884974,7.84364495452536,7.61043404639971,-0.943892548582385,0.564311746751236
"10571","Louisiana Tech",9,2016,1.71998614260519,1.8321520069792,7.62017847621391,8.24121356753845,1.49458426759365,-0.423238386669524
"10572","Louisville",9,2016,1.93199368096945,2.00517516214488,8.71195738091179,8.67985264227642,0.540887823881929,-1.41462155057842
"10573","Marshall",9,2016,2.00014662854189,1.8682782083913,8.85556748310041,7.90891054778742,-1.51595682673219,0.956536600555498
"10574","Maryland",9,2016,1.98208007884324,1.95364075280431,8.76878778518159,8.56724710099271,0.259287378835791,-1.37201069415701
"10575","Memphis",9,2016,1.92782696040446,1.92081494760066,8.26739284439076,7.81796975546976,-1.33328336071086,0.535903425370049
"10576","Miami",9,2016,2.03322961619816,1.98985164436145,9.01484638900388,8.94226294221392,-1.02449951413459,-0.682937227396189
"10577","Miami (OH)",9,2016,1.94576611757519,2.01361964801681,8.67143126056628,7.97058079824037,-0.769025031936077,-1.07216738993416
"10578","Michigan",9,2016,1.87419227763547,2.26226204351204,8.34802107222176,9.17433954933955,1.46188653585718,-2.93134484398693
"10579","Michigan State",9,2016,1.954271019678,1.93103507514701,8.43281529516995,7.94995189806316,-0.738934182082849,0.213342650063047
"10580","Middle Tennessee",9,2016,1.90105208259221,1.89180544012477,7.07215854979886,6.93197612378285,-0.198046303111142,0.194192869273752
"10581","Minnesota",9,2016,2.01801908263305,2.01421260180309,8.29246907096172,8.72020915673431,-1.05627393904212,-1.1979464408933
"10582","Mississippi State",9,2016,1.93136575165598,1.90829809993428,7.97269611520887,7.88844709405069,-1.14503630767033,0.0900964175951403
"10583","Missouri",9,2016,1.8609000408194,1.90867376732157,8.11972629521017,8.15576785219413,-0.685473224820816,-0.434490796623151
"10584","Navy",9,2016,1.9484700263084,1.95050999217538,7.63634213210272,8.2710732649283,-0.444210523561984,0.271902996255248
"10585","NC State",9,2016,1.9803420753722,2.05634769467959,9.47029316761997,9.06699886193022,-1.20712967154883,-0.97316331794222
"10586","Nebraska",9,2016,1.91601986546278,2.07898625454278,8.85968891482739,8.20337232969271,-0.595626333422394,-1.85716507918547
"10587","New Mexico",9,2016,1.84294843721089,1.81739148107611,7.56632975994799,8.23690743869167,1.36929933726287,-0.364978355954953
"10588","New Mexico State",9,2016,1.93825149365198,1.8091442617485,8.67863206372915,8.11724967314722,-1.40299081298118,-0.0205322934654916
"10589","North Texas",9,2016,1.91879998812376,1.99551118401244,9.03136277458459,8.66348579149644,-0.32969336866054,-0.95398461600841
"10590","Northwestern",9,2016,2.00650918724563,1.9370000880902,7.60513941779224,7.9321971133223,-0.845829758202888,-1.20891477629735
"10591","Notre Dame",9,2016,2.00362668010017,1.96180270126313,9.01125968270656,7.98803199917221,-0.579704126123781,-1.63548642228537
"10592","Ohio",9,2016,1.88818922305764,1.99079592363261,8.60590498682604,8.75327657378741,-0.913794881622696,-1.07160461450566
"10593","Ohio State",9,2016,2.01706395991826,2.14496239063648,8.22876057365872,9.06905074968276,0.201354716224664,-1.43350449492136
"10594","Oklahoma",9,2016,1.86541228398594,1.96822909261524,7.92952732979658,8.85531286433304,1.03786953889376,0.252443789982231
"10595","Oklahoma State",9,2016,1.94442797280202,1.93632831894915,8.57176529886148,8.65560788672961,0.173620431794417,-0.772648136137833
"10596","Old Dominion",9,2016,2.02529627212667,1.74726209739998,8.64749477820241,8.40530858992183,-0.237649189793388,0.1434418667475
"10597","Ole Miss",9,2016,1.93959659347175,1.88415089725856,7.94287722925399,8.72392347620307,-0.244789820220732,-0.780108891418708
"10598","Oregon",9,2016,1.91461461568377,1.77142086434712,8.17339771467526,7.87234796030235,0.0273468499221475,1.05783261897812
"10599","Oregon State",9,2016,1.9440098348763,1.96110852922685,8.40282426375825,7.45509127812091,-0.961920506194447,0.447690618568898
"10600","Penn State",9,2016,2.04798928921897,2.01254138018844,8.60155964249075,8.54259374204227,-0.390216004439737,-1.128816703931
"10601","Pittsburgh",9,2016,1.86396326087048,1.94369213500442,7.26507789652119,8.28308162114004,1.17358636371671,0.0996248523114572
"10602","Purdue",9,2016,2.03255881069305,1.88724242916399,8.32059513889314,8.77925931480318,-1.45839784571874,0.687562671329158
"10603","Rice",9,2016,1.91850140163441,1.92708162347225,8.55016244290149,8.32906294407022,0.340919988893658,-1.34846309288958
"10604","Samford",9,2016,1.96789530285159,1.78627448321007,8.38977832512315,7.84357959450442,-3.16886650099926,1.73445456684519
"10605","San Diego State",9,2016,1.88984500924115,2.06981814708303,8.46292749278259,8.69296158587455,0.0470810657646814,-1.83933273033026
"10606","San José State",9,2016,2.00645301452529,1.90632927307314,8.62214549855713,7.54214698982631,-1.74431055237702,0.0505193422996157
"10607","SMU",9,2016,2.12301584895126,1.97476621139412,8.32941768459961,8.51524393995324,-1.05696730697892,-1.15836170761379
"10608","South Alabama",9,2016,1.96566368102792,1.94523359405312,9.22465244229584,8.40600190241581,-0.344068116152975,-1.42051245924775
"10609","South Carolina",9,2016,2.01012649764656,1.94677757642874,8.7613290721723,8.34584178280192,-0.574640546217704,-1.11679338141712
"10610","South Florida",9,2016,1.92065501279542,1.97511597663229,8.35581947162427,8.09106240734397,0.149463264955988,-1.239870661882
"10611","Southern Mississippi",9,2016,1.95212414911797,1.90192164941711,7.69588799957324,9.00850288582594,-1.28284340776411,0.291293417403017
"10612","Stanford",9,2016,1.98747107719615,1.97459030578764,8.8951194063785,8.25309500610882,-2.22074209058037,0.0156376415500295
"10613","TCU",9,2016,1.93474231464738,2.0174358974359,8.7981640546514,8.49270566239316,-1.59175872020908,-0.0670425043023214
"10614","Temple",9,2016,1.91075166112957,2.05966357775987,8.70226520572451,9.10847703464948,-0.694310409197489,-1.36553657339484
"10615","Tennessee",9,2016,1.96569359652693,1.94638102516392,8.43694647944648,8.21841856060606,-1.22318844810332,-1.15107655683012
"10616","Texas",9,2016,1.93744599459946,1.99215830967542,8.22445844584458,8.32633453273473,-0.738951499864793,0.630685058280848
"10617","Texas A&M",9,2016,1.96219504991435,1.87106968578267,8.5803022919251,8.99537238733847,-0.960126786052792,-0.745836006801309
"10618","Texas Tech",9,2016,1.86875797129629,1.82064754859321,9.07506244593045,7.87785107024578,1.37270655891524,0.0692279681802902
"10619","Toledo",9,2016,1.81435479453064,1.97091259087992,8.1659759758352,8.92021118258358,0.329030955316871,-0.443792019061972
"10620","Tulane",9,2016,2.0526270449083,1.99439204135711,8.40418374661651,8.05203557840954,-1.10306557834871,-0.425741634019343
"10621","Tulsa",9,2016,1.91167114621313,2.01733237146433,7.97015171709828,8.29240365896699,-0.238358687435857,-0.639427129359099
"10622","UCF",9,2016,2.00322814120361,1.99715619612471,8.29151376017099,8.74540507639599,-1.09899583812186,-0.837916087715571
"10623","UMass",9,2016,1.87164395912643,1.8377581120944,8.97973733672992,8.08011865539135,-1.34771076050804,0.177246094549531
"10624","UNLV",9,2016,1.9023913019795,1.96280089388227,7.91802591394218,7.89547918050793,-0.458174495364396,-0.152416407652375
"10625","USC",9,2016,1.7869960806271,1.98383110062424,7.89951427771557,9.08186682277619,-0.143960729641775,-0.705346816933995
"10626","UT San Antonio",9,2016,1.97279661250249,1.94814408910205,8.68983901300078,7.92445722420845,-1.13031477220925,-0.156762072988079
"10627","Utah",9,2016,1.99574884440956,1.91466794157745,8.42151142508285,9.16743606365508,-1.19385728400778,0.0352086354440036
"10628","Utah State",9,2016,1.96433291498418,2.03027259965374,8.5976009494707,8.08146702526085,-1.07497835995582,-0.261153155036919
"10629","UTEP",9,2016,1.97378042408951,1.79910340923105,8.79434405025868,7.74814768102781,-0.772269258541274,0.82217354630187
"10630","Virginia",9,2016,1.99317340012774,1.88430949803518,8.53711271396189,7.57809898789649,-0.0748797565572929,-1.10275910461526
"10631","Virginia Tech",9,2016,1.96283536724713,2.05265208647562,8.38725804424334,9.0143665158371,-0.386691373943584,-1.49729916060384
