"","team","week","year","L3_avg_down","L3_avg_def_down","L3_avg_distance","L3_avg_def_distance","L3_avg_drive_efficiency","L3_avg_def_drive_efficiency"
"18198","Oregon State",8,2021,1.68556164776488,1.85989189704246,8.19569989004604,8.3138143407779,0.7182515118641,-0.764010849371775
"18199","Penn State",8,2021,1.98344793048374,2.08610870655774,8.74793083921153,8.6858342574362,-0.0192669990445905,-2.53017325880403
"18200","Pittsburgh",8,2021,1.68253968253968,1.94364617813904,7.94408369408369,8.21951372734014,0.960892585520319,-0.980542357192676
"18201","Purdue",8,2021,1.9704279373006,2.00296717171717,8.1463087806908,8.48242424242424,-1.05272298997428,-1.59013525757098
"18202","Rice",8,2021,1.971245681772,1.83469678469678,8.63073995965524,8.81941731108398,-0.252503870348735,-0.855059046095653
"18203","San Diego State",8,2021,1.88911351660521,2.04100831600832,7.95549176736884,8.97478714978715,-0.288095455411972,-2.52445996641643
"18204","San José State",8,2021,1.88778467908903,1.9001269008353,8.2343685300207,7.95107232098237,-1.31796377984197,-0.572636275697267
"18205","SMU",8,2021,1.76263667332322,1.92355625407635,7.87424448792578,8.76233014867752,-0.113383630694904,0.374655195230808
"18206","South Alabama",8,2021,1.89303515551688,2.13098678315412,8.1165965773733,9.25027441756272,0.831612660006428,-1.80993233455804
"18207","South Carolina",8,2021,1.96907317488713,1.88983758260921,9.31213263480705,8.19523182826059,-0.585008203013586,-1.38264786865521
"18208","South Florida",8,2021,1.91398072368076,1.80253937033783,7.6774014324042,8.07562560102284,-0.696397736469209,0.409560668974956
"18209","Syracuse",8,2021,1.94104882383935,1.9273174084113,8.29165116015393,8.15482576063057,0.257126293809794,-1.27988446461257
"18210","TCU",8,2021,1.95233258615859,1.8640369665308,8.30839552429531,8.03245367914608,0.429762842221246,1.05940473905799
"18211","Temple",8,2021,1.92696156727075,1.91013025819261,7.89153532879599,7.93566466239116,-0.148319608060645,-0.919779414943946
"18212","Tennessee",8,2021,1.80241434627663,1.91878243693579,8.4595172916036,8.73872061504363,0.0606376561746369,-0.110717195701442
"18213","Texas A&M",8,2021,1.97635957425114,1.97810764090582,9.5879172002415,8.67448529591048,-0.20733561287307,-0.404591614252691
"18214","Texas State",8,2021,1.90016106222502,1.83162217803661,8.70746946073981,8.67534647776298,-0.396437604127343,0.340710635010544
"18215","Texas Tech",8,2021,1.86365000872162,1.90539263670229,8.03001087798527,8.20340203425848,0.0170478747155179,1.59176771049962
"18216","Toledo",8,2021,1.93109184774233,2.06626702272338,8.56449106179689,8.79424418612879,-1.35234696860926,-0.626648745634682
"18217","Tulane",8,2021,1.94298357293259,1.94516505000376,8.50492402216322,7.86209646088678,-0.918106435030917,0.850063657944352
"18218","UAB",8,2021,1.8905215370285,1.9420128935313,8.39112456704378,9.12143811785706,-0.53577374952173,-1.17084172348949
"18219","UCF",8,2021,1.99687111932366,1.82845878136201,8.02405191454978,7.75329749103943,-1.2508972046326,0.465201291461018
"18220","UCLA",8,2021,1.93423182971975,1.91246171896583,8.11595116628283,8.45107104774643,-0.645946806711323,0.483993716654665
"18221","UMass",8,2021,2.00089034422303,1.8224447414682,8.28130867962311,8.07252932282615,-0.58740761889627,0.097323063411829
"18222","UNLV",8,2021,2.00174298005521,1.87332761327908,8.90949688185687,8.42372155024196,-1.74398193193918,0.465784123030904
"18223","USC",8,2021,1.80662460478757,1.86110182271178,8.80454711378855,8.64683882666626,0.270281823233887,0.0266685519399622
"18224","UT San Antonio",8,2021,1.88573720086325,1.94143690865577,7.41519485286992,8.69893742849711,0.130250296168075,-1.00842975016528
"18225","Utah",8,2021,1.80468883205456,1.92487703568431,8.48986889703002,9.29270061263945,-0.0938453647913899,-1.14298489424562
"18226","Utah State",8,2021,1.92082113749484,1.8107450218443,9.3088461395553,8.54635009586825,-0.424630912463556,0.102047661255111
"18227","Vanderbilt",8,2021,2.0801078695972,1.82661646586345,8.27599802054754,8.33515060240964,-1.45970587943431,0.492369338762944
"18228","Virginia",8,2021,1.85567290031725,1.98033293460925,8.78251560883426,7.96885964912281,-0.0342895129862015,-0.595454035731155
"18229","Virginia Tech",8,2021,1.98955790450151,1.99335070697537,8.30267913086287,8.41036348998844,-0.360939498718469,-1.47331297065654
"18230","Wake Forest",8,2021,1.97417568129811,1.8008723879083,7.94061438180431,8.70167123148712,0.379132230230061,-0.270009887191843
"18231","Washington",8,2021,1.8827954939797,1.97351882714692,7.87878481167955,8.25213803859212,0.547676437111752,-1.7496422392226
"18232","Washington State",8,2021,1.8398691658789,1.93284757699737,8.57826961742273,8.36060832697427,-0.609862238858488,-0.859072093168293
"18233","West Virginia",8,2021,1.95637121657361,1.96900952171286,8.47815449878292,8.05295994133153,-0.60355398943217,-0.118974080658304
"18234","Western Michigan",8,2021,1.88654781559413,1.9103583886297,7.78024516567377,8.88676817500294,0.44578320712364,-1.24577410051405
"18235","Wisconsin",8,2021,1.9251736323447,2.15497867133652,8.17408406657897,8.32436777351204,-0.340009948355446,-1.51317431660958
"18236","Wyoming",8,2021,1.85885446075663,1.98366323107993,8.29997176736307,7.63196014786537,-1.00230724488942,-0.912341767991468
"18237","Appalachian State",9,2021,1.8421231650555,1.96288403305947,8.13862781954887,8.63551094954604,0.0816085555416976,-0.186109561369471
"18238","Arizona",9,2021,1.99051470377117,1.9313176608225,8.88502041568813,8.04733218229065,-1.59301434357127,0.158895127120531
"18239","Arizona State",9,2021,1.77418782964665,1.91535800936418,8.54861521957165,8.64812055233058,0.601937861336761,-0.757029896254711
"18240","Arkansas State",9,2021,1.99803872053872,1.78957285993576,9.40158305905497,8.03571894055765,-0.925192267796333,0.863397487414301
"18241","Auburn",9,2021,2.04746324871679,2.01957016437537,7.95887085493677,8.24139324803969,-0.908002179847874,-0.653967489389422
"18242","Baylor",9,2021,1.99891892708563,2.00445806631374,8.04533397071652,8.77669567172353,0.794430865442691,-1.40179700142
"18243","Boise State",9,2021,1.88091856060606,1.8801773594053,8.02170859076199,8.45317954104719,-0.116030514901848,-0.176730456710167
"18244","Boston College",9,2021,1.99515814370303,1.88491134233625,8.53663656675541,8.53524933606087,-0.844166021897861,-0.225193210854178
"18245","Bowling Green",9,2021,1.99598964254137,1.86557392599996,8.75659972211696,8.28572935754345,-1.57551077577026,0.37157766226981
"18246","Buffalo",9,2021,1.87013140503044,1.85138166589807,7.98693245456754,8.34978863960755,0.317436474460751,-0.506568911414764
"18247","BYU",9,2021,1.87573075793184,1.93623436569387,8.6101856812055,7.79164124066784,-0.901777089422235,1.09389900976591
"18248","California",9,2021,2.02322774181452,1.91097499543782,8.69486779681523,8.82430046534262,-0.998320770142253,-0.976368796793111
"18249","Charlotte",9,2021,1.82556290186468,1.7699911943466,8.22238445278941,8.09086767630751,-0.0300591790629581,0.337112328307147
"18250","Cincinnati",9,2021,1.81191141377103,2.13449316432056,8.41903992782725,8.45964449373139,0.343423563414971,-1.55117053226586
"18251","Clemson",9,2021,2.01514478334529,2.00088925559223,8.6145645277069,9.26674253052217,-1.82443296657471,-0.138826773511225
"18252","Coastal Carolina",9,2021,1.75566209084468,2.06315560026828,8.77100045014371,8.90494802146211,1.84685908230919,-1.19836627705072
"18253","Colorado",9,2021,1.98707251181924,1.84594518301441,8.26926312652218,8.55687247118072,-1.30948229278245,-0.258400247863502
"18254","Colorado State",9,2021,1.9070358055599,1.99789396354811,7.78804920982632,8.99802274674027,-1.28475448633699,-1.02512668107529
"18255","Duke",9,2021,1.97443468221115,1.87458416087388,8.22114884589752,8.69583427372032,-1.29758892797879,0.232749398414373
"18256","East Carolina",9,2021,1.89591179883136,1.91205866982278,7.80474183046662,8.52766715169649,-0.602049337134285,-0.954789928316217
"18257","Florida",9,2021,1.91364027538726,1.98289611465366,8.1479680627271,8.22640738309577,0.0607543952875112,-1.37063348812934
"18258","Florida Atlantic",9,2021,1.82355047558681,1.96035628019324,8.46656325029807,8.66695075757576,-0.845443228947889,-0.209799683180168
"18259","Florida International",9,2021,1.9394164895483,1.70664493390218,8.63898725858859,7.92241974039609,-1.37068239682439,1.85419122546307
"18260","Florida State",9,2021,1.79914874450895,1.97955500520745,8.6663041889764,8.78291730918799,1.61441519783493,-1.18238405121779
"18261","Fresno State",9,2021,1.8801885821795,1.89976704018121,7.86892950583532,8.63801561070114,-0.174411089742631,-0.800317807634197
"18262","Georgia",9,2021,1.92028328073866,2.18525883838384,7.61286465638149,8.90407986111111,1.09006613542618,-2.05732998458524
"18263","Georgia Tech",9,2021,1.85879797049454,1.82881350858879,8.56941333138411,8.43072626499593,0.0145670324440745,0.449668059985553
"18264","Hawai'i",9,2021,1.76575457093461,1.92234759358289,8.44174356453707,8.10372489601901,0.0220469308360446,-0.63777980971707
"18265","Houston",9,2021,1.93608999720595,2.0208986415883,8.43371611160179,8.69186943324874,-0.131133154580658,-1.19013136109873
"18266","Illinois",9,2021,1.95935065879438,1.85060630673648,8.58321882814684,8.49819418566601,-1.76397138647255,-1.12159491382522
"18267","Indiana",9,2021,1.99046297372704,1.87366671882437,8.47593817740295,8.72931779310503,-1.21056548860125,0.550441982019236
"18268","Iowa",9,2021,1.94625097815596,2.04803698693016,8.96775262034713,8.70306925889241,-0.400283764104185,-1.96890755235287
"18269","Iowa State",9,2021,1.91319385919587,1.88457588180558,7.67493548066216,8.50120642597859,0.342622665588155,-0.852676689331954
"18270","Kansas",9,2021,1.89553862030642,1.73638646093889,8.35235175041677,7.97158736404261,-0.422624111809695,1.48805481405901
"18271","Kansas State",9,2021,1.91514857881137,1.95344409534068,8.71658591731266,8.3931636659873,-0.099875212214031,0.577230236533812
"18272","Kentucky",9,2021,1.94552122347066,1.96381066849817,7.6111177991796,8.31405677655678,-0.597476231485231,-0.850303518248164
"18273","Liberty",9,2021,1.79408993305545,1.90899392962805,8.84673519009726,8.25413179320259,-0.682334716247962,-0.33705011286272
"18274","Louisiana",9,2021,1.88515022264796,2.01898496240601,7.84090180388658,8.76674621948129,0.48017238865468,-0.811745366873737
"18275","Louisiana Monroe",9,2021,1.90816653584511,1.66908833287261,8.22814053506018,7.90499124875315,0.135885300470824,0.542660958976008
"18276","Louisiana Tech",9,2021,1.92731437984154,1.87641151204981,8.45856981941063,8.28547358293279,-1.39945308110016,-0.390914839868349
"18277","Louisville",9,2021,1.8505104463907,1.9509345004886,8.27029616001771,8.13370023836269,-0.166754495057678,-0.504192459497459
"18278","Marshall",9,2021,1.88481457397774,1.88731220907997,8.47715729810443,9.1306443238741,-1.09923592255571,-0.0211838540443756
"18279","Maryland",9,2021,1.89984514968161,1.85032636281158,8.30998032013923,8.16092948706721,-0.865538742905807,1.04393431816173
"18280","Miami",9,2021,1.99011870325394,2.02442370773556,8.85853649831195,8.85692985415683,0.493795999330834,-0.770050497219719
"18281","Michigan",9,2021,2.0580891053311,2.04174963828126,7.47282531110048,8.28347345293266,-0.197895607977085,-1.53422843584854
"18282","Michigan State",9,2021,1.90222405208274,1.86346400570207,8.02943756697004,8.45897540983607,-0.958290203147119,-1.12889316626747
"18283","Middle Tennessee",9,2021,1.85873215340858,1.80252046641179,8.42938086683064,8.38257572307595,-0.671396141795675,0.578650464847544
"18284","Minnesota",9,2021,1.90639938630491,1.99719349338145,7.94775113049096,8.61330405985834,0.233507714361521,-1.67502154189963
"18285","Mississippi State",9,2021,1.87358014699621,2.03101302661981,8.34579087209498,8.28083235954592,0.142781515990691,-0.195795948182614
"18286","Missouri",9,2021,1.86694358488993,1.72719547448166,8.26724196328746,7.80224531499203,1.48514179286514,0.282016553680701
"18287","Navy",9,2021,2.11813937568456,1.88339945693489,7.77852135815991,8.14337146376773,0.190894976648671,-0.580718448075309
"18288","NC State",9,2021,1.96862493134656,2.02789933496455,8.62080855839721,8.52479845034193,-0.461817227025786,-0.701850524008527
"18289","Nebraska",9,2021,1.80592847282678,1.89536922735218,8.38575947697978,8.0386665498755,-0.0605972090528567,-0.982202929658371
"18290","Nevada",9,2021,1.81891326530612,1.92883672625896,8.83419897959184,8.35938026626222,0.192022964521581,-0.619311316990688
"18291","North Carolina",9,2021,1.95823200675729,1.91026030903262,8.75015752817719,8.85150694890238,0.505368126948994,-0.902802911301738
"18292","North Texas",9,2021,2.02644459845794,1.82979269293924,8.39883710465469,8.23429605595554,-0.582578468333362,-0.604049604497243
"18293","Northwestern",9,2021,1.98544061520645,1.93458745253958,8.25054946276386,7.92971046083422,-1.53157537734478,-0.665473246310449
"18294","Notre Dame",9,2021,2.01476072339674,1.94900363705275,8.28916511472472,8.34036339322808,-0.378187031164148,-1.03527987406599
"18295","Ohio State",9,2021,1.76757294429708,2.03915989159892,8.52608311229001,8.94855332376853,2.12544522348924,-1.55103663336206
"18296","Oklahoma",9,2021,1.91564739465671,1.90656084406497,8.34942116516848,8.40287159771687,1.10904110975613,1.32491329959678
"18297","Oklahoma State",9,2021,1.97352317560858,2.09531822344322,8.44574688889485,8.21982600732601,-0.752600138962434,-1.07270137096189
"18298","Old Dominion",9,2021,1.88159894306777,1.87180041931673,8.92342126298961,7.99366245978605,-1.07532384040378,-0.285283470172632
"18299","Ole Miss",9,2021,1.94202457141388,1.83953467696749,8.57601738333291,8.49365857740787,0.259040076333615,0.171396235855468
"18300","Oregon",9,2021,1.82990202044791,1.96851546964032,8.70811424862058,8.84276500320644,0.361960824201409,-1.17218761047866
"18301","Oregon State",9,2021,1.71022380992704,1.78199716020036,8.22618975491091,7.81609504253228,0.545017950068489,0.135265911286218
"18302","Penn State",9,2021,2.02524162967074,2.03179594543869,8.96426722132535,8.72048706826702,-0.697326214684232,-2.8800259253911
"18303","Pittsburgh",9,2021,1.78968253968254,1.94877861085896,8.22512146365357,8.43111355714548,1.0081671370089,-1.5430350154448
"18304","Purdue",9,2021,1.9098029373006,1.98007560545211,8.8206837806908,8.21908086893027,-0.396226730200063,-1.81077374855469
"18305","Rice",9,2021,1.9831467874231,1.8478835978836,8.52278541420069,9.0939594356261,-0.466775686913244,-0.711770673692077
"18306","Rutgers",9,2021,2.06400233780006,2.01228393407227,8.35072471801793,8.10676218997008,-1.69554142827452,-0.455786063801339
"18307","San Diego State",9,2021,1.88710099424385,2.05399532899533,7.87827053898482,8.90353407853408,-0.399129622304201,-1.63253721384505
"18308","San José State",9,2021,1.86751952757388,1.8771921182266,7.68190640880858,8.12715927750411,-0.646121825464676,-0.558620540107483
"18309","SMU",9,2021,1.7939759590375,1.96291268971992,8.29736948792578,8.56047371303395,0.623339000943452,-0.569294307091302
"18310","South Alabama",9,2021,1.87909184308218,2.03463261648746,8.22523685950496,9.19819108422939,-0.105342332466589,-0.75701037860526
"18311","South Florida",9,2021,1.88979727633516,1.7677563081768,7.66986217043292,8.03672280586222,-0.100331568507092,0.640632499719201
"18312","Southern Mississippi",9,2021,2.00801650456823,1.88037940379404,9.40375478927203,8.39767953929539,-1.85728616887007,-0.0635871774127333
"18313","Stanford",9,2021,1.98295332689511,1.88654906216782,9.06745009054546,8.49816356039402,-1.25775669743418,-0.302044313962662
"18314","Syracuse",9,2021,1.92180525684733,1.89073473820794,8.19670883539794,8.4606392000647,-0.142123355679983,-0.360417267688442
"18315","TCU",9,2021,1.94842807924203,1.90344209028243,8.15321926369737,8.09612063529024,0.0705363482937714,0.934920644063945
"18316","Temple",9,2021,1.87738184570521,1.9002652530005,8.06759259173268,7.92665264636979,-0.487508338973447,0.100637784270926
"18317","Texas",9,2021,1.91058625099215,2.00224114873748,8.65441994076491,8.43564618149722,1.42166963645704,-0.563833186036992
"18318","Texas State",9,2021,1.88410601635346,1.77264409776436,8.92208889668952,8.40725519560904,-0.590851044802047,0.89988297555312
"18319","Texas Tech",9,2021,1.8715930156001,1.90661546278924,7.91393652488995,8.598103121215,0.546421552401324,0.381398283901305
"18320","Troy",9,2021,1.87156678407596,1.93765451950715,8.22931832474202,9.16480860399073,-1.4623548097423,-0.103857666895239
"18321","Tulane",9,2021,1.89824673082733,1.96548763064892,8.48255560111058,8.01959646088678,-0.720459746314825,0.708895969646075
"18322","Tulsa",9,2021,1.91850400833165,1.82919926963165,8.56752008717643,8.4245596933842,-0.655868243647238,0.0669343754477124
"18323","UCF",9,2021,2.02789767703561,1.844757592907,7.80683409023926,8.11495566874175,-0.977353863673132,-0.885636186194062
