"","season","week","team","opp_team","L4_sos","L4_opp_sos"
"18863",2015,6,"Troy","Mississippi State",0.59375,0.572916666666667
"18864",2015,6,"Oregon State","Arizona",0.505208333333333,0.552083333333333
"18865",2015,6,"Savannah State","Morgan State",0.526041666666667,0.526041666666667
"18866",2015,6,"Nicholls","Stephen F. Austin",0.484375,0.645833333333333
"18867",2015,6,"Weber State","Montana",0.541666666666667,0.739583333333333
"18868",2015,6,"South Dakota","Western Illinois",0.604166666666667,0.583333333333333
"18869",2015,6,"Austin Peay","Murray State",0.3125,0.369791666666667
"18870",2015,6,"Alabama A&M","Grambling",0.640625,0.5
"18871",2015,6,"Cal Poly","Eastern Washington",0.432291666666667,0.71875
"18872",2015,6,"Portland State","North Texas",0.484375,0.546875
"18873",2015,6,"North Carolina Central","Florida A&M",0.354166666666667,0.380208333333333
"18874",2015,6,"Marist","Campbell",0.381944444444444,0.262152777777778
"18875",2015,6,"Wagner","Columbia",0.432291666666667,0.501736111111111
"18876",2015,6,"Stetson","Jacksonville",0.425347222222222,0.336805555555556
"18877",2015,6,"Washington State","Oregon",0.489583333333333,0.640625
"18878",2015,6,"Louisiana Monroe","Tulsa",0.5625,0.484375
"18879",2015,6,"New Mexico","Nevada",0.255208333333333,0.5625
"18880",2015,6,"Oklahoma State","West Virginia",0.489583333333333,0.604166666666667
"18881",2015,6,"Arkansas","Alabama",0.640625,0.598958333333333
"18882",2015,6,"Boise State","Colorado State",0.510416666666667,0.40625
"18883",2015,6,"Texas State","Louisiana",0.619791666666667,0.395833333333333
"18884",2015,6,"Louisiana Tech","UT San Antonio",0.609375,0.520833333333333
"18885",2015,6,"Missouri State","Southern Illinois",0.40625,0.484375
"18886",2015,6,"Northern Arizona","UC Davis",0.375,0.401041666666667
"18887",2015,6,"Liberty","Gardner-Webb",0.385416666666667,0.338541666666667
"18888",2015,6,"Illinois State","Youngstown State",0.526041666666667,0.463541666666667
"18889",2015,6,"Indiana State","South Dakota State",0.411458333333333,0.489583333333333
"18890",2015,6,"Southern","Alabama State",0.489583333333333,0.307291666666667
"18891",2015,6,"Southeastern Louisiana","McNeese",0.692708333333333,0.526041666666667
"18892",2015,6,"Incarnate Word","Sam Houston State",0.324652777777778,0.661458333333333
"18893",2015,6,"Sacramento State","Montana State",0.322916666666667,0.427083333333333
"18894",2015,6,"Florida","Missouri",0.682291666666667,0.473958333333333
"18895",2015,6,"East Carolina","BYU",0.598958333333333,0.640625
"18896",2015,6,"TCU","Kansas State",0.489583333333333,0.541666666666667
"18897",2015,6,"Michigan State","Rutgers",0.546875,0.307291666666667
"18898",2015,6,"Miami","Florida State",0.401041666666667,0.541666666666667
"18899",2015,6,"Abilene Christian","Lamar",0.5,0.470486111111111
"18900",2015,6,"San José State","UNLV",0.5,0.505208333333333
"18901",2015,6,"Colorado","Arizona State",0.359375,0.609375
"18902",2015,6,"California","Utah",0.59375,0.609375
"18903",2015,6,"Wyoming","Air Force",0.4375,0.640625
"18904",2015,6,"Utah State","Fresno State",0.552083333333333,0.515625
"18905",2015,6,"San Diego State","Hawai'i",0.375,0.598958333333333
"18906",2015,6,"Eastern Kentucky","Tennessee Tech",0.598958333333333,0.453125
"18907",2015,6,"Bethune-Cookman","South Carolina State",0.395833333333333,0.5
"18908",2015,6,"Houston","SMU",0.526041666666667,0.604166666666667
"18909",2015,6,"USC","Washington",0.479166666666667,0.71875
"18910",2015,6,"Marshall","Southern Mississippi",0.447916666666667,0.364583333333333
"18911",2015,6,"Virginia Tech","NC State",0.411458333333333,0.526041666666667
"18912",2015,6,"Temple","Tulane",0.46875,0.473958333333333
"18913",2015,6,"Iowa","Illinois",0.520833333333333,0.578125
"18914",2015,6,"Texas","Oklahoma",0.708333333333333,0.5625
"18915",2015,6,"Kansas","Baylor",0.567708333333333,0.5625
"18916",2015,6,"Ole Miss","New Mexico State",0.697916666666667,0.359375
"18917",2015,6,"Army","Duke",0.458333333333333,0.677083333333333
"18918",2015,6,"Penn State","Indiana",0.453125,0.651041666666667
"18919",2015,6,"Ohio State","Maryland",0.651041666666667,0.494791666666667
"18920",2015,6,"Western Michigan","Central Michigan",0.604166666666667,0.5625
"18921",2015,6,"Robert Morris","Sacred Heart",0.453125,0.46875
"18922",2015,6,"Charleston Southern","Monmouth",0.484375,0.421875
"18923",2015,6,"Florida International","UTEP",0.427083333333333,0.270833333333333
"18924",2015,6,"Western Kentucky","Middle Tennessee",0.526041666666667,0.671875
"18925",2015,6,"Rhode Island","Delaware",0.307291666666667,0.583333333333333
"18926",2015,6,"Villanova","William & Mary",0.59375,0.401041666666667
"18927",2015,6,"Cornell","Harvard",0.408564814814815,0.482638888888889
"18928",2015,6,"Pittsburgh","Virginia",0.427083333333333,0.588541666666667
"18929",2015,6,"Pennsylvania","Fordham",0.579861111111111,0.628472222222222
"18930",2015,6,"Kennesaw State","Point University",0.0416666666666667,0.166666666666667
"18931",2015,6,"Chattanooga","Furman",0.536458333333333,0.59375
"18932",2015,6,"Bucknell","Lehigh",0.401041666666667,0.53125
"18933",2015,6,"Princeton","Colgate",0.510416666666667,0.581597222222222
"18934",2015,6,"Central Connecticut","Bryant",0.510416666666667,0.414930555555556
"18935",2015,6,"Duquesne","Alderson-Broaddus",0.309027777777778,0.270833333333333
"18936",2015,6,"Davidson","Kentucky Wesleyan",0.541666666666667,0.197916666666667
"18937",2015,6,"Dayton","San Diego",0.282986111111111,0.453125
"18938",2015,6,"Morehead State","Butler",0.5,0.282986111111111
"18939",2015,6,"Holy Cross","Brown",0.375,0.501736111111111
"18940",2015,6,"Dartmouth","Yale",0.307291666666667,0.626736111111111
"18941",2015,6,"VMI","Samford",0.411458333333333,0.427083333333333
"18942",2015,6,"The Citadel","Wofford",0.348958333333333,0.390625
"18943",2015,6,"North Dakota","Idaho State",0.494791666666667,0.328125
"18944",2015,6,"Drake","Valparaiso",0.473958333333333,0.338541666666667
"18945",2015,6,"North Dakota State","Northern Iowa",0.666666666666667,0.557291666666667
"18946",2015,6,"Coastal Carolina","Presbyterian College",0.463541666666667,0.5
"18947",2015,6,"Eastern Illinois","Southeast Missouri State",0.59375,0.541666666666667
"18948",2015,6,"Norfolk State","North Carolina A&T",0.572916666666667,0.395833333333333
"18949",2015,6,"Hampton","Delaware State",0.375,0.458333333333333
"18950",2015,6,"Ohio","Miami (OH)",0.609375,0.5625
"18951",2015,6,"Bowling Green","UMass",0.5,0.536458333333333
"18952",2015,6,"Georgetown","Lafayette",0.619791666666667,0.463541666666667
"18953",2015,6,"Florida Atlantic","Rice",0.46875,0.567708333333333
"18954",2015,6,"Boston College","Wake Forest",0.71875,0.598958333333333
"18955",2015,6,"Eastern Michigan","Akron",0.463541666666667,0.494791666666667
"18956",2015,6,"Towson","James Madison",0.442708333333333,0.453125
"18957",2015,6,"Toledo","Kent State",0.515625,0.432291666666667
"18958",2015,6,"Prairie View","Mississippi Valley State",0.338541666666667,0.552083333333333
"18959",2015,6,"UT Martin","Tennessee State",0.536458333333333,0.40625
"18960",2015,6,"Tennessee","Georgia",0.536458333333333,0.484375
"18961",2015,6,"Houston Baptist","Central Arkansas",0.286458333333333,0.59375
"18962",2015,6,"Albany","Maine",0.395833333333333,0.385416666666667
"18963",2015,6,"Richmond","Elon",0.583333333333333,0.444444444444444
"18964",2015,6,"Western Carolina","Mercer",0.494791666666667,0.25
"18965",2015,6,"Notre Dame","Navy",0.515625,0.505208333333333
"18966",2015,6,"Georgia State","Appalachian State",0.484375,0.510416666666667
"18967",2015,6,"Nebraska","Wisconsin",0.5,0.567708333333333
"18968",2015,6,"LSU","South Carolina",0.546875,0.494791666666667
"18969",2015,6,"Clemson","Georgia Tech",0.645833333333333,0.515625
"18970",2015,6,"Michigan","Northwestern",0.484375,0.609375
"18971",2015,6,"Texas Tech","Iowa State",0.671875,0.546875
"18972",2015,6,"Purdue","Minnesota",0.572916666666667,0.682291666666667
"18973",2015,6,"South Florida","Syracuse",0.604166666666667,0.463541666666667
"18974",2015,6,"Northern Illinois","Ball State",0.552083333333333,0.583333333333333
"18975",2015,6,"UCF","Connecticut",0.401041666666667,0.609375
"18976",2015,6,"Mississippi State","Troy",0.572916666666667,0.59375
"18977",2015,6,"Arizona","Oregon State",0.552083333333333,0.505208333333333
"18978",2015,6,"Morgan State","Savannah State",0.526041666666667,0.526041666666667
"18979",2015,6,"Stephen F. Austin","Nicholls",0.645833333333333,0.484375
"18980",2015,6,"Montana","Weber State",0.739583333333333,0.541666666666667
"18981",2015,6,"Western Illinois","South Dakota",0.583333333333333,0.604166666666667
"18982",2015,6,"Murray State","Austin Peay",0.369791666666667,0.3125
"18983",2015,6,"Grambling","Alabama A&M",0.5,0.640625
"18984",2015,6,"Eastern Washington","Cal Poly",0.71875,0.432291666666667
"18985",2015,6,"North Texas","Portland State",0.546875,0.484375
"18986",2015,6,"Florida A&M","North Carolina Central",0.380208333333333,0.354166666666667
"18987",2015,6,"Campbell","Marist",0.262152777777778,0.381944444444444
"18988",2015,6,"Columbia","Wagner",0.501736111111111,0.432291666666667
"18989",2015,6,"Jacksonville","Stetson",0.336805555555556,0.425347222222222
"18990",2015,6,"Oregon","Washington State",0.640625,0.489583333333333
"18991",2015,6,"Tulsa","Louisiana Monroe",0.484375,0.5625
"18992",2015,6,"Nevada","New Mexico",0.5625,0.255208333333333
"18993",2015,6,"West Virginia","Oklahoma State",0.604166666666667,0.489583333333333
"18994",2015,6,"Alabama","Arkansas",0.598958333333333,0.640625
"18995",2015,6,"Colorado State","Boise State",0.40625,0.510416666666667
"18996",2015,6,"Louisiana","Texas State",0.395833333333333,0.619791666666667
"18997",2015,6,"UT San Antonio","Louisiana Tech",0.520833333333333,0.609375
"18998",2015,6,"Southern Illinois","Missouri State",0.484375,0.40625
"18999",2015,6,"UC Davis","Northern Arizona",0.401041666666667,0.375
"19000",2015,6,"Gardner-Webb","Liberty",0.338541666666667,0.385416666666667
"19001",2015,6,"Youngstown State","Illinois State",0.463541666666667,0.526041666666667
"19002",2015,6,"South Dakota State","Indiana State",0.489583333333333,0.411458333333333
"19003",2015,6,"Alabama State","Southern",0.307291666666667,0.489583333333333
"19004",2015,6,"McNeese","Southeastern Louisiana",0.526041666666667,0.692708333333333
"19005",2015,6,"Sam Houston State","Incarnate Word",0.661458333333333,0.324652777777778
"19006",2015,6,"Montana State","Sacramento State",0.427083333333333,0.322916666666667
"19007",2015,6,"Missouri","Florida",0.473958333333333,0.682291666666667
"19008",2015,6,"BYU","East Carolina",0.640625,0.598958333333333
"19009",2015,6,"Kansas State","TCU",0.541666666666667,0.489583333333333
"19010",2015,6,"Rutgers","Michigan State",0.307291666666667,0.546875
"19011",2015,6,"Florida State","Miami",0.541666666666667,0.401041666666667
"19012",2015,6,"Lamar","Abilene Christian",0.470486111111111,0.5
"19013",2015,6,"UNLV","San José State",0.505208333333333,0.5
"19014",2015,6,"Arizona State","Colorado",0.609375,0.359375
"19015",2015,6,"Utah","California",0.609375,0.59375
"19016",2015,6,"Air Force","Wyoming",0.640625,0.4375
"19017",2015,6,"Fresno State","Utah State",0.515625,0.552083333333333
"19018",2015,6,"Hawai'i","San Diego State",0.598958333333333,0.375
"19019",2015,7,"Arkansas State","South Alabama",0.567708333333333,0.588541666666667
"19020",2015,7,"Auburn","Kentucky",0.541666666666667,0.598958333333333
"19021",2015,7,"Western Kentucky","North Texas",0.494791666666667,0.572916666666667
"19022",2015,7,"Alabama State","Arkansas-Pine Bluff",0.390625,0.4375
"19023",2015,7,"UCLA","Stanford",0.552083333333333,0.604166666666667
"19024",2015,7,"Cincinnati","BYU",0.541666666666667,0.557291666666667
"19025",2015,7,"Houston","Tulane",0.494791666666667,0.572916666666667
"19026",2015,7,"Boise State","Utah State",0.385416666666667,0.479166666666667
"19027",2015,7,"UNLV","Fresno State",0.416666666666667,0.46875
"19028",2015,7,"Ole Miss","Memphis",0.546875,0.416666666666667
"19029",2015,7,"Purdue","Wisconsin",0.640625,0.604166666666667
"19030",2015,7,"South Florida","Connecticut",0.692708333333333,0.536458333333333
"19031",2015,7,"Louisville","Florida State",0.744791666666667,0.572916666666667
"19032",2015,7,"Duquesne","Bryant",0.229166666666667,0.359375
"19033",2015,7,"Dartmouth","Central Connecticut",0.494791666666667,0.411458333333333
"19034",2015,7,"Princeton","Brown",0.569444444444444,0.527777777777778
"19035",2015,7,"New Hampshire","William & Mary",0.494791666666667,0.463541666666667
"19036",2015,7,"Richmond","Rhode Island",0.5,0.291666666666667
"19037",2015,7,"Florida International","Middle Tennessee",0.411458333333333,0.614583333333333
"19038",2015,7,"Eastern Michigan","Toledo",0.536458333333333,0.447916666666667
"19039",2015,7,"Tulsa","East Carolina",0.546875,0.619791666666667
"19040",2015,7,"Iowa","Northwestern",0.604166666666667,0.723958333333333
"19041",2015,7,"West Virginia","Baylor",0.645833333333333,0.53125
"19042",2015,7,"Western Michigan","Ohio",0.5625,0.494791666666667
"19043",2015,7,"Bucknell","Army",0.442708333333333,0.546875
"19044",2015,7,"Texas Tech","Kansas",0.671875,0.619791666666667
"19045",2015,7,"Louisiana Tech","Mississippi State",0.494791666666667,0.53125
"19046",2015,7,"Marshall","Florida Atlantic",0.442708333333333,0.479166666666667
"19047",2015,7,"Pittsburgh","Georgia Tech",0.427083333333333,0.703125
"19048",2015,7,"Liberty","Monmouth",0.234375,0.484375
"19049",2015,7,"Gardner-Webb","Kennesaw State",0.3125,0.0277777777777778
"19050",2015,7,"Campbell","Stetson",0.1875,0.442708333333333
"19051",2015,7,"Holy Cross","Fordham",0.387152777777778,0.565972222222222
"19052",2015,7,"Colgate","Georgetown",0.560763888888889,0.614583333333333
"19053",2015,7,"Edward Waters","Jacksonville",0.418981481481481,0.317708333333333
"19054",2015,7,"Davidson","Butler",0.458333333333333,0.302083333333333
"19055",2015,7,"Buffalo","Central Michigan",0.348958333333333,0.5625
"19056",2015,7,"Bethune-Cookman","North Carolina A&T",0.411458333333333,0.34375
"19057",2015,7,"Hampton","Morgan State",0.28125,0.427083333333333
"19058",2015,7,"Cornell","Sacred Heart",0.435763888888889,0.348958333333333
"19059",2015,7,"Chattanooga","VMI",0.505208333333333,0.453125
"19060",2015,7,"Eastern Kentucky","Southeast Missouri State",0.5625,0.536458333333333
"19061",2015,7,"Western Carolina","Wofford",0.421875,0.479166666666667
"19062",2015,7,"Jackson State","Alabama A&M",0.501736111111111,0.520833333333333
"19063",2015,7,"Dayton","Valparaiso",0.282986111111111,0.46875
"19064",2015,7,"Howard","South Carolina State",0.520833333333333,0.53125
"19065",2015,7,"North Carolina Central","Savannah State",0.427083333333333,0.458333333333333
"19066",2015,7,"Charleston Southern","Presbyterian College",0.395833333333333,0.526041666666667
"19067",2015,7,"Northern Illinois","Miami (OH)",0.578125,0.59375
"19068",2015,7,"Georgia State","Ball State",0.536458333333333,0.536458333333333
"19069",2015,7,"Akron","Bowling Green",0.416666666666667,0.453125
"19070",2015,7,"Nebraska","Minnesota",0.552083333333333,0.619791666666667
"19071",2015,7,"Charlotte","Old Dominion",0.458333333333333,0.59375
"19072",2015,7,"Idaho","Troy",0.541666666666667,0.567708333333333
"19073",2015,7,"Kent State","UMass",0.614583333333333,0.661458333333333
"19074",2015,7,"Michigan State","Michigan",0.4375,0.5625
"19075",2015,7,"Alabama","Texas A&M",0.588541666666667,0.515625
"19076",2015,7,"Air Force","Colorado State",0.546875,0.458333333333333
"19077",2015,7,"Oklahoma","Kansas State",0.588541666666667,0.6875
"19078",2015,7,"Rutgers","Indiana",0.4375,0.739583333333333
"19079",2015,7,"Syracuse","Virginia",0.489583333333333,0.567708333333333
"19080",2015,7,"Virginia Tech","Miami",0.494791666666667,0.494791666666667
"19081",2015,7,"Vanderbilt","South Carolina",0.583333333333333,0.609375
"19082",2015,7,"Nevada","Wyoming",0.479166666666667,0.515625
"19083",2015,7,"Oregon State","Washington State",0.520833333333333,0.557291666666667
"19084",2015,7,"New Mexico State","Georgia Southern",0.416666666666667,0.484375
"19085",2015,7,"Appalachian State","Louisiana Monroe",0.411458333333333,0.510416666666667
"19086",2015,7,"Hawai'i","New Mexico",0.458333333333333,0.260416666666667
"19087",2015,7,"UT San Antonio","Southern Mississippi",0.5,0.505208333333333
"19088",2015,7,"Florida","LSU",0.6875,0.510416666666667
"19089",2015,7,"TCU","Iowa State",0.567708333333333,0.520833333333333
"19090",2015,7,"Boston College","Clemson",0.65625,0.625
"19091",2015,7,"Wake Forest","North Carolina",0.671875,0.588541666666667
"19092",2015,7,"UCF","Temple",0.364583333333333,0.473958333333333
"19093",2015,7,"Missouri","Georgia",0.619791666666667,0.515625
"19094",2015,7,"USC","Notre Dame",0.505208333333333,0.625
"19095",2015,7,"Penn State","Ohio State",0.484375,0.588541666666667
"19096",2015,7,"Arizona","Colorado",0.5625,0.46875
"19097",2015,7,"Arizona State","Utah",0.630208333333333,0.703125
"19098",2015,7,"San Diego State","San José State",0.380208333333333,0.442708333333333
"19099",2015,7,"Oregon","Washington",0.557291666666667,0.65625
"19100",2015,7,"South Alabama","Arkansas State",0.588541666666667,0.567708333333333
"19101",2015,7,"Kentucky","Auburn",0.598958333333333,0.541666666666667
"19102",2015,7,"North Texas","Western Kentucky",0.572916666666667,0.494791666666667
"19103",2015,7,"Arkansas-Pine Bluff","Alabama State",0.4375,0.390625
"19104",2015,7,"Stanford","UCLA",0.604166666666667,0.552083333333333
"19105",2015,7,"BYU","Cincinnati",0.557291666666667,0.541666666666667
"19106",2015,7,"Tulane","Houston",0.572916666666667,0.494791666666667
"19107",2015,7,"Utah State","Boise State",0.479166666666667,0.385416666666667
"19108",2015,7,"Fresno State","UNLV",0.46875,0.416666666666667
"19109",2015,7,"Memphis","Ole Miss",0.416666666666667,0.546875
"19110",2015,7,"Wisconsin","Purdue",0.604166666666667,0.640625
"19111",2015,7,"Connecticut","South Florida",0.536458333333333,0.692708333333333
"19112",2015,7,"Florida State","Louisville",0.572916666666667,0.744791666666667
"19113",2015,7,"Bryant","Duquesne",0.359375,0.229166666666667
"19114",2015,7,"Central Connecticut","Dartmouth",0.411458333333333,0.494791666666667
"19115",2015,7,"Brown","Princeton",0.527777777777778,0.569444444444444
"19116",2015,7,"William & Mary","New Hampshire",0.463541666666667,0.494791666666667
"19117",2015,7,"Rhode Island","Richmond",0.291666666666667,0.5
"19118",2015,7,"Middle Tennessee","Florida International",0.614583333333333,0.411458333333333
"19119",2015,7,"Toledo","Eastern Michigan",0.447916666666667,0.536458333333333
"19120",2015,7,"East Carolina","Tulsa",0.619791666666667,0.546875
"19121",2015,7,"Northwestern","Iowa",0.723958333333333,0.604166666666667
"19122",2015,7,"Baylor","West Virginia",0.53125,0.645833333333333
"19123",2015,7,"Ohio","Western Michigan",0.494791666666667,0.5625
"19124",2015,7,"Army","Bucknell",0.546875,0.442708333333333
"19125",2015,7,"Kansas","Texas Tech",0.619791666666667,0.671875
"19126",2015,7,"Mississippi State","Louisiana Tech",0.53125,0.494791666666667
"19127",2015,7,"Florida Atlantic","Marshall",0.479166666666667,0.442708333333333
"19128",2015,7,"Georgia Tech","Pittsburgh",0.703125,0.427083333333333
"19129",2015,7,"Monmouth","Liberty",0.484375,0.234375
"19130",2015,7,"Kennesaw State","Gardner-Webb",0.0277777777777778,0.3125
"19131",2015,7,"Stetson","Campbell",0.442708333333333,0.1875
"19132",2015,7,"Fordham","Holy Cross",0.565972222222222,0.387152777777778
"19133",2015,7,"Georgetown","Colgate",0.614583333333333,0.560763888888889
"19134",2015,7,"Jacksonville","Edward Waters",0.317708333333333,0.418981481481481
"19135",2015,7,"Butler","Davidson",0.302083333333333,0.458333333333333
"19136",2015,7,"Central Michigan","Buffalo",0.5625,0.348958333333333
"19137",2015,7,"North Carolina A&T","Bethune-Cookman",0.34375,0.411458333333333
"19138",2015,7,"Morgan State","Hampton",0.427083333333333,0.28125
"19139",2015,7,"Sacred Heart","Cornell",0.348958333333333,0.435763888888889
"19140",2015,7,"VMI","Chattanooga",0.453125,0.505208333333333
"19141",2015,7,"Southeast Missouri State","Eastern Kentucky",0.536458333333333,0.5625
"19142",2015,7,"Wofford","Western Carolina",0.479166666666667,0.421875
"19143",2015,7,"Alabama A&M","Jackson State",0.520833333333333,0.501736111111111
"19144",2015,7,"Valparaiso","Dayton",0.46875,0.282986111111111
"19145",2015,7,"South Carolina State","Howard",0.53125,0.520833333333333
"19146",2015,7,"Savannah State","North Carolina Central",0.458333333333333,0.427083333333333
"19147",2015,7,"Presbyterian College","Charleston Southern",0.526041666666667,0.395833333333333
"19148",2015,7,"Miami (OH)","Northern Illinois",0.59375,0.578125
"19149",2015,7,"Ball State","Georgia State",0.536458333333333,0.536458333333333
"19150",2015,7,"Bowling Green","Akron",0.453125,0.416666666666667
"19151",2015,7,"Minnesota","Nebraska",0.619791666666667,0.552083333333333
"19152",2015,7,"Old Dominion","Charlotte",0.59375,0.458333333333333
"19153",2015,7,"Troy","Idaho",0.567708333333333,0.541666666666667
"19154",2015,7,"UMass","Kent State",0.661458333333333,0.614583333333333
"19155",2015,7,"Michigan","Michigan State",0.5625,0.4375
"19156",2015,7,"Texas A&M","Alabama",0.515625,0.588541666666667
"19157",2015,7,"Colorado State","Air Force",0.458333333333333,0.546875
"19158",2015,7,"Kansas State","Oklahoma",0.6875,0.588541666666667
"19159",2015,7,"Indiana","Rutgers",0.739583333333333,0.4375
"19160",2015,7,"Virginia","Syracuse",0.567708333333333,0.489583333333333
"19161",2015,7,"Miami","Virginia Tech",0.494791666666667,0.494791666666667
"19162",2015,7,"South Carolina","Vanderbilt",0.609375,0.583333333333333
"19163",2015,7,"Wyoming","Nevada",0.515625,0.479166666666667
"19164",2015,7,"Washington State","Oregon State",0.557291666666667,0.520833333333333
"19165",2015,7,"Georgia Southern","New Mexico State",0.484375,0.416666666666667
"19166",2015,7,"Louisiana Monroe","Appalachian State",0.510416666666667,0.411458333333333
"19167",2015,7,"New Mexico","Hawai'i",0.260416666666667,0.458333333333333
"19168",2015,7,"Southern Mississippi","UT San Antonio",0.505208333333333,0.5
"19169",2015,7,"LSU","Florida",0.510416666666667,0.6875
"19170",2015,7,"Iowa State","TCU",0.520833333333333,0.567708333333333
"19171",2015,7,"Clemson","Boston College",0.625,0.65625
"19172",2015,7,"North Carolina","Wake Forest",0.588541666666667,0.671875
"19173",2015,7,"Temple","UCF",0.473958333333333,0.364583333333333
"19174",2015,7,"Georgia","Missouri",0.515625,0.619791666666667
"19175",2015,7,"Notre Dame","USC",0.625,0.505208333333333
"19176",2015,7,"Ohio State","Penn State",0.588541666666667,0.484375
"19177",2015,7,"Colorado","Arizona",0.46875,0.5625
"19178",2015,7,"Utah","Arizona State",0.703125,0.630208333333333
"19179",2015,7,"San José State","San Diego State",0.442708333333333,0.380208333333333
"19180",2015,7,"Washington","Oregon",0.65625,0.557291666666667
"19181",2015,8,"Louisiana","Arkansas State",0.4375,0.520833333333333
"19182",2015,8,"Temple","East Carolina",0.296875,0.541666666666667
"19183",2015,8,"Georgia Southern","Appalachian State",0.375,0.333333333333333
"19184",2015,8,"California","UCLA",0.635416666666667,0.734375
"19185",2015,8,"Yale","Pennsylvania",0.661458333333333,0.581597222222222
"19186",2015,8,"Memphis","Tulsa",0.526041666666667,0.557291666666667
"19187",2015,8,"Utah State","San Diego State",0.515625,0.421875
"19188",2015,8,"Clemson","Miami",0.494791666666667,0.598958333333333
"19189",2015,8,"Kansas State","Texas",0.734375,0.770833333333333
"19190",2015,8,"Northwestern","Nebraska",0.776041666666667,0.635416666666667
"19191",2015,8,"Houston","UCF",0.473958333333333,0.479166666666667
"19192",2015,8,"Pittsburgh","Syracuse",0.416666666666667,0.479166666666667
"19193",2015,8,"NC State","Wake Forest",0.520833333333333,0.796875
"19194",2015,8,"Southern Mississippi","Charlotte",0.416666666666667,0.46875
"19195",2015,8,"Auburn","Arkansas",0.536458333333333,0.661458333333333
"19196",2015,8,"Army","Rice",0.5625,0.526041666666667
"19197",2015,8,"Princeton","Harvard",0.506944444444445,0.508680555555555
"19198",2015,8,"Iowa State","Baylor",0.59375,0.520833333333333
"19199",2015,8,"Stony Brook","Maine",0.40625,0.473958333333333
"19200",2015,8,"Boston College","Louisville",0.65625,0.802083333333333
"19201",2015,8,"Brown","Cornell",0.480902777777778,0.529513888888889
"19202",2015,8,"Georgetown","Bucknell",0.541666666666667,0.369791666666667
"19203",2015,8,"Tulane","Navy",0.583333333333333,0.588541666666667
"19204",2015,8,"Coastal Carolina","Monmouth",0.380208333333333,0.479166666666667
"19205",2015,8,"North Dakota State","Indiana State",0.552083333333333,0.359375
"19206",2015,8,"Lehigh","Fordham",0.557291666666667,0.472222222222222
"19207",2015,8,"Lafayette","Holy Cross",0.5,0.475694444444444
"19208",2015,8,"Southern","Texas Southern",0.442708333333333,0.401041666666667
"19209",2015,8,"Howard","North Carolina A&T",0.526041666666667,0.5
"19210",2015,8,"St Francis (PA)","Bryant",0.192708333333333,0.359375
"19211",2015,8,"Central Connecticut","Sacred Heart",0.515625,0.265625
"19212",2015,8,"Marist","Davidson",0.361111111111111,0.40625
"19213",2015,8,"Bowling Green","Kent State",0.427083333333333,0.557291666666667
"19214",2015,8,"Charleston Southern","Gardner-Webb",0.328125,0.421875
"19215",2015,8,"Chattanooga","Wofford",0.375,0.453125
"19216",2015,8,"The Citadel","Furman",0.390625,0.505208333333333
"19217",2015,8,"South Carolina State","Delaware State",0.505208333333333,0.401041666666667
"19218",2015,8,"Fresno State","Air Force",0.416666666666667,0.526041666666667
"19219",2015,8,"Tennessee Tech","Eastern Illinois",0.34375,0.520833333333333
"19220",2015,8,"Morgan State","North Carolina Central",0.354166666666667,0.348958333333333
"19221",2015,8,"Miami (OH)","Western Michigan",0.520833333333333,0.604166666666667
"19222",2015,8,"Jacksonville","Drake",0.229166666666667,0.416666666666667
"19223",2015,8,"Stetson","Valparaiso",0.541666666666667,0.567708333333333
"19224",2015,8,"Arkansas-Pine Bluff","Jackson State",0.302083333333333,0.463541666666667
"19225",2015,8,"VMI","Mercer",0.458333333333333,0.338541666666667
"19226",2015,8,"Murray State","UT Martin",0.328125,0.510416666666667
"19227",2015,8,"Tennessee State","Eastern Kentucky",0.46875,0.515625
"19228",2015,8,"Northern Iowa","South Dakota State",0.541666666666667,0.442708333333333
"19229",2015,8,"Southeastern Louisiana","Houston Baptist",0.671875,0.270833333333333
"19230",2015,8,"Mississippi Valley State","Grambling",0.510416666666667,0.447916666666667
"19231",2015,8,"Western Illinois","Illinois State",0.546875,0.432291666666667
"19232",2015,8,"Missouri State","South Dakota",0.244791666666667,0.53125
"19233",2015,8,"Columbia","Dartmouth",0.421875,0.527777777777778
"19234",2015,8,"Wagner","BYU",0.380208333333333,0.536458333333333
"19235",2015,8,"Toledo","UMass",0.401041666666667,0.572916666666667
"19236",2015,8,"Central Michigan","Ball State",0.515625,0.536458333333333
"19237",2015,8,"Duke","Virginia Tech",0.552083333333333,0.546875
"19238",2015,8,"Tennessee","Alabama",0.557291666666667,0.619791666666667
"19239",2015,8,"Middle Tennessee","Louisiana Tech",0.546875,0.5
"19240",2015,8,"Indiana","Michigan State",0.604166666666667,0.479166666666667
"19241",2015,8,"North Texas","Marshall",0.588541666666667,0.463541666666667
"19242",2015,8,"Virginia","North Carolina",0.614583333333333,0.572916666666667
"19243",2015,8,"Kansas","Oklahoma State",0.572916666666667,0.53125
"19244",2015,8,"Eastern Michigan","Northern Illinois",0.588541666666667,0.40625
"19245",2015,8,"Texas Tech","Oklahoma",0.588541666666667,0.578125
"19246",2015,8,"Wisconsin","Illinois",0.520833333333333,0.630208333333333
"19247",2015,8,"Ohio","Buffalo",0.447916666666667,0.364583333333333
"19248",2015,8,"Penn State","Maryland",0.583333333333333,0.666666666666667
"19249",2015,8,"North Dakota","Montana",0.40625,0.583333333333333
