"","year","opp_team","week","L3_def_ppa","L3_def_success_rate","L3_def_explosiveness","L3_def_power_success","L3_def_stuff_rate","L3_def_line_yds","L3_def_second_lvl_yds","L3_def_open_field_yds","L3_def_pts_per_opp","L3def_field_pos_avg_predicted_points","L3_def_standard_downs_rate","L3_def_standard_downs_ppa","L3_def_standard_downs_success_rate","L3_def_standard_downs_explosiveness","L3_def_passing_downs_rate","L3_def_passing_downs_ppa","L3_def_passing_downs_success_rate","L3_def_passing_downs_explosiveness","L3_def_rushing_plays_rate","L3_def_rushing_plays_ppa","L3_def_rushing_plays_success_rate","L3_def_rushing_plays_explosiveness","L3_def_passing_plays_rate","L3_def_passing_plays_ppa","L3_def_passing_plays_success_rate","L3_def_passing_plays_explosiveness"
"4506",2019,"San José State",13,0.364025452681479,0.543385813743105,1.13818211642023,0.852272727272727,0.120391029374828,3.55453073296266,1.22492880260783,1.33756909874242,5.02916666666667,-1.3165,0.74763384033222,0.348270341408682,0.591430575340873,1.00691445833497,0.25236615966778,0.359313754062108,0.395528083028083,1.53376381089866,0.662155788402153,0.372112664704304,0.552580354220737,1.06228472431504,0.324028312083983,0.292374388621816,0.462168560606061,1.54809947992519
"4507",2019,"SMU",13,0.233554373778746,0.404460662287675,1.53959179210812,0.691666666666667,0.24491341991342,2.47073593073593,1.1508658008658,1.38008658008658,4.14107142857143,-1.25925,0.645380355200402,0.155257219279268,0.443174007191529,1.32944459601468,0.354619644799598,0.383020235460368,0.333880678708265,1.9875800587107,0.440214992469249,0.044362440119725,0.367532467532468,1.05137222506001,0.527028072964606,0.393403520576586,0.400948393711552,2.13691856820364
"4508",2019,"South Alabama",13,0.21411813594052,0.505087078742685,1.04690546614669,0.725378787878788,0.189542057077462,3.04856932622845,1.25163042700808,1.68685018954295,3.6468253968254,-1.78925,0.72748391984662,0.091826811099626,0.521912927726881,0.791155067479498,0.27251608015338,0.420891702268593,0.441575091575092,1.54951589032929,0.544378720008011,0.189434788400314,0.47377244117016,0.935605434955761,0.41581958715826,0.263690065232802,0.483498861168494,1.40491775721436
"4509",2019,"Southern Mississippi",13,-0.0282462077882599,0.338124051649758,1.35903685124565,NA,0.2220590661607,2.33951204421713,0.668584666996645,0.566288566243194,1.95833333333333,-1.2605,0.615709886644253,0.0105258386344727,0.400432160179082,1.13204896567668,0.384290113355747,-0.0860344174942086,0.236018518518519,1.98186058728213,0.469585849870578,-0.0758865104340149,0.328717758345708,0.841368786045315,0.523026315789474,0.0598461097872788,0.346634782841679,1.86006211638851
"4510",2019,"South Florida",13,0.12067116177542,0.452196245212898,0.991512794348349,0.673611111111111,0.185727969348659,2.96547892720307,1.02212643678161,1.34406130268199,3.16666666666667,-1.38,0.736807654372935,0.0179717683302653,0.491577411106286,0.772825745759883,0.263192345627065,0.439223532280774,0.358486622073579,1.90021248051632,0.676497645278622,0.063473386691451,0.443773946360153,0.761551290170654,0.308449816293072,0.0302148271147276,0.354075091575092,1.8068109755422
"4511",2019,"Stanford",13,0.152215905998034,0.457950804469792,1.19350654786465,0.825892857142857,0.187922932330827,3.2586795112782,1.59384398496241,1.95230263157895,3.60714285714286,-1.292,0.714857941123764,0.0940292772530028,0.50209543824698,1.0288784819015,0.285142058876236,0.291816166585346,0.342111013986014,1.76731378923346,0.430444519843254,0.21274687159799,0.478242481203007,1.16455965568914,0.540957531463861,0.112194837062182,0.412722630464566,1.36425840139319
"4512",2019,"Syracuse",13,0.216895126278561,0.436387169817402,1.31159261875024,0.888888888888889,0.195052083333333,3.03802083333333,1.22335069444444,1.26961805555556,3.81041666666667,-1.24025,0.696314706925172,0.116060514501737,0.457536151279199,1.06567602596163,0.303685293074828,0.537501577580944,0.36976911976912,2.08789823602716,0.601325414188786,0.160687966019668,0.426041666666667,1.04968265763523,0.383071997534207,0.539437617185618,0.468253968253968,1.9347715029292
"4513",2019,"TCU",13,0.236711487360947,0.388317017943362,1.42669257334736,NA,0.165583075335397,2.91691176470588,0.985732714138287,1.53916408668731,3.55833333333333,-1.138,0.628403652878129,0.1507184734097,0.428935687750277,1.15684475029859,0.371596347121871,0.398661722058158,0.323584886873451,1.99604291674672,0.436415993219875,0.140122398471707,0.388467492260062,1.06574722841389,0.53253593380817,0.314757742024731,0.356540290534819,2.04827237857479
"4514",2019,"Temple",13,0.16701583142085,0.416091767839604,1.40131189055461,0.65530303030303,0.174524910366976,2.69440802751976,1.11578890903805,1.43349513420728,3.40972222222222,-1.4645,0.672331219885946,0.129498344194575,0.454306745703296,1.17475299280468,0.327668780114054,0.241497237053802,0.336079796640141,2.03528168097482,0.533216579506245,0.0873083325580398,0.455303644845582,0.983746718217651,0.464510693221028,0.244501203559391,0.36128364389234,2.04233792333928
"4515",2019,"Tennessee",13,0.083299001724269,0.413317923719413,1.1390004505219,0.681818181818182,0.157363404591227,3.20355396078682,1.05067924347158,0.479633363201912,2.6375,-1.2305,0.705493497382764,-0.000634624878577978,0.454060185700333,0.938430477337434,0.294506502617236,0.363240458522306,0.337433862433862,1.79443416486821,0.536796449193244,0.0954291103867455,0.390906351339819,0.991305979966808,0.463203550806756,-0.14664023057997,0.398148148148148,1.13278182653839
"4516",2019,"Texas",13,0.216719697993939,0.466188003350533,1.23617598858248,0.6,0.235357633033795,2.73174428897817,1.09008021976538,1.12574404066158,3.12662337662338,-1.3595,0.657647608163132,0.129261414628347,0.514077580210416,0.980638082411786,0.342352391836868,0.381775120807441,0.371600621600622,1.86018574610788,0.441787283380933,-0.0144154010719855,0.427459606994839,0.770462747490374,0.527972060253515,0.426095256713665,0.469684519442406,1.70304509146938
"4517",2019,"Texas A&M",13,0.0428747987132991,0.356029845297968,1.36140237055792,0.833333333333333,0.298187229437229,2.21308712121212,1.25796807359307,1.53472673160173,2.43333333333333,-1.02,0.61077426301822,0.0101590456435587,0.428081421502474,1.13646397662726,0.38922573698178,0.117280417781499,0.246843096308988,1.94805459177043,0.465539272840021,0.0793742498709703,0.39788961038961,1.21891085950624,0.519747602499879,-0.0368385431834138,0.274985181256629,1.74387968879915
"4518",2019,"Texas State",13,0.274111255424386,0.456600688708532,1.24446164969094,0.703571428571429,0.194451530612245,2.97421428571429,1.04235331632653,0.682742346938776,5.43472222222222,-1.68325,0.719853140686474,0.167357536990411,0.501896041435442,0.984987981003218,0.280146859313526,0.564603499221622,0.347020626432391,2.22063278505362,0.612032149041953,0.126386996694554,0.423341836734694,1.00134576342771,0.381310002633532,0.513018766029185,0.488939740655988,1.68337964560317
"4519",2019,"Texas Tech",13,0.307714442781942,0.45474809121961,1.46427110549556,0.645833333333333,0.248413978494624,2.33657728494624,1.05979166666667,1.72788306451613,3.19375,-1.2525,0.674408529234479,0.127750756904212,0.46519647019647,1.12013092328979,0.325591470765521,0.7233904717257,0.437410873440285,2.2143943934923,0.394752680512174,0.0659650289737648,0.379361559139785,1.14165053570164,0.588410323853362,0.523510028592653,0.48637845453688,1.80682697936313
"4520",2019,"Toledo",13,0.355175341760971,0.472131716440741,1.37330759419078,0.658333333333333,0.173033282048961,2.94724930992353,1.2073742024526,1.63361577446943,4.77380952380952,-1.447,0.712583021608001,0.244251495278453,0.498803053830228,1.13603030907097,0.287416978391999,0.623682274525492,0.403186274509804,2.04979565251001,0.611357133869221,0.250582716396632,0.431605502511426,1.18176929146266,0.366802194159164,0.556558322693272,0.506800766283525,1.81859497219962
"4521",2019,"Troy",13,0.202004661018025,0.460581954670476,1.27619365204251,0.733225108225108,0.15468253968254,3.21469444444444,1.18039682539683,2.16894841269841,4.93630952380952,-1.4085,0.710477028675042,0.116443712048203,0.490862275562994,1.09519669176566,0.289522971324958,0.346648325323832,0.367116704805492,1.58610726169865,0.514019643938675,0.270188054280561,0.452757936507936,1.21117713974956,0.470236639858884,0.174895943016615,0.440239094855191,1.74568351544681
"4522",2019,"Tulane",13,0.261649122791833,0.432591493685671,1.34231480736891,0.54375,0.197542163718634,2.6690806252571,0.9789592760181,1.29722336487042,4.51517857142857,-1.49975,0.641029892238637,0.209351763248296,0.471022727272727,1.17340166638874,0.358970107761363,0.345465881212645,0.361538461538462,1.70076663668065,0.540425920024406,0.0218581230808181,0.397634718222953,0.836668579033037,0.420458742037468,0.439679486389761,0.363095238095238,2.46840173397811
"4523",2019,"Tulsa",13,0.327010491464578,0.439493635097717,1.3687594954737,0.84375,0.143372003901895,3.06347408026756,0.941069188963211,1.6858103400223,5.04166666666667,-1.23025,0.707501448855404,0.199334898437035,0.477850367789392,1.09195761569405,0.292498551144596,0.626128873188637,0.343602096010818,2.23407894014901,0.590461525845971,0.178810197105352,0.431770833333333,1.07549905650687,0.398722793715187,0.574992869435424,0.435606060606061,1.82530355393075
"4524",2019,"UAB",13,0.0568790176231273,0.357951252486411,1.30259875248807,0.9375,0.267055901402251,2.34571914104257,1.0418194680249,1.47484719864177,3.2797619047619,-1.43,0.574397905227328,-0.170313565837442,0.366413942731803,0.879474337368641,0.425602094772672,0.372777512409939,0.352158856469201,1.85177225723402,0.475114785859269,0.0999043525157047,0.32440734452619,1.36891088549382,0.484723137984977,0.0303587852231565,0.352380952380952,1.45345895824385
"4525",2019,"UCF",13,0.087260885004721,0.380435862932929,1.17860487610411,0.770833333333333,0.256029285099053,2.42886843238587,0.915869939707149,0.794444444444444,4.3125,-1.3955,0.624612913169251,-0.0449621856235039,0.416010429328964,0.799996101522044,0.375387086830749,0.28949244248961,0.314228874573702,1.7935222068887,0.556067521853907,-0.00883861619374812,0.380684754521964,0.778727881941755,0.41681407186102,0.283675048962852,0.359541316526611,1.90453627133461
"4526",2019,"UCLA",13,0.270622764760734,0.41690418956044,1.40597472702462,0.483333333333333,0.236165005732428,3.07779455860305,1.21445894699709,0.986561866125761,3.97777777777778,-1.13625,0.698060706654457,0.183238736382978,0.459014377163231,1.22439595523341,0.301939293345543,0.473540865084072,0.317708333333333,1.9454080173834,0.444798344017094,0.240713231415983,0.427617073816033,1.19333958548337,0.547327152014652,0.362508529043906,0.410741219564749,1.72814047014393
"4527",2019,"UMass",13,0.452678385297169,0.544204241716028,1.30861524978766,0.831418581418581,0.120708640285898,3.70995257536831,1.38807300881473,2.25656959014204,4.93327922077922,-1.78625,0.787607285328605,0.437094029179822,0.585515700879582,1.1599863966941,0.212392714671395,0.40367445126803,0.381944444444444,1.92328608334676,0.719965614968234,0.424332809401632,0.514388548179546,1.28236328758844,0.276188231185612,0.376737554534169,0.505637591575092,1.52454201198759
"4528",2019,"UNLV",13,0.237038906403005,0.476880061645925,1.20421120848051,0.596590909090909,0.251289682539683,2.72545634920635,1.19325396825397,1.64424603174603,3.06839826839827,-1.61875,0.691447344974666,0.118516841388466,0.506641309386318,0.946432669841337,0.308552655025334,0.428809460101892,0.398958333333333,1.79514662141132,0.561159481451026,0.133032904779082,0.440376984126984,1.00767019038154,0.419746590655236,0.387019379174179,0.496915512831819,1.60163457039889
"4529",2019,"USC",13,0.238394645585533,0.488611117265351,1.1535549552417,0.747619047619048,0.157623106060606,3.46848011363636,1.27760416666667,0.83688446969697,4.79166666666667,-1.25175,0.714210324845405,0.134599688065564,0.526770753794981,0.933309190556763,0.285789675154595,0.527957703374479,0.402777777777778,1.85251812731254,0.407652551301745,0.181419310323415,0.533522727272727,0.807430556208818,0.585110062428611,0.287787416214844,0.447674764207022,1.45914616495942
"4530",2019,"Utah",13,-0.138364141946248,0.31341515759324,1.21358655814487,0.470833333333333,0.243558114035088,1.83209429824561,1.03993969298246,0.542626096491228,1.425,-1.3715,0.570909414231332,-0.172680773003822,0.37025532606928,0.981051228496225,0.429090585768668,-0.10420604176321,0.227713148354138,1.75657106172245,0.431104237611087,-0.121755799950902,0.336293859649123,0.980833100826916,0.560663412546974,-0.225354967196027,0.279936006022963,1.19802726361989
"4531",2019,"Utah State",13,0.337801132360375,0.526788474458903,1.23681804159218,0.68452380952381,0.162245552906657,3.30111291949386,1.2857922244636,0.894415917843389,4.17329545454546,-1.27675,0.766443694969507,0.230614733874333,0.549365750528541,0.989925953099812,0.233556305030493,0.69470531545148,0.451178852107645,2.1818614509636,0.653426011607154,0.276905285926301,0.514801485420869,1.08303297817656,0.343561940200075,0.315532367509616,0.470067213488266,1.56204961576209
"4532",2019,"UTEP",13,0.341916443800078,0.503432695368179,1.33766077299153,0.875,0.185466800356506,2.70811887254902,1.10760639483066,1.22813614081996,5.07142857142857,-1.44825,0.705108997246094,0.225815931779749,0.522751399813984,1.11318473533401,0.294891002753906,0.644789303100931,0.462680037690133,1.96936444820471,0.537376143424531,0.136751169569997,0.462288324420677,0.976246918304117,0.440204259559098,0.48585289383604,0.482984449760766,1.94689035857029
"4533",2019,"UT San Antonio",13,0.205302367541465,0.464924212839639,1.30378217576722,0.583712121212121,0.261412435502067,2.45740270523436,1.16403875334851,2.25696640965068,2.9125,-1.4005,0.659359348876919,0.229262174190498,0.50470362970363,1.22178895139232,0.340640651123081,0.105320429600788,0.366919481435753,1.61820043177731,0.498749291870197,0.128271150190285,0.411884866542088,1.03818818188882,0.47472789271479,0.267879061935382,0.486030130527284,1.61118428979356
"4534",2019,"Vanderbilt",13,0.210042598042868,0.501132650029709,1.10623847987957,0.761363636363636,0.184746394121394,3.23598902880153,1.45867003367003,1.2765725953226,3.36111111111111,-1.63075,0.722662284610814,0.171607556612695,0.564575988004529,0.875875994216111,0.277337715389186,0.322138341183508,0.343762939958592,2.37546351807453,0.58038844325609,0.19634666818177,0.513588304213304,0.910984770223964,0.413014334521687,0.265820846697781,0.498425588051765,1.39513149369156
"4535",2019,"Virginia",13,0.221905687604143,0.385098528889981,1.46096346633378,0.866666666666667,0.198270957988946,3.00764461107449,1.19186043747782,1.05993241130436,3.425,-1.10775,0.653378230846912,0.119222700516003,0.422653388278388,1.18026247063489,0.346621769153088,0.424425735264454,0.319886521860206,2.18236096618195,0.59723928054805,0.144457019094315,0.393545295412673,1.10974347861382,0.399137531046153,0.335173167789131,0.3606467904855,2.18014697085392
"4536",2019,"Virginia Tech",13,-0.0355534024500466,0.322075591387389,1.31380961129704,0.392857142857143,0.261581919670155,1.48198529411765,0.908756485962368,0.526784622372858,1.75297619047619,-1.017,0.605369910987889,-0.315656286438711,0.295976815745069,1.00676054598224,0.394630089012111,0.399971857666814,0.362310606060606,1.68837351833189,0.421768244240154,-0.129320566326279,0.295163699575464,0.987957287099682,0.568825899443877,0.0200426306665542,0.327419828599074,1.594864629533
"4537",2019,"Wake Forest",13,0.198825213537135,0.43384009009009,1.17105155862043,0.836904761904762,0.205059523809524,2.71993867243867,1.27039141414141,1.13748196248196,3.68402777777778,-1.1405,0.678235053235053,0.132220991653244,0.479205747955748,1.05003430531995,0.321764946764947,0.352512817365585,0.343037280701754,1.46726857167532,0.482826576576577,0.129355650971959,0.415611471861472,0.980715404566546,0.499906156156156,0.312164116499857,0.445893354033052,1.45587584296659
"4538",2019,"Washington",13,0.0844149665962688,0.336931809870119,1.2826711017357,0.908333333333333,0.234797297297297,2.34522522522523,1.09136636636637,0.661655405405405,3.44375,-1.14325,0.63294021608518,-0.0209651763358832,0.37221517711169,1.10911128273228,0.36705978391482,0.260217147179012,0.273110661268556,1.75859193840625,0.47992573378055,-0.00426934520502398,0.336073573573574,1.08895258581062,0.505978574339362,0.220327950531374,0.324103327228327,1.74641772756113
"4539",2019,"Washington State",13,0.224551195913024,0.426826957507758,1.39935069701859,0.901785714285714,0.116681521093286,3.22286838978015,1.22756981580511,1.68014705882353,2.98809523809524,-1.29225,0.634945939762871,0.154492128919831,0.482787851982898,1.08366879033418,0.365054060237129,0.374073672977584,0.332573891625616,2.16980325737592,0.438786106469324,0.19578578893992,0.41421568627451,1.03606534898613,0.548317766770112,0.194024067399167,0.401359180035651,1.67014610864637
"4540",2019,"Western Kentucky",13,0.144830735837341,0.383135511306456,1.42929512602752,0.895833333333333,0.170225607725608,2.98433857808858,1.00783244533245,2.37621406371406,3.15982142857143,-1.1225,0.628299146639372,-0.0409127618787711,0.412614942528736,0.908595399877651,0.371700853360628,0.427269902522904,0.327080745341615,2.31856661057127,0.487564562442043,0.268437216688453,0.462537462537463,1.16384760858728,0.498350930515704,0.023410511154293,0.289820666169694,1.76524616130198
"4541",2019,"West Virginia",13,0.256054713403467,0.475364263330619,1.20436316080478,0.680952380952381,0.247656471060726,2.66171507753955,1.14029683178619,0.849081414240989,3.47470238095238,-1.22175,0.708870629456905,0.132538551173648,0.513527002346291,0.960828873992256,0.291129370543095,0.530463909953742,0.3671875,1.85669215298081,0.551310340431482,0.0747163035310488,0.413058385132853,0.973576966888606,0.431817985540504,0.56125696667029,0.543052475979305,1.61763210850402
"4542",2019,"Wisconsin",13,0.215399061019823,0.41844299155943,1.4633012422558,0.416666666666667,0.20697601010101,3.14084753787879,1.50389835858586,2.23705808080808,3.26339285714286,-1.34025,0.666135671786357,0.0938368040811357,0.444949623504485,1.24567998967033,0.333864328213643,0.446465617006029,0.352718211030231,1.94132039011033,0.538915986347493,0.19899473032489,0.42053345959596,1.26880198535012,0.439225012683917,0.236166258133584,0.38459305700685,1.90441180325611
"4543",2019,"Wyoming",13,0.0386961603224897,0.379301558182149,1.14052370044913,0.775,0.224761904761905,2.4287380952381,0.853809523809524,1.015,2.60238095238095,-1.0905,0.643099002966555,-0.00277010925224622,0.396977420963196,1.05927292064553,0.356900997033445,0.0965680724704029,0.347113275978408,1.32505738486058,0.450904513734601,-0.0821976565305692,0.31,1.01330621098204,0.521443148780581,0.173902426260703,0.405167306304504,1.46183543891272
"4544",2019,"Air Force",14,0.0747230922166575,0.36693723988806,1.29422797109905,0.708333333333333,0.137652369560264,2.88533122579175,0.636854921394395,0.536027568922306,3.97916666666667,-1.02875,0.654984350681072,0.134208992057569,0.460758984444842,1.15213303991985,0.345015649318928,-0.0611238400727139,0.157486354225485,1.99791990993567,0.512293425203261,-0.0061338329701103,0.374024550011392,0.862168797328255,0.483608214141001,0.164651321424973,0.358412698412698,1.64639450073236
"4545",2019,"Akron",14,0.175919824133563,0.448106974525867,1.10988598040406,0.7625,0.174334515832348,2.85408760346866,0.998725857311786,1.13836683747208,3.8531746031746,-1.75225,0.71629516889238,0.186708676095234,0.505701639630211,0.999343300636159,0.28370483110762,0.152299442849587,0.299793956043956,1.63804026060729,0.723582159690271,0.192619034185587,0.427845224017869,1.04896593677956,0.269838892941308,0.29264219596404,0.51875,1.47802985679401
"4546",2019,"Alabama",14,-0.0715601846568751,0.386393581955139,1.159304662028,0.657738095238095,0.145833333333333,2.99486111111111,1.12003968253968,0.923611111111111,1.3875,-1.14225,0.692003958249387,-0.0104385565463327,0.45451527804469,1.01590183652398,0.307996041750613,-0.203997415173784,0.232236842105263,1.83062356074267,0.532047030725792,0.0325417696703165,0.414087301587302,0.865997211193202,0.454089646678718,-0.162820639785241,0.349708323545533,1.63418206628653
"4547",2019,"Appalachian State",14,0.0103542478095419,0.332625138977598,1.40899628433875,0.880952380952381,0.232895021645022,2.06582683982684,0.923555194805195,1.67233766233766,2.98333333333333,-1.32775,0.611794910462943,-0.113977843783025,0.380521229746872,1.14810813959205,0.388205089537057,0.147279658780476,0.238946976068507,1.97043202792209,0.509742477467887,0.00962561312435336,0.326991341991342,1.15634199955933,0.469439713292172,-0.138241190875255,0.265479115479115,1.67098006869553
"4548",2019,"Arizona",14,0.396330061605455,0.547826289854385,1.2319570907377,0.765384615384615,0.142445054945055,3.77258154543869,1.40409689516832,1.14094060701204,4.81944444444444,-1.46375,0.759565961923293,0.237793326708272,0.594160949113779,0.900868020094711,0.240434038076707,0.963713392094344,0.387187088274045,2.90990932078672,0.543251251690672,0.262161446842919,0.57699284842142,0.82143821352702,0.450082081642661,0.567487099329064,0.500361642134672,1.87029962696405
"4549",2019,"Arizona State",14,0.282176693082192,0.491104553979126,1.14384408076472,0.754166666666667,0.145007578628268,2.92830333459644,0.987978400909435,0.576155740810913,4.91666666666667,-1.26875,0.741186093444227,0.259046093475055,0.572666786012651,0.973764087127059,0.258813906555773,0.359546077509904,0.258339424951267,2.05609834619771,0.483085657208089,0.0838105168853413,0.492752936718454,0.744531528316055,0.513489685257665,0.456545611602927,0.492276887871854,1.48917943616625
"4550",2019,"Arkansas",14,0.514717666492313,0.565445188620519,1.31210973499385,0.875,0.144999046529367,3.47719536613272,1.33912566742944,4.26542238749047,5.41964285714286,-1.4425,0.744124494770872,0.479275137962679,0.600147177515074,1.20848129590864,0.255875505229128,0.6226210315025,0.461842105263158,1.7533067405342,0.549082596638481,0.536311129833578,0.550617372234935,1.32840124957684,0.43419973284638,0.585015125527528,0.557337648556876,1.60195474826745
"4551",2019,"Arkansas State",14,0.11202273092611,0.355680254557964,1.4596391020586,0.521590909090909,0.203493265993266,2.65999579124579,0.923611111111111,2.36994949494949,3.75,-1.2915,0.682748538011696,-0.0194772986261512,0.387522624434389,1.20650820395624,0.317251461988304,0.38538784233995,0.283572775263952,2.02824031624544,0.521001031991744,0.190067682540333,0.353114478114478,1.5100785982706,0.47015393876849,0.0174755491953427,0.33745460642544,1.60195608105603
"4552",2019,"Army",14,0.069450958443075,0.365165219791248,1.35876941512688,0.358333333333333,0.261616161616162,2.63300505050505,0.815151515151515,0.883080808080808,2.63333333333333,-1.43,0.659001258697979,0.0249096180147664,0.417159506445221,1.22265140317297,0.340998741302021,0.139081196826787,0.244789002557545,1.8442031159904,0.491770686973103,-0.015867874949867,0.300252525252525,1.22463308556324,0.477121805165262,-0.0117761331176059,0.295967741935484,1.76732427914585
"4553",2019,"Auburn",14,-0.016553382923636,0.354574279206632,1.10016031091232,0.738636363636364,0.271336996336996,2.70080586080586,0.990659340659341,0.806868131868132,3.08333333333333,-1.18525,0.677192088956795,-0.0599249884766188,0.423618966817496,0.950603970669218,0.322807911043205,0.103614375277111,0.216964285714286,1.79534116403966,0.532989205783323,0.00724965925495015,0.385347985347985,0.960491977636049,0.464169885125767,-0.0387518194030795,0.310470085470085,1.39191276815836
"4554",2019,"Ball State",14,0.360757272230417,0.512980085348506,1.28111492248597,0.783035714285714,0.149110393275994,3.41538011796963,1.31244949507418,1.59743490521943,4.0375,-1.526,0.72226173541963,0.229201312113162,0.52646961837307,1.04143714450627,0.27773826458037,0.644558225552001,0.455386904761905,1.94170853924562,0.6299786628734,0.360587338222849,0.519377330838328,1.15993031874999,0.353396159317212,0.386372247504851,0.474765037593985,1.70532190120166
"4555",2019,"Baylor",14,0.0630114691893629,0.428835408294729,1.03013964293836,0.880952380952381,0.216782794500186,2.97889632107023,1.16554951690821,1.23709123002601,1.52857142857143,-1.3295,0.670278576212536,-0.0142099457054961,0.468805741360089,0.860596445539279,0.329721423787464,0.234903755640648,0.347504578754579,1.55689406997777,0.446200652080892,0.0783497621935344,0.474544778892605,0.79229014916329,0.53576666015516,0.0639974715158481,0.373148355086716,1.42801936098567
"4556",2019,"Boise State",14,0.124219077752132,0.429311202595516,1.16134736591693,0.739583333333333,0.201280629939167,2.48952157598499,0.884956506907726,0.502221558928876,3.53809523809524,-1.2245,0.652124654575635,-0.0248464355172584,0.46108734402852,0.837157266950722,0.347875345424365,0.407810584533309,0.373799923195084,1.91278521572589,0.462483730866084,0.0247475109919142,0.433130081300813,0.812031109620564,0.523558413264296,0.221788951095227,0.432030649705455,1.4968628241242
"4557",2019,"Boston College",14,0.341315460771039,0.498715540537227,1.34578525180421,0.6875,0.235129506060726,2.8633064516129,1.40657697319067,2.04782445611403,3.8110119047619,-1.4335,0.708046646256235,0.153353529795684,0.503032568959787,1.04052768994595,0.291953353743765,0.76739247859109,0.492620439988861,2.04664369791383,0.509035371066067,0.109495236280793,0.419952027480554,1.25491165160834,0.465964215126116,0.638032108061454,0.557997557997558,1.62184536575288
"4558",2019,"Bowling Green",14,0.255769989168071,0.439856132229188,1.21518262407615,0.95,0.210360516676306,2.94345132060922,1.18778484673222,2.16971852708695,3.66875,-1.76425,0.681982118774484,0.251245697301138,0.494700920548378,1.13533182864779,0.318017881225516,0.218809943335365,0.315783889313301,1.46813308551998,0.606788534512168,0.18390803699732,0.417659533449007,1.09729281398433,0.375921547428832,0.443491310586522,0.459558823529412,1.58651465151759
"4559",2019,"Buffalo",14,0.0430720926608191,0.370390271493213,1.25587485358892,0.908333333333333,0.151151158623985,3.0842105381032,0.774411729574773,0.5917948220258,3.97916666666667,-1.4695,0.649211287078934,0.0525929483898142,0.440953927025356,1.00199958599952,0.350788712921066,-0.0729409710394237,0.201384575569358,1.70815442060425,0.405630072541837,0.122702121645651,0.36910012541806,1.05279321104029,0.566971468074409,0.0427756163162386,0.347956885456885,1.58366261465963
"4560",2019,"BYU",14,0.0588275973792036,0.374265236397589,1.26989255072145,0.578571428571429,0.177864110707804,2.77297130217786,0.818081707501512,1.1103382108288,2.45833333333333,-1.202,0.666833778966132,-0.0213547637082668,0.41922903203391,1.04300983566711,0.333166221033868,0.221536900733269,0.288481576205361,1.94563143318102,0.469311461958521,0.0164714485292771,0.346745500604961,1.15898188904299,0.519301028492205,0.125445406675266,0.395778956579282,1.48883249137127
"4561",2019,"California",14,0.218891243048189,0.458429047521022,1.21956484731925,0.645833333333333,0.162202380952381,2.59079506802721,0.701743197278912,0.393920068027211,4.57291666666667,-1.36425,0.701438792823814,0.0909835140361492,0.478651699088294,0.974020012530978,0.298561207176186,0.503657098725331,0.411915204678363,1.83620632497121,0.39105035307034,-0.0576438450633854,0.365858843537415,0.860219983198986,0.586091110549692,0.411470366219435,0.508159446146686,1.49924045826726
"4562",2019,"Central Michigan",14,0.0971415606271719,0.394087273981852,1.24279780201991,0.670238095238095,0.240479115479115,2.36069837624185,0.808289712637539,0.761916461916462,3.37291666666667,-1.5055,0.661851292498883,0.118185053952825,0.446789904773098,1.18775190030132,0.338148707501117,0.0533994553331392,0.287806286610016,1.40234537205346,0.563898142587902,-0.0271332407376994,0.342076167076167,1.03434673401972,0.412466291984364,0.29776132689073,0.408577586206897,1.78908641135746
"4563",2019,"Charlotte",14,0.192835018799786,0.42818336836853,1.25458245114834,0.416666666666667,0.20102969348659,3.10396312260536,1.29062756568144,1.35103653530378,3.675,-1.12975,0.715225627858174,0.127411457910218,0.458070054945055,1.07866600848343,0.284774372141826,0.309016199994009,0.338463923118655,1.59048069311724,0.56032947409007,0.097385121895886,0.436221435413246,0.971805932710362,0.426890139890108,0.314449700435468,0.379834494773519,2.02432062550682
"4564",2019,"Cincinnati",14,0.0729234809592569,0.405299831081081,1.11946484424252,0.55,0.231746031746032,2.53029761904762,0.904365079365079,0.554761904761905,1.73214285714286,-1.273,0.646032751501502,0.0326278138918406,0.469774283744872,0.926608529899994,0.353967248498498,0.133034764508544,0.285700483091787,1.72104493364149,0.480562593843844,-0.0823629840748812,0.391865079365079,0.783274683448736,0.503819444444444,0.217475571838613,0.378852126134735,1.6437108409846
"4565",2019,"Clemson",14,-0.0725595077145758,0.273084057676587,1.22820857319886,0.75,0.297036297036297,2.13144563769564,0.747136197136197,1.02385114885115,2.83333333333333,-1.044,0.622268899433585,-0.159796254117245,0.324676681746656,1.00991092795016,0.377731100566415,0.0821818532123755,0.186067546583851,1.91767189607556,0.65536286090191,-0.101776833834545,0.282642357642358,0.94030954896858,0.339829446790398,0.101811852348659,0.264516129032258,2.01926906701144
"4566",2019,"Coastal Carolina",14,0.381167743790868,0.523891904115785,1.31994867377782,0.819444444444444,0.162019632414369,3.37113095238095,1.41301169590643,1.13476399331662,4.37103174603175,-1.42225,0.750133746850165,0.305825956964676,0.548812178160004,1.16414930329739,0.249866253149835,0.625084574681157,0.45,1.91484678839873,0.439412676875363,0.220642156483055,0.479271094402673,0.991986156729688,0.550349227886541,0.511057489976321,0.547040047040047,1.59382721518469
