Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
81856-112036,TE,Griffin,Griffin Moore,Moore,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-151983,QB,Ben,Ben Easters,Easters,,,4000,KU@OU,KU,OU,,,,,,QB/Super FLEX
81856-151980,WR,Jaden,Jaden Alexis,Alexis,,,4000,ISU@TEX,TEX,ISU,D,Knee,,,,WR/Super FLEX
81856-112046,TE,Bryce,Bryce Barnes,Barnes,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-112049,RB,Nick,Nick Fedanzo,Fedanzo,,,4000,MINN@ILL,ILL,MINN,,,,,,RB/Super FLEX
81856-144826,TE,Wyatt,Wyatt Schroeder,Schroeder,,,4000,MINN@ILL,MINN,ILL,,,,,,WR/Super FLEX
81856-144831,RB,Kendall,Kendall Moore,Moore,,,4000,MINN@ILL,MINN,ILL,,,,,,RB/Super FLEX
81856-144839,WR,Jonathan,Jonathan Mann,Mann,,,4000,MINN@ILL,MINN,ILL,,,,,,WR/Super FLEX
81856-152010,WR,Tristan,Tristan Michaud,Michaud,,,4000,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-177614,TE,Marlin,Marlin Klein,Klein,,,4000,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-177618,QB,Declan,Declan Byle,Byle,,,4000,PSU@MICH,MICH,PSU,,,,,,QB/Super FLEX
81856-170448,WR,Luke,Luke Creeger,Creeger,,,4000,KU@OU,OU,KU,,,,,,WR/Super FLEX
81856-116181,WR,Mykel,Mykel Tubbs,Tubbs,,,4000,MIA@VT,MIA,VT,,,,,,WR/Super FLEX
81856-177623,WR,Logan,Logan Forbes,Forbes,,,4000,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-117206,QB,Trey,Trey Lindsey,Lindsey,,,4000,AUB@MISS,AUB,MISS,,,,,,QB/Super FLEX
81856-118230,RB,Gayflor,Gayflor Flomo,Flomo,,,4000,KU@OU,KU,OU,,,,,,RB/Super FLEX
81856-177624,RB,Nico,Nico Andrighetto,Andrighetto,,,4000,PSU@MICH,MICH,PSU,,,,,,RB/Super FLEX
81856-180707,WR,Sam,Sam Hughes,Hughes,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-134635,RB,Tyler,Tyler Moen,Moen,,,4000,ISU@TEX,ISU,TEX,,,,,,RB/Super FLEX
81856-95726,QB,Grayson,Grayson Kline,Kline,,,4000,PSU@MICH,PSU,MICH,,,,,,QB/Super FLEX
81856-134646,WR,Micheal,Micheal Tweten,Tweten,,,4000,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-161269,QB,Jack,Jack Shields,Shields,,,4000,ODU@CCU,ODU,CCU,,,,,,QB/Super FLEX
81856-90618,WR,Maureese,Maureese Wren,Wren,,,4000,KU@OU,OU,KU,,,,,,WR/Super FLEX
81856-134649,RB,Blaze,Blaze Doxzon,Doxzon,,,4000,ISU@TEX,ISU,TEX,,,,,,RB/Super FLEX
81856-134665,WR,T.J.,T.J. Tampa,Tampa,,,4000,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-157200,WR,Jacobi,Jacobi Moore,Moore,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-129556,TE,Dominic,Dominic Mammarelli,Mammarelli,,,4000,MIA@VT,MIA,VT,,,,,,WR/Super FLEX
81856-129559,WR,Dazalin,Dazalin Worsham,Worsham,,,4000,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-155157,QB,Alex,Alex Grado,Grado,,,4000,AUB@MISS,MISS,AUB,,,,,,QB/Super FLEX
81856-158239,QB,Ryan,Ryan Johnson,Johnson,,,4000,MINN@ILL,ILL,MINN,,,,,,QB/Super FLEX
81856-129571,WR,Dante,Dante Johnson,Johnson,,,4000,MIA@VT,MIA,VT,,,,,,WR/Super FLEX
81856-128546,WR,Taj,Taj Thomas,Thomas,,,4000,ODU@CCU,CCU,ODU,,,,,,WR/Super FLEX
81856-177702,WR,Tanner,Tanner Branson,Branson,,,4000,ODU@CCU,CCU,ODU,,,,,,WR/Super FLEX
81856-112175,WR,Dannis,Dannis Jackson,Jackson,7.066666920979817,6,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-152118,WR,Ben,Ben Nikkel,Nikkel,,,4000,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-112187,QB,Sellers,Sellers Shy,Shy,,,4000,AUB@MISS,MISS,AUB,,,,,,QB/Super FLEX
81856-154169,WR,Jameson,Jameson Tucker,Tucker,,,4000,ODU@CCU,CCU,ODU,,,,,,WR/Super FLEX
81856-128573,RB,Randall,Randall Brown,Brown,,,4000,ODU@CCU,CCU,ODU,,,,,,RB/Super FLEX
81856-169555,QB,Jack,Jack Woche,Woche,,,4000,AUB@MISS,MISS,AUB,,,,,,QB/Super FLEX
81856-152144,QB,Charles,Charles Wright,Wright,,,4000,ISU@TEX,TEX,ISU,,,,,,QB/Super FLEX
81856-154193,WR,Malachi,Malachi Taylor,Taylor,,,4000,ODU@CCU,CCU,ODU,,,,,,WR/Super FLEX
81856-92757,TE,Alex,Alex Pihlstrom,Pihlstrom,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-169558,WR,Hayden,Hayden Farrar,Farrar,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-178775,WR,Ben,Ben Clawson,Clawson,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-169556,WR,Drew,Drew Burnett,Burnett,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-179808,TE,Cole,Cole Reemsnyder,Reemsnyder,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-179812,WR,Ayden,Ayden Burkey,Burkey,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-85608,QB,Blake,Blake Clark,Clark,2,1,4000,ISU@TEX,ISU,TEX,,,,,,QB/Super FLEX
81856-154223,WR,Kyre,Kyre Duplessis,Duplessis,,,4000,ODU@CCU,CCU,ODU,,,,,,WR/Super FLEX
81856-167536,TE,Harrison,Harrison Saint Germain,Saint Germain,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-167537,WR,Areeb,Areeb Rashid,Rashid,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-167544,WR,Xayvion,Xayvion Turner-Bradshaw,Turner-Bradshaw,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-55931,RB,John,John Porchivina,Porchivina,,,4000,AUB@MISS,MISS,AUB,,,,,,RB/Super FLEX
81856-167548,WR,Tucker,Tucker Holloway,Holloway,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-167554,QB,Devin,Devin Farrell,Farrell,,,4000,MIA@VT,VT,MIA,,,,,,QB/Super FLEX
81856-135811,QB,Jalon,Jalon Daniels,Daniels,24.563334147135418,6,4000,KU@OU,KU,OU,O,Shoulder,,,,QB/Super FLEX
81856-137859,QB,Sawyer,Sawyer Pate,Pate,,,4000,AUB@MISS,AUB,MISS,,,,,,QB/Super FLEX
81856-170627,RB,Tyler,Tyler Holzworth,Holzworth,0,1,4000,PSU@MICH,PSU,MICH,,,,,,RB/Super FLEX
81856-170624,WR,Tyler,Tyler Johnson,Johnson,,,4000,PSU@MICH,PSU,MICH,,,,,,WR/Super FLEX
81856-137865,WR,J.J.,J.J. Evans,Evans,,,4000,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-85654,WR,Beau,Beau Coberley,Coberley,,,4000,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-136858,WR,Paxton,Paxton Anderson,Anderson,,,4000,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-114328,QB,Jordan,Jordan Preston,Preston,,,4000,KU@OU,KU,OU,,,,,,QB/Super FLEX
81856-137880,WR,Jackson,Jackson Billings,Billings,,,4000,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-104095,WR,Trevor,Trevor Wilson,Wilson,4.781818043101918,11,4000,KU@OU,KU,OU,,,,,,WR/Super FLEX
81856-136866,WR,Dajon,Dajon Harrison,Harrison,,,4000,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-85664,WR,Tayvonn,Tayvonn Kyle,Kyle,,,4000,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-167584,WR,Jay,Jay Fair,Fair,,,4000,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-158383,QB,Tahj,Tahj Bullock,Bullock,,,4000,MIA@VT,VT,MIA,,,,,,QB/Super FLEX
81856-169644,TE,Benji,Benji Gosnell,Gosnell,,,4000,MIA@VT,VT,MIA,O,Knee,,,,WR/Super FLEX
81856-158386,TE,Cole,Cole Pickett,Pickett,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-158384,WR,Miles,Miles Ellis,Ellis,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-94898,WR,Khmari,Khmari Thompson,Thompson,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-158385,WR,P.J.,P.J. Prioleau,Prioleau,0,1,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-112308,QB,Ben,Ben Ballard,Ballard,,,4000,ISU@TEX,TEX,ISU,,,,,,QB/Super FLEX
81856-158388,QB,Ben,Ben Locklear,Locklear,,,4000,MIA@VT,VT,MIA,,,,,,QB/Super FLEX
81856-112313,TE,Nathan,Nathan Hatter,Hatter,,,4000,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-114363,WR,Tommy,Tommy Nesmith,Nesmith,,,4000,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-158393,WR,Logan,Logan Richardson,Richardson,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-166591,QB,Jayden,Jayden Denegal,Denegal,,,4000,PSU@MICH,MICH,PSU,,,,,,QB/Super FLEX
81856-112321,TE,Brayden,Brayden Liebrock,Liebrock,,,4000,ISU@TEX,TEX,ISU,D,Shoulder,,,,WR/Super FLEX
81856-94915,WR,Jalen,Jalen Knox,Knox,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-116419,TE,Jacob,Jacob Hillmann,Hillmann,,,4000,ISU@TEX,ISU,TEX,,,,,,WR/Super FLEX
81856-112322,WR,Parker,Parker Alford,Alford,,,4000,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-171717,QB,Bryce,Bryce Archie,Archie,,,4000,ODU@CCU,CCU,ODU,,,,,,QB/Super FLEX
81856-171720,TE,John,John Grant III,Grant III,,,4000,ODU@CCU,CCU,ODU,,,,,,WR/Super FLEX
81856-171721,QB,Dontrell,Dontrell Jackson Jr.,Jackson Jr.,,,4000,ODU@CCU,CCU,ODU,,,,,,QB/Super FLEX
81856-171725,WR,Rian,Rian Black,Black,,,4000,ODU@CCU,CCU,ODU,,,,,,WR/Super FLEX
81856-171730,TE,Brooks,Brooks Johnson,Johnson,,,4000,ODU@CCU,CCU,ODU,,,,,,WR/Super FLEX
81856-88790,TE,TJ,TJ Ivy Jr.,Ivy Jr.,,,4000,ODU@CCU,CCU,ODU,Q,Undisclosed,,,,WR/Super FLEX
81856-155353,WR,Peyton,Peyton Vining,Vining,0,3,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-94944,RB,Spencer,Spencer Roe,Roe,,,4000,KU@OU,KU,OU,,,,,,RB/Super FLEX
81856-177898,RB,TreVonte',TreVonte' Citizen,Citizen,,,4000,MIA@VT,MIA,VT,O,Lower body,,,,RB/Super FLEX
81856-177896,WR,Isaiah,Isaiah Horton,Horton,,,4000,MIA@VT,MIA,VT,,,,,,WR/Super FLEX
81856-137977,QB,Josh,Josh Beetham,Beetham,,,4000,PSU@MICH,MICH,PSU,,,,,,QB/Super FLEX
81856-172799,RB,Cole,Cole Berghorn,Berghorn,,,4000,MINN@ILL,MINN,ILL,,,,,,RB/Super FLEX
81856-174847,WR,Ashton,Ashton Hollins,Hollins,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-174844,QB,Donovan,Donovan Leary,Leary,,,4000,MINN@ILL,ILL,MINN,Q,Undisclosed,,,,QB/Super FLEX
81856-137981,WR,Owen,Owen Hickey,Hickey,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-137985,WR,Ty,Ty Lindenman,Lindenman,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-172806,WR,Cade,Cade Conzemius,Conzemius,,,4000,MINN@ILL,MINN,ILL,,,,,,WR/Super FLEX
81856-174854,QB,Kirkland,Kirkland Michaux,Michaux,,,4000,MINN@ILL,ILL,MINN,,,,,,QB/Super FLEX
81856-174855,TE,Henry,Henry Boyer,Boyer,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-172804,WR,Kristen,Kristen Hoskins,Hoskins,,,4000,MINN@ILL,MINN,ILL,,,,,,WR/Super FLEX
81856-174852,QB,Jameson,Jameson Sheehan,Sheehan,,,4000,MINN@ILL,ILL,MINN,,,,,,QB/Super FLEX
81856-174853,WR,Kody,Kody Case,Case,0,1,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-172811,TE,Jack,Jack DiSano,DiSano,,,4000,MINN@ILL,MINN,ILL,,,,,,WR/Super FLEX
81856-167689,WR,Dami'on,Dami'on Thompson,Thompson,,,4000,ODU@CCU,CCU,ODU,,,,,,WR/Super FLEX
81856-167694,WR,Chase,Chase Miller,Miller,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-109324,TE,Payton,Payton Bunch,Bunch,,,4000,ODU@CCU,CCU,ODU,,,,,,WR/Super FLEX
81856-167695,RB,Aidan,Aidan Laughery,Laughery,,,4000,MINN@ILL,ILL,MINN,,,,,,RB/Super FLEX
81856-172815,WR,Evan,Evan Redding,Redding,,,4000,MINN@ILL,MINN,ILL,,,,,,WR/Super FLEX
81856-174863,TE,Naivyan,Naivyan Cargill,Cargill,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-172812,WR,Zach,Zach Jorgensen,Jorgensen,,,4000,MINN@ILL,MINN,ILL,,,,,,WR/Super FLEX
81856-172813,QB,Jacob,Jacob Knuth,Knuth,,,4000,MINN@ILL,MINN,ILL,,,,,,QB/Super FLEX
81856-170770,WR,Whit,Whit Johnson,Johnson,,,4000,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-167696,RB,Jordan,Jordan Anderson,Anderson,,,4000,MINN@ILL,ILL,MINN,,,,,,RB/Super FLEX
81856-155409,WR,DJ,DJ Sims,Sims,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-167697,WR,Shawn,Shawn Miller,Miller,,,4000,MINN@ILL,ILL,MINN,O,Undisclosed,,,,WR/Super FLEX
81856-144150,WR,Trent,Trent Mason,Mason,,,4000,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-167703,WR,Eian,Eian Pugh,Pugh,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-144148,TE,Hayden,Hayden Brice,Brice,,,4000,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-167701,QB,Jake,Jake Huber,Huber,,,4000,MINN@ILL,ILL,MINN,,,,,,QB/Super FLEX
81856-170779,TE,Camden,Camden Etheredge,Etheredge,,,4000,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-155416,RB,Kenji,Kenji Christian,Christian,,,4000,MIA@VT,VT,MIA,,,,,,RB/Super FLEX
81856-167705,TE,Grant,Grant Hidalgo,Hidalgo,,,4000,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-170782,RB,Luke,Luke Reebals,Reebals,,,4000,AUB@MISS,AUB,MISS,,,,,,RB/Super FLEX
81856-167717,RB,Wise,Wise Gordon,Gordon,,,4000,AUB@MISS,AUB,MISS,,,,,,RB/Super FLEX
81856-158506,TE,Louis,Louis Hansen,Hansen,,,4000,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-167722,WR,Jake,Jake Kruse,Kruse,,,4000,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-138027,WR,Christian,Christian Bartholomew,Bartholomew,,,4000,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-144171,QB,Lonenoa,Lonenoa Faoa,Faoa,,,4000,MINN@ILL,MINN,ILL,,,,,,QB/Super FLEX
81856-167723,TE,Micah,Micah Riley-Ducker,Riley-Ducker,,,4000,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-158505,QB,Jesse,Jesse Madden,Madden,,,4000,PSU@MICH,MICH,PSU,,,,,,QB/Super FLEX
81856-138031,RB,Nico,Nico Tiberia,Tiberia,,,4000,PSU@MICH,MICH,PSU,,,,,,RB/Super FLEX
81856-167725,WR,Colby,Colby Stafford,Stafford,,,4000,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-138032,QB,Peyton,Peyton Smith,Smith,,,4000,PSU@MICH,MICH,PSU,,,,,,QB/Super FLEX
81856-158513,TE,Noah,Noah Howes,Howes,,,4000,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-138042,WR,Sam,Sam Staruch,Staruch,,,4000,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-138040,WR,Jake,Jake Thaw,Thaw,0,1,4000,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-89925,QB,Steven,Steven Williams,Williams,0,1,4000,ODU@CCU,ODU,CCU,,,,,,QB/Super FLEX
81856-145223,QB,Carsten,Carsten Groos,Groos,,,4000,KU@OU,OU,KU,,,,,,QB/Super FLEX
81856-89930,RB,Elijah,Elijah Davis,Davis,6.972726995294744,11,4000,ODU@CCU,ODU,CCU,,,,,,RB/Super FLEX
81856-114524,WR,Luke,Luke Lindenfeldar,Lindenfeldar,,,4000,ODU@CCU,ODU,CCU,,,,,,WR/Super FLEX
81856-111461,RB,Devyn,Devyn Ford,Ford,2.325000047683716,4,4000,PSU@MICH,PSU,MICH,O,Not injury related,,,,RB/Super FLEX
81856-154474,WR,Bralon,Bralon Brown,Brown,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-154475,WR,Rayf,Rayf Vinson,Vinson,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-154472,TE,Jack,Jack Greer,Greer,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-154473,WR,Joshua,Joshua Pfeifer,Pfeifer,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-154478,WR,Calvin,Calvin Wilson,Wilson,,,4000,AUB@MISS,MISS,AUB,,,,,,WR/Super FLEX
81856-154480,RB,Fred,Fred McAfee,McAfee,,,4000,AUB@MISS,MISS,AUB,,,,,,RB/Super FLEX
81856-167814,TE,Owen,Owen Anderson,Anderson,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-167815,WR,Weston,Weston Adams,Adams,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-166788,RB,William,William Mcbride,Mcbride,,,4000,PSU@MICH,MICH,PSU,,,,,,RB/Super FLEX
81856-166794,QB,Maalik,Maalik Murphy,Murphy,,,4000,ISU@TEX,TEX,ISU,,,,,,QB/Super FLEX
81856-176010,WR,Michael,Michael Hodge,Hodge,,,4000,ODU@CCU,ODU,CCU,,,,,,WR/Super FLEX
81856-167816,WR,Jordan,Jordan Knowles,Knowles,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-103311,WR,Luke,Luke Bussel,Bussel,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-114575,WR,Mathew,Mathew Harrison,Harrison,,,4000,PSU@MICH,MICH,PSU,,,,,,WR/Super FLEX
81856-85904,WR,Chris,Chris Autman-Bell,Autman-Bell,9.300000190734863,2,4000,MINN@ILL,MINN,ILL,O,Lower leg,,,,WR/Super FLEX
81856-176016,QB,Tyler,Tyler Stott,Stott,,,4000,ODU@CCU,ODU,CCU,,,,,,QB/Super FLEX
81856-176017,WR,Dominic,Dominic Dutton,Dutton,,,4000,ODU@CCU,ODU,CCU,,,,,,WR/Super FLEX
81856-85910,QB,Samuel,Samuel Pickerign,Pickerign,,,4000,MINN@ILL,MINN,ILL,Q,Foot,,,,QB/Super FLEX
81856-179097,RB,Isaiah,Isaiah Jones,Jones,,,4000,ODU@CCU,CCU,ODU,,,,,,RB/Super FLEX
81856-155550,QB,Samari,Samari Collier,Collier,,,4000,MINN@ILL,ILL,MINN,,,,,,QB/Super FLEX
81856-171933,WR,Anthony,Anthony Ivey,Ivey,,,4000,PSU@MICH,PSU,MICH,,,,,,WR/Super FLEX
81856-155552,TE,Lucas,Lucas Althaus,Althaus,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-170919,RB,Mario,Mario Easterly,Easterly,,,4000,ODU@CCU,ODU,CCU,,,,,,RB/Super FLEX
81856-156595,TE,Jackson,Jackson Kelly,Kelly,,,4000,AUB@MISS,AUB,MISS,,,,,,WR/Super FLEX
81856-171958,RB,Logan,Logan Adkins,Adkins,,,4000,ODU@CCU,CCU,ODU,,,,,,RB/Super FLEX
81856-156599,RB,John Reese,John Reese Bellew,Bellew,,,4000,AUB@MISS,AUB,MISS,,,,,,RB/Super FLEX
81856-171957,WR,Tate,Tate Davis,Davis,,,4000,ODU@CCU,CCU,ODU,,,,,,WR/Super FLEX
81856-136121,WR,Keion,Keion Battle,Battle,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-111549,RB,Todd,Todd Hudson,Hudson,,,4000,KU@OU,OU,KU,,,,,,RB/Super FLEX
81856-163783,RB,Tyson,Tyson Al-Jbour,Al-Jbour,,,4000,KU@OU,OU,KU,,,,,,RB/Super FLEX
81856-174028,TE,Iosefa,Iosefa Tanoai,Tanoai,,,4000,ODU@CCU,ODU,CCU,,,,,,WR/Super FLEX
81856-174033,WR,Matthew,Matthew Mancini,Mancini,,,4000,ODU@CCU,ODU,CCU,,,,,,WR/Super FLEX
81856-155608,WR,Quentin,Quentin Redding,Redding,0,4,4000,MINN@ILL,MINN,ILL,,,,,,WR/Super FLEX
81856-156640,TE,Curtis,Curtis Nixon II,Nixon II,,,4000,ODU@CCU,ODU,CCU,,,,,,WR/Super FLEX
81856-85988,WR,Cole,Cole Beck,Beck,,,4000,MIA@VT,VT,MIA,,,,,,WR/Super FLEX
81856-168940,WR,Gus,Gus Asel,Asel,,,4000,ISU@TEX,TEX,ISU,,,,,,WR/Super FLEX
81856-166893,TE,Jerry,Jerry Cross,Cross,,,4000,PSU@MICH,PSU,MICH,O,Undisclosed,,,,WR/Super FLEX
81856-152562,TE,Mike,Mike Cerniglia Jr.,Cerniglia Jr.,,,4000,MINN@ILL,ILL,MINN,,,,,,WR/Super FLEX
81856-166897,QB,Beau,Beau Pribula,Pribula,,,4000,PSU@MICH,PSU,MICH,,,,,,QB/Super FLEX
