"","year","week","team","opp_team","implied_total","opp_implied_total"
"10184",2018,9,"Toledo","Western Michigan",32.5,36.5
"10185",2018,9,"Vanderbilt","Arkansas",26.25,25.25
"10186",2018,9,"UMass","Connecticut",33.5,30
"10187",2018,9,"Central Michigan","Akron",19.75,23.75
"10188",2018,9,"Coastal Carolina","Georgia State",31.75,29.25
"10189",2018,9,"Arkansas State","Louisiana",36,33
"10190",2018,9,"Tennessee","South Carolina",21.25,31.75
"10191",2018,9,"North Carolina","Virginia",21.75,29.25
"10192",2018,9,"Oregon State","Colorado",16.5,43
"10193",2018,9,"Troy","South Alabama",31.75,20.75
"10194",2018,9,"Baylor","West Virginia",26.25,40.75
"10195",2018,9,"Appalachian State","Georgia Southern",29.25,18.25
"10196",2018,9,"Georgia Tech","Virginia Tech",27.75,30.75
"10197",2018,9,"Utah","UCLA",32.5,22
"10198",2018,9,"Indiana","Minnesota",28.25,25.75
"10199",2018,9,"Wyoming","Colorado State",25.25,22.25
"10200",2018,9,"Notre Dame","Navy",38.5,17
"10201",2018,9,"Florida","Georgia",23,30
"10202",2018,9,"Kansas State","Oklahoma",20,43.5
"10203",2018,9,"Kentucky","Missouri",23.5,31
"10204",2018,9,"Washington State","Stanford",26.25,28.75
"10205",2018,9,"Texas A&M","Mississippi State",20.5,22
"10206",2018,9,"Iowa","Penn State",23.25,28.75
"10207",2018,9,"Oregon","Arizona",36,28.5
"10208",2018,9,"Wisconsin","Northwestern",27.25,22.75
"10209",2018,9,"South Florida","Houston",33,43
"10210",2018,9,"NC State","Syracuse",33.5,31.5
"10211",2018,9,"Purdue","Michigan State",25.5,23
"10212",2018,9,"Texas Tech","Iowa State",26,31.5
"10213",2018,9,"Wake Forest","Louisville",32.5,35.5
"10214",2018,9,"Army","Eastern Michigan",24.5,23
"10215",2018,9,"TCU","Kansas",29.75,16.75
"10216",2018,9,"Arizona State","USC",24.75,27.75
"10217",2018,9,"Middle Tennessee","Old Dominion",33,29
"10218",2018,9,"Northern Illinois","BYU",18.5,25
"10219",2018,9,"Cincinnati","SMU",29.75,20.25
"10220",2018,9,"Rice","North Texas",14,44
"10221",2018,9,"UNLV","San José State",27.5,30
"10222",2018,9,"Tulane","Tulsa",25,24
"10223",2018,9,"Boise State","Air Force",34,24
"10224",2018,9,"Florida International","Western Kentucky",28.5,25.5
"10225",2018,9,"UAB","UTEP",32.75,17.25
"10226",2018,9,"Hawai'i","Fresno State",17.5,42
"10227",2018,9,"Texas","Oklahoma State",31.5,29
"10228",2018,9,"Illinois","Maryland",19.75,36.25
"10229",2018,9,"Clemson","Florida State",33.75,15.75
"10230",2018,9,"New Mexico","Utah State",22,42
"10231",2018,9,"Miami","Boston College",26.5,22.5
"10232",2018,9,"San Diego State","Nevada",22.25,23.25
"10233",2018,9,"Louisiana Tech","Florida Atlantic",27.5,31
"10234",2018,9,"Washington","California",29,17
"10235",2018,9,"Southern Mississippi","Charlotte",25.75,19.25
"10236",2018,10,"Kansas State","TCU",17.25,27.25
"10237",2018,10,"Kent State","Bowling Green",33,34.5
"10238",2018,10,"Miami (OH)","Buffalo",23,30
"10239",2018,10,"Northern Illinois","Akron",21.5,15.5
"10240",2018,10,"Ohio","Western Michigan",34,31
"10241",2018,10,"Louisiana Tech","Mississippi State",13,36
"10242",2018,10,"Central Michigan","Eastern Michigan",16,30
"10243",2018,10,"Texas State","Georgia State",23,30
"10244",2018,10,"Georgia Southern","Louisiana Monroe",33.75,26.75
"10245",2018,10,"Liberty","UMass",33.75,32.25
"10246",2018,10,"Charlotte","Tennessee",12.5,35
"10247",2018,10,"Appalachian State","Coastal Carolina",32.75,19.25
"10248",2018,10,"Pittsburgh","Virginia",19.25,26.25
"10249",2018,10,"Ball State","Toledo",22.25,41.75
"10250",2018,10,"Colorado","Arizona",27,30
"10251",2018,10,"Alabama","LSU",32.75,18.75
"10252",2018,10,"Notre Dame","Northwestern",29.75,19.75
"10253",2018,10,"Penn State","Michigan",17.25,30.75
"10254",2018,10,"Georgia","Kentucky",28.5,19
"10255",2018,10,"Nebraska","Ohio State",29.25,46.25
"10256",2018,10,"Utah","Arizona State",30.75,23.25
"10257",2018,10,"Iowa","Purdue",25,26.5
"10258",2018,10,"Texas A&M","Auburn",21.75,25.25
"10259",2018,10,"Florida State","NC State",21.25,30.75
"10260",2018,10,"Boston College","Virginia Tech",29.5,27.5
"10261",2018,10,"Fresno State","UNLV",42.75,15.75
"10262",2018,10,"Iowa State","Kansas",32.25,13.75
"10263",2018,10,"Rutgers","Wisconsin",10.75,39.75
"10264",2018,10,"Michigan State","Maryland",23,20
"10265",2018,10,"Oklahoma State","Baylor",37,31
"10266",2018,10,"Memphis","East Carolina",38.75,27.75
"10267",2018,10,"San José State","Wyoming",10.25,27.75
"10268",2018,10,"Marshall","Southern Mississippi",25.25,22.25
"10269",2018,10,"South Alabama","Arkansas State",23.75,37.75
"10270",2018,10,"Minnesota","Illinois",35,26.5
"10271",2018,10,"UTEP","Rice",23.5,21.5
"10272",2018,10,"Navy","Cincinnati",17,30
"10273",2018,10,"Tulane","South Florida",27.25,33.25
"10274",2018,10,"Louisiana","Troy",28.5,36
"10275",2018,10,"Duke","Miami",20.75,30.25
"10276",2018,10,"Connecticut","Tulsa",20.75,39.25
"10277",2018,10,"Houston","SMU",42.5,28.5
"10278",2018,10,"UCLA","Oregon",24.5,35
"10279",2018,10,"Florida Atlantic","Florida International",28.75,30.75
"10280",2018,10,"UT San Antonio","UAB",10.5,32
"10281",2018,10,"Stanford","Washington",17,26.5
"10282",2018,10,"USC","Oregon State",39.75,24.75
"10283",2018,10,"BYU","Boise State",20.75,32.75
"10284",2018,10,"Utah State","Hawai'i",45,26
"10285",2018,10,"San Diego State","New Mexico",28.75,16.75
"10286",2018,10,"Temple","UCF",24.25,34.75
"10287",2018,10,"California","Washington State",22,29
"10288",2018,10,"Louisville","Clemson",11.5,49.5
"10289",2018,10,"Missouri","Florida",26.75,32.75
"10290",2018,10,"Oklahoma","Texas Tech",46.25,32.25
"10291",2018,10,"West Virginia","Texas",29.5,28.5
"10292",2018,10,"South Carolina","Ole Miss",34,36
"10293",2018,10,"Syracuse","Wake Forest",41.5,35.5
"10294",2018,10,"Air Force","Army",18.5,23
"10295",2018,10,"Georgia Tech","North Carolina",35,31
"10296",2018,11,"Kent State","Buffalo",13.75,30.75
"10297",2018,11,"Ohio","Miami (OH)",31.75,27.25
"10298",2018,11,"Toledo","Northern Illinois",25.25,28.75
"10299",2018,11,"Vanderbilt","Missouri",25.75,39.25
"10300",2018,11,"Akron","Eastern Michigan",15.25,26.25
"10301",2018,11,"Bowling Green","Central Michigan",21,28.5
"10302",2018,11,"Appalachian State","Texas State",32.75,14.25
"10303",2018,11,"Georgia State","Louisiana",28.25,41.75
"10304",2018,11,"Louisiana Monroe","South Alabama",35.25,27.75
"10305",2018,11,"Southern Mississippi","UAB",15.75,29.25
"10306",2018,11,"Wake Forest","NC State",26,43
"10307",2018,11,"Mississippi State","Alabama",14.25,35.75
"10308",2018,11,"Kentucky","Tennessee",24,19
"10309",2018,11,"Louisville","Syracuse",24.25,44.25
"10310",2018,11,"Fresno State","Boise State",29.25,26.75
"10311",2018,11,"Clemson","Boston College",34.5,17
"10312",2018,11,"Florida State","Notre Dame",16.5,33
"10313",2018,11,"Michigan","Rutgers",40.75,4.25
"10314",2018,11,"Oklahoma State","Oklahoma",29.5,50.5
"10315",2018,11,"LSU","Arkansas",31,18.5
"10316",2018,11,"Ohio State","Michigan State",26.5,23.5
"10317",2018,11,"Texas","Texas Tech",32.25,30.25
"10318",2018,11,"Wisconsin","Penn State",22.25,29.75
"10319",2018,11,"Northwestern","Iowa",18.25,28.25
"10320",2018,11,"Baylor","Iowa State",17,34
"10321",2018,11,"Ole Miss","Texas A&M",27.5,40.5
"10322",2018,11,"Illinois","Nebraska",27,44
"10323",2018,11,"Kansas","Kansas State",18.25,27.25
"10324",2018,11,"BYU","UMass",35.5,21.5
"10325",2018,11,"SMU","Connecticut",42,24
"10326",2018,11,"Tulsa","Memphis",24.75,41.25
"10327",2018,11,"North Carolina","Duke",25.5,33
"10328",2018,11,"Troy","Georgia Southern",23.25,21.25
"10329",2018,11,"Charlotte","Marshall",14.5,27.5
"10330",2018,11,"Liberty","Virginia",17,41
"10331",2018,11,"Middle Tennessee","UTEP",31.25,17.75
"10332",2018,11,"Virginia Tech","Pittsburgh",24,28
"10333",2018,11,"North Texas","Old Dominion",40.5,26.5
"10334",2018,11,"New Mexico","Air Force",20.5,34.5
"10335",2018,11,"East Carolina","Tulane",21.25,31.75
"10336",2018,11,"San José State","Utah State",16.25,47.25
"10337",2018,11,"Oregon","Utah",22.75,28.25
"10338",2018,11,"Miami","Georgia Tech",25,26.5
"10339",2018,11,"Florida International","UT San Antonio",28.5,18
"10340",2018,11,"Rice","Louisiana Tech",14.5,38.5
"10341",2018,11,"South Florida","Cincinnati",19.5,33.5
"10342",2018,11,"Temple","Houston",33,36.5
"10343",2018,11,"Oregon State","Stanford",19,42.5
"10344",2018,11,"Colorado State","Nevada",23.75,37.75
"10345",2018,11,"UNLV","San Diego State",13.75,37.75
"10346",2018,11,"Auburn","Georgia",20,32.5
"10347",2018,11,"TCU","West Virginia",21.25,34.25
"10348",2018,11,"California","USC",20,25.5
"10349",2018,11,"Navy","UCF",22.25,45.75
"10350",2018,11,"Western Kentucky","Florida Atlantic",21,38.5
"10351",2018,11,"South Carolina","Florida",24,31
"10352",2018,11,"Purdue","Minnesota",34.25,23.75
"10353",2018,11,"Arkansas State","Coastal Carolina",34,27.5
"10354",2018,11,"Washington State","Colorado",32.5,27
"10355",2018,11,"UCLA","Arizona State",26.5,38
"10356",2018,12,"Toledo","Kent State",34.5,23
"10357",2018,12,"Middle Tennessee","Kentucky",16,32.5
"10358",2018,12,"Arkansas","Mississippi State",13.25,35.75
"10359",2018,12,"Georgia State","Appalachian State",13.5,41
"10360",2018,12,"Bowling Green","Akron",21,27.5
"10361",2018,12,"Georgia Southern","Coastal Carolina",30,22.5
"10362",2018,12,"South Alabama","Louisiana",23.5,42.5
"10363",2018,12,"UTEP","Western Kentucky",20.5,27
"10364",2018,12,"Western Michigan","Ball State",34,24
"10365",2018,12,"Buffalo","Ohio",31.75,34.25
"10366",2018,12,"Miami (OH)","Northern Illinois",20.75,27.25
"10367",2018,12,"Florida Atlantic","North Texas",29.5,34
"10368",2018,12,"Boise State","New Mexico",41,20
"10369",2018,12,"Memphis","SMU",41,33.5
"10370",2018,12,"Duke","Clemson",14.75,44.25
"10371",2018,12,"Syracuse","Notre Dame",27.25,37.25
"10372",2018,12,"UMass","Georgia",13,54.5
"10373",2018,12,"Arizona","Washington State",26.5,37
"10374",2018,12,"Ohio State","Maryland",37.5,24
"10375",2018,12,"Cincinnati","UCF",26.25,33.75
"10376",2018,12,"Penn State","Rutgers",40.5,12
"10377",2018,12,"Iowa State","Texas",23.5,26
"10378",2018,12,"Oregon State","Washington",12.5,45
"10379",2018,12,"Boston College","Florida State",25,22.5
"10380",2018,12,"Northwestern","Minnesota",22.75,25.75
"10381",2018,12,"Michigan State","Nebraska",23.5,25
"10382",2018,12,"Pittsburgh","Wake Forest",33.75,28.75
"10383",2018,12,"South Florida","Temple",24.5,38.5
"10384",2018,12,"NC State","Louisville",40.5,24.5
"10385",2018,12,"Florida International","Charlotte",24,20.5
"10386",2018,12,"UT San Antonio","Marshall",10.25,37.75
"10387",2018,12,"Louisiana Monroe","Arkansas State",30.25,37.75
"10388",2018,12,"Nevada","San José State",37,22.5
"10389",2018,12,"Missouri","Tennessee",31.75,26.25
"10390",2018,12,"USC","UCLA",28.75,26.25
"10391",2018,12,"Iowa","Illinois",37.75,22.25
"10392",2018,12,"Texas Tech","Kansas State",30.75,24.25
"10393",2018,12,"Virginia","Georgia Tech",23.25,29.25
"10394",2018,12,"Wisconsin","Purdue",26.25,29.75
"10395",2018,12,"Louisiana Tech","Southern Mississippi",21.5,24
"10396",2018,12,"Tulsa","Navy",22.75,27.75
"10397",2018,12,"Liberty","Auburn",17,46.5
"10398",2018,12,"Air Force","Wyoming",19.75,22.75
"10399",2018,12,"UAB","Texas A&M",14.75,31.75
"10400",2018,12,"Connecticut","East Carolina",27.25,44.25
"10401",2018,12,"Ole Miss","Vanderbilt",34.75,37.75
"10402",2018,12,"New Mexico State","BYU",16.25,41.75
"10403",2018,12,"Arizona State","Oregon",30.25,33.75
"10404",2018,12,"San Diego State","Fresno State",14.75,27.75
"10405",2018,12,"UNLV","Hawai'i",32.5,38.5
"10406",2018,12,"Miami","Virginia Tech",29.25,22.75
"10407",2018,12,"Kansas","Oklahoma",17.25,52.25
"10408",2018,12,"Utah State","Colorado State",48.5,18
"10409",2018,12,"Utah","Colorado",27,20
"10410",2018,12,"Rice","LSU",5.25,46.75
"10411",2018,12,"West Virginia","Oklahoma State",40,34
"10412",2018,12,"Texas State","Troy",12.25,35.25
"10413",2018,12,"Indiana","Michigan",12.75,40.75
"10414",2018,12,"Tulane","Houston",30.25,37.75
"10415",2018,13,"Ball State","Miami (OH)",19.25,35.75
"10416",2018,13,"Northern Illinois","Western Michigan",27.5,21
"10417",2018,13,"Akron","Ohio",16.25,40.25
"10418",2018,13,"Buffalo","Bowling Green",39,23
"10419",2018,13,"Central Michigan","Toledo",19.5,38.5
"10420",2018,13,"Eastern Michigan","Kent State",32.25,19.75
"10421",2018,13,"Coastal Carolina","South Alabama",29.75,28.75
"10422",2018,13,"Georgia Southern","Georgia State",35,25
"10423",2018,13,"Tennessee","Vanderbilt",24,27.5
"10424",2018,13,"South Carolina","Clemson",16.5,42
"10425",2018,13,"Mississippi State","Ole Miss",36.75,24.25
"10426",2018,13,"Colorado State","Air Force",24.75,39.25
"10427",2018,13,"Oklahoma","West Virginia",44.5,41.5
"10428",2018,13,"Washington","Washington State",23.75,26.25
"10429",2018,13,"UCF","South Florida",43.25,26.75
"10430",2018,13,"Nebraska","Iowa",22.25,29.75
"10431",2018,13,"Houston","Memphis",33,42.5
"10432",2018,13,"Arkansas","Missouri",17.5,41.5
"10433",2018,13,"Oregon","Oregon State",44.5,26.5
"10434",2018,13,"Auburn","Alabama",13.5,39.5
"10435",2018,13,"Michigan","Ohio State",28.5,24
"10436",2018,13,"Georgia Tech","Georgia",21.5,38.5
"10437",2018,13,"LSU","Texas A&M",21.75,24.75
"10438",2018,13,"Florida","Florida State",30.25,21.75
"10439",2018,13,"Maryland","Penn State",19.75,31.75
"10440",2018,13,"BYU","Utah",17,27.5
"10441",2018,13,"Illinois","Northwestern",20.75,35.25
"10442",2018,13,"Syracuse","Boston College",28.25,33.25
"10443",2018,13,"Utah State","Boise State",31.25,33.75
"10444",2018,13,"Pittsburgh","Miami",20,25.5
"10445",2018,13,"Kansas State","Iowa State",15.5,25.5
"10446",2018,13,"Marshall","Florida International",28,24.5
"10447",2018,13,"NC State","North Carolina",34.5,27
"10448",2018,13,"Wake Forest","Duke",26,35.5
"10449",2018,13,"Old Dominion","Rice",34.5,27
"10450",2018,13,"New Mexico State","Liberty",32.75,39.75
"10451",2018,13,"Troy","Appalachian State",16.5,28.5
"10452",2018,13,"Wyoming","New Mexico",25,18
"10453",2018,13,"Stanford","UCLA",34,27
"10454",2018,13,"Southern Mississippi","UTEP",29.5,15.5
"10455",2018,13,"Louisiana","Louisiana Monroe",34.75,36.25
"10456",2018,13,"Minnesota","Wisconsin",21.25,31.75
"10457",2018,13,"SMU","Tulsa",27.5,25
"10458",2018,13,"Rutgers","Michigan State",6.25,30.75
"10459",2018,13,"Arkansas State","Texas State",30.75,17.75
"10460",2018,13,"Charlotte","Florida Atlantic",19,35.5
"10461",2018,13,"Colorado","California",17,27.5
"10462",2018,13,"San José State","Fresno State",9.75,41.25
"10463",2018,13,"Oklahoma State","TCU",29.25,23.25
"10464",2018,13,"Nevada","UNLV",37.25,23.25
"10465",2018,13,"Hawai'i","San Diego State",18,36
"10466",2018,13,"Notre Dame","USC",33.25,20.75
"10467",2018,13,"Arizona State","Arizona",33.75,32.25
"10468",2018,13,"Navy","Tulane",23.25,28.25
"10469",2018,13,"Virginia","Virginia Tech",27.25,22.25
"10470",2018,13,"East Carolina","Cincinnati",17,32.5
"10471",2018,13,"North Texas","UT San Antonio",38.25,13.25
"10472",2018,13,"Baylor","Texas Tech",28.75,34.75
"10473",2018,13,"Texas","Kansas",32.5,18
"10474",2018,13,"Western Kentucky","Louisiana Tech",19.25,29.75
"10475",2018,13,"Temple","Connecticut",49.25,18.75
"10476",2018,13,"Kentucky","Louisville",35,18
"10477",2018,14,"East Carolina","NC State",17.5,42
"10478",2018,14,"Marshall","Virginia Tech",24,27.5
"10479",2018,14,"Utah","Washington",20.25,24.75
"10480",2018,14,"Northern Illinois","Buffalo",24,27
"10481",2018,14,"Alabama","Georgia",36.5,25.5
"10482",2018,14,"Clemson","Pittsburgh",40,13
"10483",2018,14,"Northwestern","Ohio State",23,39.5
"10484",2018,14,"Memphis","UCF",32,33
"10485",2018,14,"Fresno State","Boise State",24.75,26.75
"10486",2018,14,"Louisiana","Appalachian State",18.25,35.75
"10487",2018,14,"Stanford","California",24.75,21.75
"10488",2018,14,"Akron","South Carolina",13.25,41.75
"10489",2018,14,"Texas","Oklahoma",35,44.5
"10490",2018,15,"Navy","Army",15.75,22.75
"10491",2019,1,"Georgia","Vanderbilt",39.25,17.25
"10492",2019,1,"Syracuse","Liberty",44.25,24.75
"10493",2019,1,"Northwestern","Stanford",20,26.5
"10494",2019,1,"Eastern Michigan","Coastal Carolina",30,25
"10495",2019,1,"Fresno State","USC",17.75,32.25
"10496",2019,1,"New Mexico State","Washington State",16.25,49.25
"10497",2019,1,"Georgia State","Tennessee",16.75,41.25
"10498",2019,1,"Virginia Tech","Boston College",30.5,26
"10499",2019,1,"Oregon","Auburn",25.5,29.5
"10500",2019,1,"Missouri","Wyoming",35,18.5
"10501",2019,1,"Duke","Alabama",12,45.5
"10502",2019,1,"SMU","Arkansas State",28.5,30
"10503",2019,1,"Houston","Oklahoma",29.25,50.75
"10504",2019,1,"Georgia Southern","LSU",12,39
"10505",2019,1,"Louisiana Tech","Texas",18.25,37.25
"10506",2019,1,"Notre Dame","Louisville",37,18
"10507",2019,1,"Virginia","Pittsburgh",24.5,22
"10508",2019,1,"Middle Tennessee","Michigan",10.25,46.25
"10509",2019,1,"South Carolina","North Carolina",36,25
"10510",2019,1,"Miami","Florida",19.5,26.5
"10511",2019,1,"Miami (OH)","Iowa",11.25,36.25
"10512",2019,1,"Florida International","Tulane",28.5,31.5
"10513",2019,1,"Toledo","Kentucky",25.5,35
"10514",2019,1,"Utah State","Wake Forest",28,33
"10515",2019,1,"Purdue","Nevada",34.75,23.75
"10516",2019,1,"Colorado State","Colorado",21.5,33.5
"10517",2019,1,"Oklahoma State","Oregon State",43.5,30
"10518",2019,1,"Florida Atlantic","Ohio State",19.5,46.5
"10519",2019,1,"South Alabama","Nebraska",15,50
"10520",2019,1,"Ole Miss","Memphis",30.25,33.25
"10521",2019,1,"Mississippi State","Louisiana",40.25,21.25
"10522",2019,1,"Akron","Illinois",21.25,39.25
"10523",2019,1,"Indiana","Ball State",39.5,21.5
"10524",2019,1,"Boise State","Florida State",24.25,30.75
"10525",2019,1,"East Carolina","NC State",17.25,34.75
"10526",2019,1,"Arizona","Hawai'i",40.5,30.5
"10527",2019,1,"Georgia Tech","Clemson",11.75,48.75
"10528",2019,1,"Texas State","Texas A&M",11.5,45
"10529",2019,1,"Utah","BYU",27.75,21.25
"10530",2019,1,"UCLA","Cincinnati",26.5,29
"10531",2019,1,"Kent State","Arizona State",18.5,43
"10532",2019,1,"Tulsa","Michigan State",12.75,34.75
"10533",2019,1,"Wisconsin","South Florida",34,24
"10534",2019,1,"Rice","Army",11.5,35
"10535",2019,1,"UMass","Rutgers",18.5,35.5
"10536",2019,2,"UAB","Akron",27.25,19.25
"10537",2019,2,"Nebraska","Colorado",34,30
"10538",2019,2,"Liberty","Louisiana",25.75,39.75
"10539",2019,2,"Charlotte","Appalachian State",15.5,38.5
"10540",2019,2,"Texas A&M","Clemson",23,39.5
"10541",2019,2,"Eastern Michigan","Kentucky",18,33.5
"10542",2019,2,"UTEP","Texas Tech",14.75,49.25
"10543",2019,2,"Ohio","Pittsburgh",25,29
"10544",2019,2,"Illinois","Connecticut",40,19
"10545",2019,2,"Wake Forest","Rice",39.75,19.75
"10546",2019,2,"Western Kentucky","Florida International",24,33
"10547",2019,2,"West Virginia","Missouri",24.5,38
"10548",2019,2,"Arkansas State","UNLV",32.25,31.25
"10549",2019,2,"Oregon State","Hawai'i",35.25,41.75
"10550",2019,2,"LSU","Texas",32,25.5
"10551",2019,2,"Stanford","USC",20,23
"10552",2019,2,"Vanderbilt","Purdue",24.5,31.5
"10553",2019,2,"BYU","Tennessee",24.25,27.25
"10554",2019,2,"Tulsa","San José State",30,23.5
"10555",2019,2,"Rutgers","Iowa",15,33
"10556",2019,2,"Bowling Green","Kansas State",16.25,41.25
"10557",2019,2,"Northern Illinois","Utah",11,34
"10558",2019,2,"California","Washington",14.5,28
"10559",2019,2,"Nevada","Oregon",18.75,42.75
"10560",2019,2,"Old Dominion","Virginia Tech",13.75,43.75
"10561",2019,2,"Minnesota","Fresno State",24.5,21.5
"10562",2019,2,"South Florida","Georgia Tech",27,32
"10563",2019,2,"Syracuse","Maryland",29,30
"10564",2019,2,"Cincinnati","Ohio State",18.75,33.25
"10565",2019,2,"UT San Antonio","Baylor",16.75,41.75
"10566",2019,2,"Arkansas","Ole Miss",22.75,27.75
"10567",2019,2,"Coastal Carolina","Kansas",23.75,30.75
"10568",2019,2,"Southern Mississippi","Mississippi State",17.25,33.75
"10569",2019,2,"Buffalo","Penn State",12.75,44.25
"10570",2019,2,"Western Michigan","Michigan State",16,30.5
"10571",2019,2,"Miami","North Carolina",25.5,20.5
"10572",2019,2,"San Diego State","UCLA",18.5,26
"10573",2019,2,"New Mexico State","Alabama",5.25,59.75
"10574",2019,2,"Central Michigan","Wisconsin",10.25,44.25
"10575",2019,2,"North Texas","SMU",34.5,38
"10576",2019,2,"Tulane","Auburn",18.25,33.25
"10577",2019,2,"Army","Michigan",13.25,34.75
"10578",2019,2,"Wyoming","Texas State",27.75,20.25
"10579",2019,2,"Marshall","Boise State",22,36
"10580",2019,2,"Louisiana Monroe","Florida State",21.5,44
"10581",2019,2,"UCF","Florida Atlantic",41.25,27.75
"10582",2019,3,"Florida Atlantic","Ball State",33.5,31
"10583",2019,3,"Pittsburgh","Penn State",18.25,35.25
"10584",2019,3,"Akron","Central Michigan",21.5,24
"10585",2019,3,"Louisiana Tech","Bowling Green",35.75,23.25
"10586",2019,3,"Buffalo","Liberty",30.5,24.5
"10587",2019,3,"Georgia State","Western Michigan",30.25,39.25
"10588",2019,3,"Clemson","Syracuse",45.5,17.5
"10589",2019,3,"NC State","West Virginia",26.75,19.75
"10590",2019,3,"UNLV","Northwestern",16.75,35.25
"10591",2019,3,"UMass","Charlotte",23,43.5
"10592",2019,3,"Texas State","SMU",22.25,39.75
"10593",2019,3,"Eastern Michigan","Illinois",25.25,32.25
"10594",2019,3,"USC","BYU",31,26.5
"10595",2019,3,"Florida State","Virginia",23.75,30.75
"10596",2019,3,"Southern Mississippi","Troy",23,26
"10597",2019,3,"Oklahoma State","Tulsa",39,25
"10598",2019,3,"Kent State","Auburn",9.25,45.25
"10599",2019,3,"Army","UT San Antonio",29.25,14.75
"10600",2019,3,"Memphis","South Alabama",37.75,17.25
"10601",2019,3,"Louisville","Western Kentucky",29.75,19.25
"10602",2019,3,"Ohio State","Indiana",38.75,21.75
"10603",2019,3,"Oklahoma","UCLA",47.25,24.75
"10604",2019,3,"Texas","Rice",44.75,12.75
"10605",2019,3,"East Carolina","Navy",22.75,30.25
"10606",2019,3,"San Diego State","New Mexico State",34,17.5
"10607",2019,3,"Duke","Middle Tennessee",28.75,22.25
"10608",2019,3,"Texas Tech","Arizona",38,37
"10609",2019,3,"Northern Illinois","Nebraska",19.75,33.25
"10610",2019,3,"Arizona State","Michigan State",13.25,28.75
"10611",2019,3,"Stanford","UCF",24.25,33.75
"10612",2019,3,"Miami (OH)","Cincinnati",16.25,33.25
"10613",2019,3,"North Carolina","Wake Forest",31,34
"10614",2019,3,"Alabama","South Carolina",42.5,17
"10615",2019,3,"Maryland","Temple",35.5,30.5
"10616",2019,3,"Hawai'i","Washington",19.25,40.75
"10617",2019,3,"Colorado State","Arkansas",27.25,36.25
"10618",2019,3,"North Texas","California",18,32.5
"10619",2019,3,"Ohio","Marshall",21.75,25.75
"10620",2019,3,"New Mexico","Notre Dame",14.75,49.25
"10621",2019,3,"Arkansas State","Georgia",13,45.5
"10622",2019,3,"Florida","Kentucky",28.25,18.25
"10623",2019,3,"Air Force","Colorado",27.5,30.5
"10624",2019,3,"Washington State","Houston",41.25,32.25
"10625",2019,3,"Georgia Southern","Minnesota",14,31
"10626",2019,3,"Kansas","Boston College",16.25,34.75
"10627",2019,3,"Iowa","Iowa State",22,20.5
"10628",2019,3,"Kansas State","Mississippi State",22,29
"10629",2019,3,"TCU","Purdue",27.75,24.25
"10630",2019,4,"Coastal Carolina","UMass",39.25,22.25
"10631",2019,4,"Louisiana","Ohio",32.75,35.75
"10632",2019,4,"Temple","Buffalo",32.5,18.5
"10633",2019,4,"Bowling Green","Kent State",24.75,36.75
"10634",2019,4,"Appalachian State","North Carolina",28.25,29.75
"10635",2019,4,"Tennessee","Florida",18.5,31
"10636",2019,4,"Air Force","Boise State",22.75,30.25
"10637",2019,4,"Old Dominion","Virginia",10.25,37.25
"10638",2019,4,"Utah State","San Diego State",28.5,24.5
"10639",2019,4,"Colorado","Arizona State",20.75,28.25
"10640",2019,4,"Troy","Akron",37.75,19.25
"10641",2019,4,"Auburn","Texas A&M",22.25,26.25
"10642",2019,4,"South Carolina","Missouri",25.75,35.25
"10643",2019,4,"Nevada","UTEP",32.75,18.75
"10644",2019,4,"West Virginia","Kansas",26.75,22.25
"10645",2019,4,"Oklahoma State","Texas",32.25,39.25
"10646",2019,4,"Washington","BYU",28.75,22.25
"10647",2019,4,"Louisiana Monroe","Iowa State",17.25,34.25
"10648",2019,4,"UCLA","Washington State",21.25,38.25
"10649",2019,4,"Boston College","Rutgers",32.5,25
"10650",2019,4,"Toledo","Colorado State",36.75,30.75
"10651",2019,4,"SMU","TCU",23.5,31
"10652",2019,4,"Michigan State","Northwestern",21.25,13.75
"10653",2019,4,"LSU","Vanderbilt",43.25,19.25
"10654",2019,4,"Oregon","Stanford",34.25,21.25
"10655",2019,4,"Connecticut","Indiana",14.75,42.25
"10656",2019,4,"Miami (OH)","Ohio State",9,47.5
"10657",2019,4,"Nebraska","Illinois",37.75,24.75
"10658",2019,4,"Wyoming","Tulsa",20.25,25.75
"10659",2019,4,"Utah","USC",28.5,25
"10660",2019,4,"Baylor","Rice",42.25,15.25
"10661",2019,4,"Kentucky","Mississippi State",21.25,26.75
"10662",2019,4,"Ball State","NC State",19.75,39.25
"10663",2019,4,"San José State","Arkansas",20.5,40.5
"10664",2019,4,"UCF","Pittsburgh",34.75,25.75
"10665",2019,4,"California","Ole Miss",20,23
"10666",2019,4,"South Alabama","UAB",17.5,30
"10667",2019,4,"Central Michigan","Miami",8.75,39.25
"10668",2019,4,"Florida International","Louisiana Tech",22.25,29.25
"10669",2019,4,"Charlotte","Clemson",10.25,51.75
"10670",2019,4,"UT San Antonio","North Texas",19.75,37.25
"10671",2019,4,"Notre Dame","Georgia",21.5,37
"10672",2019,4,"New Mexico State","New Mexico",32.5,36.5
"10673",2019,4,"Western Michigan","Syracuse",32,35.5
"10674",2019,4,"Louisville","Florida State",27.25,33.75
"10675",2019,4,"Michigan","Wisconsin",21.5,24.5
